"","ID","StudyID","Study.name","N","g","se","var","r","var_HS","comparison","age","type","Notes","Test","Model"
"281",281,1073,"Cantarella_2017_S1",35,0.179470800976932,0.34120307493192,0.116419538342997,0.0893762733682359,0.141961185416021,"Non-Active","old",NA,NA,"CWMS",1
"282",282,1073,"Cantarella_2017_S1",35,0.0624052264893548,0.340572681945799,0.115989751687754,0.0311874348470046,0.139012644111038,"Non-Active","old",NA,NA,"Forward Corsi Span",1
"283",283,1073,"Cantarella_2017_S1",35,-0.26310501762468,0.342025386923759,0.116981365300347,-0.13042874591556,0.135781676265684,"Non-Active","old",NA,NA,"Backward Corsi Span",1
"284",284,1073,"Cantarella_2017_S2 (totally independent)",35,0.217163525644429,0.341535446847991,0.116646461453657,0.107947278321691,0.143111702475221,"Non-Active","old",NA,NA,"CWMS",1
"285",285,1073,"Cantarella_2017_S2 (totally independent)",35,0.252343636402063,0.34190228236068,0.116897170683442,0.125179366715014,0.144273928118166,"Non-Active","old",NA,NA,"Forward Corsi Span",1
"286",286,1073,"Cantarella_2017_S2 (totally independent)",35,0.21799115865559,0.341543449639418,0.116651927991593,0.108353855754884,0.143138064136372,"Non-Active","old",NA,NA,"Backward Corsi Span",1
"287",287,1074,"Caretti_2013a",20,0.664558781258983,0.466238757009882,0.21737857853812,0.315327467399823,0.316482504147665,"Non-Active","old",NA,NA,"Dot Matrix",1
"288",288,1074,"Caretti_2013a",20,-0.356158961100541,0.456708877556676,0.208582998839079,-0.175321257012016,0.259083677004069,"Non-Active","old",NA,NA,"Forward Digit Span",1
"289",289,1074,"Caretti_2013a",20,3.28023256976423e-16,0.452811972899383,0.205038682801032,1.64011628488211e-16,0.262205519138667,"Non-Active","old",NA,NA,"Backward Digit Span",1
"290",290,1074,"Caretti_2013a",20,0.70866698332268,0.468050200419223,0.219070990112475,0.333986858472858,0.32231770108418,"Non-Active","old",NA,NA,"List recall",1
"291",291,1075,"Caretti_2013b",36,0.979453859810014,0.356086077759211,0.126797294773939,0.43981747825123,0.181574952480146,"Non-Active","old",NA,NA,"WM Updating Task Word Span Test",1
"292",292,1076,"Chan_2014",22,0.0506330165857621,0.431333490560349,0.186048580078975,0.0253083991916365,0.235432032943173,"Active","old",NA,NA,"Numerical n-back (2-back ACC)",1
"293",293,1076,"Chan_2014",22,-0.0174272871000606,0.431267677833821,0.185991809944177,-0.00871331276591595,0.233244666716384,"Active","old",NA,NA,"Numerical n-back (3-back ACC)",1
"294",294,1076,"Chan_2014",22,-0.00544891569337152,0.431259697485599,0.18598492667537,-0.00272444773536552,0.233587649755017,"Active","old",NA,NA,"Numerical n-back (4-back ACC)",1
"295",295,1076,"Chan_2014",22,-0.351874859206283,0.434849846828381,0.189094389286666,-0.173276075511458,0.230909584873203,"Active","old",NA,NA,"Numerical n-back (5-back ACC)",1
"296",296,1076,"Chan_2014",22,0.271149336837068,0.433394767413778,0.187831024421643,0.134345621105208,0.246496370561004,"Active","old",NA,NA,"Numerical n-back (2-back RT)",1
"297",297,1076,"Chan_2014",22,0.0830641882633191,0.431459728896221,0.1861574976592,0.0414963207417379,0.236678018012006,"Active","old",NA,NA,"Numerical n-back (3-back RT)",1
"298",298,1076,"Chan_2014",22,-0.0139214315725299,0.431264477085454,0.18598904919579,-0.00696054716360836,0.233343195266885,"Active","old",NA,NA,"Numerical n-back (4-back RT)",1
"299",299,1076,"Chan_2014",22,0.674121459087341,0.444296672525931,0.197399533217614,0.319404924700617,0.282418399964141,"Active","old",NA,NA,"Numerical n-back (5-back RT)",1
"300",300,1076,"Chan_2014",22,-0.134255948757798,0.43178345662033,0.186436953411001,-0.0669772387552572,0.230839971987634,"Active","old",NA,NA,"Finger sequence learning (4-element)",1
"301",301,1076,"Chan_2014",22,0.542276424712992,0.439739637698269,0.193370948963005,0.261689611021673,0.268431203010323,"Active","old",NA,NA,"Finger sequence learning (8-element)",1
"302",302,1076,"Chan_2014",22,0.721443268499934,0.446159667628317,0.19905844901821,0.339320337860165,0.287968589801611,"Active","old",NA,NA,"Finger sequence learning (12-element)",1
"303",303,1076,"Chan_2014",22,0.46071506989549,0.437396879281698,0.191316030005368,0.224478585410421,0.260866366181565,"Active","old",NA,NA,"Finger sequence learning (16-element)",1
"304",304,1077,"Cuenen_2016",38,0.173707879681566,0.327227559134332,0.107077875457013,0.086528185718865,0.129579834706504,"Active","old",NA,NA,"Automated Operation Span",1
"305",305,1078,"Dahlin_2008a",29,-0.0758100512461296,0.374746827157314,0.140435184464474,-0.0378778241324809,0.168515764713467,"Non-Active","old",NA,NA,"Digit span (forward)",1
"306",306,1078,"Dahlin_2008a",29,0.580449474778563,0.382863306927608,0.146584311791544,0.278723532313899,0.196781168714144,"Non-Active","old",NA,NA,"Digit span (backward)",1
"307",307,1078,"Dahlin_2008a",27,-0.195278764836248,0.38946031332397,0.151679335654405,-0.0971772639563398,0.181501202515919,"Non-Active","old",NA,NA,"3-back",1
"308",308,1078,"Dahlin_2008a",29,0.10632915204509,0.374884511362528,0.140538396859521,0.0530896008250639,0.172605980932299,"Non-Active","old",NA,NA,"Computation span",1
"309",309,1078,"Dahlin_2008a",29,0.019432159350566,0.374613780450318,0.140335484503279,0.00971562109808172,0.17029473771646,"Non-Active","old",NA,NA,"Recall of concrete nouns",1
"310",310,1078,"Dahlin_2008a",29,0.101114481344114,0.374857721424211,0.140518311311352,0.0504927512458361,0.17244876429198,"Non-Active","old",NA,NA,"Paired association",1
"311",311,1079,"Dahlin_2008b",19,0.106065669750821,0.465231411734569,0.21644026646454,0.0529584148818395,0.284060487359769,"Non-Active","old",NA,NA,"3-Back Correct Yes Answer",1
"312",312,1079,"Dahlin_2008b",19,0.524595157127566,0.473555255690713,0.224254580192297,0.253714947821983,0.319740859138243,"Non-Active","old",NA,NA,"3-Back False Alarms",1
"313",313,1079,"Dahlin_2008b",19,0.349792839538695,0.468753199792082,0.219729562315316,0.172281331267815,0.301561418956593,"Non-Active","old",NA,NA,"2-Back Correct Yes Answer",1
"314",314,1079,"Dahlin_2008b",19,0.623812025329657,0.477103599085133,0.227627844259987,0.297758353449956,0.332150745676438,"Non-Active","old",NA,NA,"2-Back False Alarms",1
"315",315,1079,"Dahlin_2008b",19,0.244741840316172,0.466776737119829,0.217880522316234,0.121464853208548,0.292897567128888,"Non-Active","old",NA,NA,"1-Back Correct Yes Answer",1
"316",316,1079,"Dahlin_2008b",19,0.461720491896044,0.471612798300227,0.222418631520571,0.22494370452664,0.312660554745795,"Non-Active","old",NA,NA,"1-Back False Alarms",1
"317",317,1080,"Goghari_2017_S1",68,-0.0304245775789317,0.243444276708953,0.0592651158623452,-0.015210528928655,0.0676485001055022,"Active","old",NA,NA,"Automated Operation Span",1
"318",318,1080,"Goghari_2017_S1",68,-0.100525893246768,0.24358713281247,0.0593346912717997,-0.0501995754276607,0.0672376768772446,"Active","old",NA,NA,"Digit Span ",1
"319",319,1080,"Goghari_2017_S2 (partially dependent)",65,-0.0846434818339934,0.249140614000377,0.062071045544485,-0.0422838898917832,0.0705647196772609,"Non-Active","old",NA,NA,"Automated Operation Span",1
"320",320,1080,"Goghari_2017_S2 (partially dependent)",65,-0.25556947887977,0.250065576118576,0.0625327923595154,-0.126754050299986,0.0701191215602588,"Non-Active","old",NA,NA,"Digit Span ",1
"321",321,1081,"Guye_2017",142,0.136907368011275,0.168331202667668,0.0283353937915437,0.0682938616776929,0.0324415409591451,"Active","old",NA,NA,"Working memory (Brown-Peterson)",1
"322",322,1081,"Guye_2017",142,0.18666373543488,0.16850192469954,0.0283928986274494,0.0929280049296924,0.0327418673710553,"Active","old",NA,NA,"Working memory (Binding)",1
"323",323,1081,"Guye_2017",142,0.0622097258113731,0.16817332871073,0.0282822684896472,0.0310898266438559,0.032059026564808,"Active","old",NA,NA,"Working memory (Memory)",1
"324",324,1082,"Heinzel_2014",30,0.789286637999734,0.383047522060909,0.146725404157002,0.367091267492774,0.205475410782891,"Non-Active","old",NA,NA,"Digit span (forward)",1
"325",325,1082,"Heinzel_2014",30,0.598040788445343,0.376796812142656,0.141975837640868,0.286486719155266,0.190543780212664,"Non-Active","old",NA,NA,"Digit span (backward)",1
"326",326,1082,"Heinzel_2014",30,0.456609163685888,0.373236753501324,0.139305674164208,0.222577558283864,0.181461887275593,"Non-Active","old",NA,NA,"CERAD immediate recall",1
"327",327,1082,"Heinzel_2014",30,0.667504692812147,0.378879308412911,0.143549530343446,0.316585458178428,0.195614737756621,"Non-Active","old",NA,NA,"CERAD delayed recall",1
"328",328,1083,"Heinzel_2016",29,0.134155416172762,0.375050193372351,0.140662647548638,0.0669273100697626,0.173484886643726,"Non-Active","old",NA,NA,"Sternberg task (mantain-3)",1
"329",329,1083,"Heinzel_2016",29,0.785534647651459,0.389597109364339,0.151785907625049,0.365579947256022,0.213294675259305,"Non-Active","old",NA,NA,"Sternberg task (mantain-5)",1
"330",330,1083,"Heinzel_2016",29,0.0872816275168291,0.374793173639427,0.140469923006714,0.0435993156096179,0.172043174542521,"Non-Active","old",NA,NA,"Sternberg task (update-3)",1
"331",331,1083,"Heinzel_2016",29,0.461493862093626,0.379845949820285,0.144282945594875,0.224838876534146,0.188878768178662,"Non-Active","old",NA,NA,"Sternberg task (update-5)",1
"332",332,1083,"Heinzel_2016",29,0.353620675946209,0.377690761867478,0.142650311600036,0.174109780785813,0.182776448420407,"Non-Active","old",NA,NA,"Sternberg task (update-3-5)",1
"333",333,1083,"Heinzel_2016",29,0.416841039608468,0.378886157472073,0.143554720323953,0.204036055330719,0.186230047763713,"Non-Active","old",NA,NA,"Digit Span Forward",1
"334",334,1083,"Heinzel_2016",29,-0.0246918744285813,0.374619531896209,0.140339793678134,-0.0123449964245933,0.169372503985043,"Non-Active","old",NA,NA,"Digit Span Backward",1
"335",335,1084,"Heinzel_2017",34,0.596576783385327,0.353499513994575,0.124961906394401,0.28584276575776,0.165404627984445,"Non-Active","old",NA,NA,"Single-task (Visual - Load 1 - Accuracy)",1
"336",336,1084,"Heinzel_2017",34,5.00793764436184e-16,0.34552909635481,0.119390356427772,2.50396882218092e-16,0.142292268424227,"Non-Active","old",NA,NA,"Single-task (Visual - Load 2 - Accuracy)",1
"337",337,1084,"Heinzel_2017",34,0.103625306777924,0.345772265002588,0.11955845924502,0.0517432462464438,0.14448251616164,"Non-Active","old",NA,NA,"Dual-task (Visual - Load 1 - Accuracy)",1
"338",338,1084,"Heinzel_2017",34,0.869308723800261,0.362243754907599,0.131220537969557,0.39862719130012,0.184438146756502,"Non-Active","old",NA,NA,"Dual-task (Visual - Load 2 - Accuracy)",1
"339",339,1084,"Heinzel_2017",34,0,0.34552909635481,0.119390356427772,0,0.142292268424227,"Non-Active","old",NA,NA,"Single-task (Auditory - Load 1 - Accuracy)",1
"340",340,1084,"Heinzel_2017",34,0.236142676025229,0.34679001183289,0.120263312307056,0.117256837437978,0.148401040378807,"Non-Active","old",NA,NA,"Single-task (Auditory - Load 2 - Accuracy)",1
"341",341,1084,"Heinzel_2017",34,0.457922827864268,0.350247100891095,0.122673031682617,0.223186059814429,0.157765346741168,"Non-Active","old",NA,NA,"Dual-task (Auditory - Load 1 - Accuracy)",1
"342",342,1084,"Heinzel_2017",34,0.102873640809658,0.345768751274744,0.119556029358096,0.0513689107353773,0.144463867116247,"Non-Active","old",NA,NA,"Dual-task (Auditory - Load 2 - Accuracy)",1
"343",343,1084,"Heinzel_2017",34,-0.17408059986893,0.34621489825638,0.119864755774676,-0.0867124523389802,0.140339405045421,"Non-Active","old",NA,NA,"Dual-task (Visual - Load 1 - Dual costs)",1
"344",344,1084,"Heinzel_2017",34,0.967425701124657,0.366117109500094,0.134041737868704,0.435445588756779,0.192585091636737,"Non-Active","old",NA,NA,"Dual-task (Visual - Load 2 - Dual costs)",1
"345",345,1084,"Heinzel_2017",34,0.48965099011942,0.350918345480018,0.123143685194433,0.237802325949405,0.159392279416147,"Non-Active","old",NA,NA,"Dual-task (Auditory - Load 1 - Dual costs)",1
"346",346,1084,"Heinzel_2017",34,-0.0345667577117104,0.345556162661278,0.119409061553188,-0.0172807980301863,0.141732259519752,"Non-Active","old",NA,NA,"Dual-task (Auditory - Load 2 - Dual costs)",1
"347",347,1085,"Hering_2017_S1",58,0.340930162904054,0.26570978211639,0.0706016883123393,0.168041067243266,0.085655059739913,"Active","old",NA,NA,"Reading span",1
"348",348,1085,"Hering_2017_S1",58,0.0488338785151294,0.263788827274853,0.069584545395042,0.024409663980533,0.08069482902322,"Active","old",NA,NA,"Digit span backwards",1
"349",349,1085,"Hering_2017_S1",58,0.223338233692469,0.264591904110798,0.0700088757209775,0.110979305165284,0.0832635521081364,"Active","old",NA,NA,"Corsi block span",1
"350",350,1085,"Hering_2017_S2 (partially dependent)",59,0.615105038230824,0.267759420447203,0.0716951072382219,0.293963789856126,0.0916218052616898,"Non-Active","old",NA,NA,"Reading span",1
"351",351,1085,"Hering_2017_S2 (partially dependent)",59,0.0377907786441662,0.261508578849807,0.0683867368120458,0.0188920170604375,0.0791356101114229,"Non-Active","old",NA,NA,"Digit span backwards",1
"352",352,1085,"Hering_2017_S2 (partially dependent)",59,-0.0885753831878097,0.261616254001521,0.0684430643577884,-0.0442443224507729,0.0780803156459676,"Non-Active","old",NA,NA,"Corsi block span",1
"353",353,1086,"Hyer_2016",68,0.244400778561102,0.244357971212605,0.0597108180951402,0.12129807718045,0.0707880375041061,"Active","old",NA,NA,"Letter-number sequencing (WAIS III)",1
"354",354,1086,"Hyer_2016",68,0.60220601610299,0.24901146076,0.0620067075898288,0.288316700855032,0.0785264608872955,"Active","old",NA,NA,"Span board",1
"355",355,1087,"Lange_2015_S1",62,0.0118204241520452,0.255029872727114,0.065040235983208,0.00591010885507975,0.0748677547021061,"Active","old",NA,NA,"Reading Span",1
"356",356,1087,"Lange_2015_S1",62,0.00209035728347887,0.255027660119899,0.0650391074262305,0.00104517807086417,0.0747795525788461,"Active","old",NA,NA,"Swaps",1
"357",357,1087,"Lange_2015_S1",62,0.31521928057827,0.256646742308822,0.065867550337731,0.155687797484712,0.0793145176255183,"Active","old",NA,NA,"Numerical running memory span",1
"358",358,1087,"Lange_2015_S1",62,-0.0847021408635399,0.255144842759973,0.0650988907870112,-0.0423131407287859,0.0741423839501229,"Active","old",NA,NA,"Simple word span",1
"359",359,1087,"Lange_2015_S1",62,0.292977598678469,0.256426911662731,0.065754761024886,0.144941902150538,0.0788768645840011,"Active","old",NA,NA,"Simple digit span",1
"360",360,1087,"Lange_2015_S1",62,0.0947676899138776,0.255174357784759,0.0651139528708643,0.0473307405780383,0.0757569374873083,"Active","old",NA,NA,"Simple dot span",1
"361",361,1087,"Lange_2015_S2 (partially dependent)",60,0.283858237559132,0.260614944975803,0.0679201495447406,0.140520858093538,0.0814644832590105,"Non-Active","old",NA,NA,"Reading Span",1
"362",362,1087,"Lange_2015_S2 (partially dependent)",60,0.107023670377047,0.259468546567157,0.0673239266576729,0.0534353833286271,0.0785683639962333,"Non-Active","old",NA,NA,"Swaps",1
"363",363,1087,"Lange_2015_S2 (partially dependent)",60,0.778733440844337,0.269176508153339,0.0724559925416245,0.362833005432096,0.0957251202804119,"Non-Active","old",NA,NA,"Numerical running memory span",1
"364",364,1087,"Lange_2015_S2 (partially dependent)",60,-0.269095971556296,0.260479824429954,0.0678497389350595,-0.133346403820754,0.0762598656676668,"Non-Active","old",NA,NA,"Simple word span",1
"365",365,1087,"Lange_2015_S2 (partially dependent)",60,0.232128142184105,0.260172848930357,0.0676899113205383,0.115290139594907,0.0804974246920916,"Non-Active","old",NA,NA,"Simple digit span",1
"366",366,1087,"Lange_2015_S2 (partially dependent)",60,0.191613779816431,0.259888106556958,0.0675418279297605,0.0953701901439557,0.0798092444201096,"Non-Active","old",NA,NA,"Simple dot span",1
"367",367,1088,"Brehmer et al. (2011)",23,0.861152934983771,0.442106981584522,0.195458583165777,0.395474553531448,0.289803086547048,"Active","old",NA,NA,"PASAT",1
"368",368,1088,"Brehmer et al. (2011)",23,0.537573153588332,0.429692392386851,0.184635552075136,0.259573476385662,0.254006525059086,"Active","old",NA,NA,"RAVLT",1
"369",369,1089,"McAvinue_2013",36,0.862205381839712,0.351591356635872,0.123616482061053,0.39588216875386,0.172466511775406,"Active","old",NA,NA,"Digit-span Forward (WAIS III)",1
"370",370,1089,"McAvinue_2013",36,0.330401148157756,0.338044111412368,0.114273821260578,0.162991426972233,0.142658965686054,"Active","old",NA,NA,"Digit-span reverse (WAIS III)",1
"371",371,1089,"McAvinue_2013",36,0.313563760854779,0.337807787877689,0.114114101550818,0.154889798116365,0.142023155747623,"Active","old",NA,NA,"Letter-number sequencing (WAIS III)",1
"372",372,1089,"McAvinue_2013",36,0.734743633115908,0.347301110867356,0.1206180616097,0.34483803791916,0.163604360216126,"Active","old",NA,NA,"Word recall immediate (RAVLT)",1
"373",373,1089,"McAvinue_2013",36,0.594017724272786,0.3433126306318,0.117863562351326,0.28471621452423,0.155078010787248,"Active","old",NA,NA,"Word recall delayed (RAVLT)",1
"374",374,1089,"McAvinue_2013",36,0.192520853454403,0.336469512308275,0.113211732712968,0.0958175244198914,0.138008672893842,"Active","old",NA,NA,"Story recall immediate (RBMT)",1
"375",375,1089,"McAvinue_2013",36,0.303522763461016,0.337672664112058,0.114022828088535,0.150043354577271,0.141652985872905,"Active","old",NA,NA,"Story recall delayed (RBMT)",1
"376",376,1090,"Payne_2017",40,1.08145746049915,0.341567462379983,0.116668331356701,0.475645136984284,0.169145094709963,"Active","old",NA,NA,"Listening span",1
"377",377,1090,"Payne_2017",40,0.730320739950573,0.329068694280813,0.108286205555679,0.34300711473785,0.145372679921034,"Active","old",NA,NA,"Operation span",1
"378",378,1090,"Payne_2017",40,0.388654330082227,0.321323717403467,0.103248931365983,0.190758726261218,0.129203404548671,"Active","old",NA,NA,"Minus-2 span",1
"379",379,1090,"Payne_2017",40,0.504928420590337,0.323446890449559,0.104617890941489,0.244783673169078,0.133935243555967,"Active","old",NA,NA,"Immediate Recall Task",1
"380",380,1090,"Payne_2017",40,-0.187693881490044,0.318940249123656,0.10172288251106,-0.093436384015591,0.117489522561348,"Active","old",NA,NA,"Rivermead Behavioral Memory Task Paragraph",1
"381",381,1091,"Richmond_2011",40,0.685257205069225,0.327789134564869,0.107445716738786,0.324130857071353,0.142846942787664,"Active","old",NA,NA,"Reading span",1
"382",382,1091,"Richmond_2011",40,-0.137437849303504,0.318602564648807,0.101507594200797,-0.0685572416962186,0.117733315304225,"Active","old",NA,NA,"Digit span forward",1
"383",383,1091,"Richmond_2011",40,-0.497093142007998,0.323286942445661,0.104514447155864,-0.241207855096862,0.119261477591099,"Active","old",NA,NA,"Digit span backward",1
"384",384,1092,"Salminen_2016",46,0.589714285714286,0.303090031165682,0.0918635669920142,0.282819089968874,0.118466443410006,"Non-Active","old",NA,NA,"WM updating performance (Visuospatial)",1
"385",385,1092,"Salminen_2016",46,0.246728832101639,0.297657826631219,0.0886001817548208,0.122436268766638,0.107080426568133,"Non-Active","old",NA,NA,"WM updating performance (Auditory-verbal)",1
"386",386,1093,"Stepankova_2014_S1",45,0.165896961531519,0.3003386197922,0.0902032865386834,0.082664583478186,0.107762675541401,"Non-Active","old",NA,NA,"Digit Span",1
"387",387,1093,"Stepankova_2014_S1",45,0.660383916549486,0.308154675049536,0.0949593037548848,0.313541827416647,0.124467572670433,"Non-Active","old",NA,NA,"Letter–Number Sequencing",1
"388",388,1093,"Stepankova_2014_S2 (partially dependent)",45,0.15661639702676,0.300280612346283,0.0901684461510588,0.0780691974030079,0.107569035033207,"Non-Active","old",NA,NA,"Digit Span",1
"389",389,1093,"Stepankova_2014_S2 (partially dependent)",45,0.512035766299079,0.304852037740821,0.0929347649147311,0.248018669104957,0.118139391469681,"Non-Active","old",NA,NA,"Letter–Number Sequencing",1
"390",390,1094,"von_Bastian_2013",57,0.806973848069739,0.276980632823354,0.0767182709592257,0.374176610259858,0.102239461580311,"Active","old",NA,NA,"Verbal complex span",1
"391",391,1094,"von_Bastian_2013",57,0,0.266072100237538,0.0707943625248146,0,0.0816675694750973,"Active","old",NA,NA,"Kinship integration",1
"392",392,1094,"von_Bastian_2013",57,0.0821917808219178,0.266187557869458,0.0708558159645062,0.041061231452097,0.0825947934327982,"Active","old",NA,NA,"Verbal task switching",1
"393",393,1094,"von_Bastian_2013",57,-0.450876913022345,0.269524867476215,0.0726436541880711,-0.219919288205099,0.0812938387343088,"Active","old",NA,NA,"Binding",1
"394",394,1094,"von_Bastian_2013",57,-0.205768692804884,0.26679491859223,0.0711795285866345,-0.102344106433363,0.0805080750269491,"Active","old",NA,NA,"N-back",1
"395",395,1095,"Wayne_2016",26,-0.105611367534637,0.396311074083635,0.157062467441325,-0.052732214633173,0.190320275099853,"Active","old",NA,NA,"Spatial Working Memory, CANTAB (Between Errors)",1
"396",396,1095,"Wayne_2016",26,-0.608744165200092,0.405678859908659,0.164575337376789,-0.291182853885532,0.196109950147268,"Active","old",NA,NA,"Spatial Working Memory, CANTAB (Strategy)",1
"397",397,1095,"Wayne_2016",26,-0.063610740192493,0.396123592661178,0.156913900662799,-0.0317892954277879,0.190981760659165,"Active","old",NA,NA,"Spatial Span, CANTAB (Forward)",1
"398",398,1095,"Wayne_2016",26,0.884955337897367,0.416172353618368,0.173199427916252,0.40463601669304,0.252902025845285,"Active","old",NA,NA,"Spatial Span, CANTAB (Reverse)",1
"399",399,1095,"Wayne_2016",26,-0.041004570422692,0.396061189790725,0.156864466058445,-0.0204979775661164,0.191410820353662,"Active","old",NA,NA,"Letter-Number Sequencing, WAIS IV (RawScore)",1
"400",400,1095,"Wayne_2016",26,-0.0979055014353321,0.396269713452311,0.157029685799577,-0.0488942014303278,0.190428424486775,"Active","old",NA,NA,"Letter-Number Sequencing, WAIS IV (Longest)",1
"401",401,1095,"Wayne_2016",26,0.104570692192348,0.396305305666022,0.157057895299039,0.0522140245683929,0.195397956823633,"Active","old",NA,NA,"Reading Span",1
"402",402,1095,"Wayne_2016",26,0.424241412091996,0.400738643289132,0.160591460225214,0.20750373461124,0.211589640503562,"Active","old",NA,NA,"Reading Span (Longest)",1
"403",403,1095,"Wayne_2016",26,0.181076777691698,0.396881222618893,0.157514704867468,0.0901695741054312,0.198342897907614,"Active","old",NA,NA,"Paired Associate Learning (Errors, Adj.)",1
"404",404,1095,"Wayne_2016",26,0.228387565354037,0.397391041245762,0.157919639662391,0.113456430294625,0.200456921006791,"Active","old",NA,NA,"Paired Associate Learning (Errors, 8 Shapes adj.)",1
"405",405,1096,"Weicker_2013_S1",19,0.958431537153099,0.49325686823722,0.243302338063191,0.432156191811012,0.385171348966245,"Active","old",NA,NA,"digit span task forwards",1
"406",406,1096,"Weicker_2013_S1",15,0,0.524963153903734,0.275586312956555,0,0.379751377675253,"Active","old",NA,NA,"digit span task backwards",1
"407",407,1096,"Weicker_2013_S1",13,0.630235414276809,0.581239692720174,0.337839580393442,0.300548702830081,0.564658253536936,"Active","old",NA,NA,"span board task forwards",1
"408",408,1096,"Weicker_2013_S1",19,-0.22644528878909,0.46650326086134,0.217625292394263,-0.112503826821194,0.274923282624102,"Active","old",NA,NA,"spatial addition",1
"409",409,1096,"Weicker_2013_S1",19,-0.460953189817341,0.471590576558917,0.222397671899171,-0.224588756146236,0.278707636528915,"Active","old",NA,NA,"symbol span",1
"410",410,1096,"Weicker_2013_S1",19,0.233697763086516,0.466609140885376,0.217724090357789,0.116059250901821,0.292085358891644,"Active","old",NA,NA,"PASAT",1
"411",411,1096,"Weicker_2013_S1",19,0.401796816452278,0.469985854364129,0.220886703302381,0.196962993948576,0.306478601374714,"Active","old",NA,NA,"Verbal Learning Memory Test",1
"412",412,1096,"Weicker_2013_S2 (partially dependent)",25,0.672818349003572,0.41605698749661,0.173103416844754,0.318850324688451,0.242156826730229,"Non-Active","old",NA,NA,"digit span task forwards",1
"413",413,1096,"Weicker_2013_S2 (partially dependent)",23,-0.62448303667636,0.432493502837794,0.187050629996905,-0.298050202542274,0.227004589058614,"Non-Active","old",NA,NA,"digit span task backwards",1
"414",414,1096,"Weicker_2013_S2 (partially dependent)",18,0.512546914038781,0.486525822151371,0.236707375620067,0.248251006248796,0.341101926891735,"Non-Active","old",NA,NA,"span board task forwards",1
"415",415,1096,"Weicker_2013_S2 (partially dependent)",25,-0.0529686036531178,0.404088948289223,0.16328787812949,-0.0264750184237043,0.200008994471617,"Non-Active","old",NA,NA,"spatial addition",1
"416",416,1096,"Weicker_2013_S2 (partially dependent)",25,-0.613321053121277,0.41404570996222,0.171433849938119,-0.293184591502798,0.205399383699624,"Non-Active","old",NA,NA,"symbol span",1
"417",417,1096,"Weicker_2013_S2 (partially dependent)",25,0.269096541124124,0.405963769715484,0.164806582321607,0.133346681042792,0.211868525089402,"Non-Active","old",NA,NA,"PASAT",1
"418",418,1096,"Weicker_2013_S2 (partially dependent)",25,0.948819506653667,0.427631460637911,0.182868666127313,0.428621657420937,0.272737091711496,"Non-Active","old",NA,NA,"Verbal Learning Memory Test",1
"419",419,1097,"Xin_2014",29,0.621577414245507,0.384060201159795,0.147502238114902,0.296785831786942,0.19979961649518,"Active","old",NA,NA,"Numerical updating task (easy)",1
"420",420,1097,"Xin_2014",29,1.12377573102391,0.404693739694892,0.163777022948237,0.489855794287543,0.248520155921618,"Active","old",NA,NA,"Numerical updating task (difficult)",1
"421",421,1097,"Xin_2014",29,0.597329972964644,0.383345098289485,0.146953464382575,0.286174110164516,0.198002260471811,"Active","old",NA,NA,"Digit forward",1
"422",422,1097,"Xin_2014",29,1.14564871165137,0.405830880319163,0.164698703420627,0.497051685821005,0.251140544470066,"Active","old",NA,NA,"Digit backward",1
"423",423,1098,"Zimmerman_2014",14,-0.211643221947025,0.545731465796661,0.297822832760573,-0.105234034758541,0.411408783044731,"Active","old",NA,NA,"WM ascendant order of digits (NEUPSILIN)",1
"424",424,1098,"Zimmerman_2014",14,0.233330048719276,0.546104514185267,0.298230140413527,0.115879090221568,0.438650710416811,"Active","old",NA,NA,"WM auditory word span in sentences (NEUPSILIN)",1
"425",425,1098,"Zimmerman_2014",14,0.253705811124824,0.546487876369746,0.298648999019115,0.125844423591844,0.441083375151361,"Active","old",NA,NA,"EM immediate recall (NEUPSILIN)",1
"426",426,1098,"Zimmerman_2014",14,0.0226059496705499,0.544016355191838,0.295953794716212,0.0113022528860148,0.419579623542372,"Active","old",NA,NA,"EM delayed recall (NEUPSILIN)",1
"427",427,1098,"Zimmerman_2014",14,0.700638688559012,0.562718225579165,0.316651801398964,0.330618906457569,0.520549694749739,"Active","old",NA,NA,"EM recognition (NEUPSILIN)",1
"428",428,1099,"Zinke_2014",80,0.325179017918412,0.225813725595578,0.0509918386673552,0.160482144636205,0.060928708741205,"Non-Active","old",NA,NA,"Corsi Block span",1
"429",429,1099,"Zinke_2014",80,0.857114679309248,0.234573196732797,0.0550245846254435,0.393908358182781,0.0729869033953206,"Non-Active","old",NA,NA,"Letter-span-plus",1
"430",430,1,"Anguera et al 2012",44,0.235281069988024,0.304316729885509,0.0926086720882098,0.116834856867407,0.112024112577511,"Active","adults","wm",NA,"card rotation",2
"431",431,1,"Anguera et al 2012",56,-0.0105399083534884,0.26846019072643,0.0720708740048709,-0.0052698809985859,0.0831036850825283,"Active","adults","wm",NA,"Raven APM",2
"432",432,1,"Anguera et al 2012",56,0.112272086065116,0.268675708823212,0.0721866365116553,0.0560478020279976,0.0845645471021798,"Active","adults","wm",NA,"BOMAT",2
"433",433,1,"Anguera et al 2012",56,0,0.268458273673398,0.0720698447037008,0,0.0832053916878146,"Active","adults","wm",NA,"Analogies ",2
"434",434,1,"Anguera et al 2012",56,-0.14167487092093,0.26880442640103,0.072255819652787,-0.0706603724708199,0.0822098469462547,"Active","adults","wm",NA,"Letter Sets",2
