article_no	article_author	exp	design	dep_var	sample_id	condition	mean	st_dev	reprt_est_means	raw_stats	cond_collapsed_over	cond_type	pairing	part_per_cond	stimuli_per_cond	memory_test	learning_type	stimuli_type	stimuli_relation	encode_type	manip_design	gen_task	gen_diff	memory_type	present_style	divided_attn	self_pace	filler_task	age_grp	retention_delay	gen_difficulty	gen_constraint_cons	gen_constraint_AF	gen_constraint_AS	gen_constraint_MPM	gen_task_orig	Notes
115	burns_1992	1c	2x2	item_free_recall	1	generate_fast	0.36	0.12	1	1	0	1	202	16	48	3	2	2	2	4	2	5		1	2	2	2	1	1	1		3	2	3	3	8	
115	burns_1992	1c	2x2	item_free_recall	2	read_fast	0.33	0.1	1	1	0	2	202	16	48	3	2	2	2	4	2	5		1	2	2	2	1	1	1						8	
115	burns_1992	1c	2x2	item_free_recall	3	generate_slow	0.37	0.12	1	1	0	1	203	16	48	3	2	2	2	4	2	5		1	2	2	2	1	1	1		3	2	3	3	8	
115	burns_1992	1c	2x2	item_free_recall	4	read_slow	0.49	0.15	1	1	0	2	203	16	48	3	2	2	2	4	2	5		1	2	2	2	1	1	1						8	
115	burns_1992	2	2x2	item_free_recall	1	generate_once	0.35	0.08	1	1	0	1	204	15	48	3	2	2	2	4	2	5		1	2	2	2	2	1	1		3	2	3	3	8	
115	burns_1992	2	2x2	item_free_recall	2	read_once	0.45	0.12	1	1	0	2	204	15	48	3	2	2	2	4	2	5		1	2	2	2	2	1	1						8	
115	burns_1992	2	2x2	item_free_recall	3	generate_three	0.34	0.1	1	1	0	1	205	15	48	3	2	2	2	4	2	5		1	2	2	2	2	1	1		3	2	3	3	8	
115	burns_1992	2	2x2	item_free_recall	4	read_three	0.34	0.08	1	1	0	2	205	15	48	3	2	2	2	4	2	5		1	2	2	2	2	1	1						8	
115	burns_1992	2	2x2	item_cued_recall	1	generate_once	0.88	0.08	1	1	0	1	206	15	48	2	2	2	2	4	2	5		1	2	2	2	2	1	1		3	2	3	3	8	
115	burns_1992	2	2x2	item_cued_recall	2	read_once	0.78	0.14	1	1	0	2	206	15	48	2	2	2	2	4	2	5		1	2	2	2	2	1	1						8	
115	burns_1992	2	2x2	item_cued_recall	3	generate_three	0.87	0.08	1	1	0	1	207	15	48	2	2	2	2	4	2	5		1	2	2	2	2	1	1		3	2	3	3	8	
115	burns_1992	2	2x2	item_cued_recall	4	read_three	0.69	0.17	1	1	0	2	207	15	48	2	2	2	2	4	2	5		1	2	2	2	2	1	1						8	
115	burns_1992	3	2-way	item_free_recall	1	generate	0.35		1	1	0	1	208	12	72	3	2	2	5	4	2	5		1	2	2	2	2	1	1		3	3	3	3	8	
115	burns_1992	3	2-way	item_free_recall	2	read	0.47		1	1	0	2	208	12	72	3	2	2	5	4	2	5		1	2	2	2	2	1	1						8	
115	burns_1992	3	2-way	item_cued_recall	1	generate	0.63		1	1	0	1	209	12	72	2	2	2	5	4	2	5		1	2	2	2	2	1	1		3	3	3	3	8	
115	burns_1992	3	2-way	item_cued_recall	2	read	0.51		1	1	0	2	209	12	72	2	2	2	5	4	2	5		1	2	2	2	2	1	1						8	
115	burns_1992	4	2-way	item_free_recall	1	generate	0.46		1	1	0	1	210	14	48	3	2	2	2	4	2	5		1	2	2	2	2	1	1		3	2	3	3	8	
115	burns_1992	4	2-way	item_free_recall	2	read	0.39		1	1	0	2	210	14	48	3	2	2	2	4	2	5		1	2	2	2	2	1	1						8	
115	burns_1992	4	2-way	item_cued_recall	1	generate	0.97		1	1	0	1	211	14	48	2	2	2	2	4	2	5		1	2	2	2	2	1	1		3	2	3	3	8	
115	burns_1992	4	2-way	item_cued_recall	2	read	0.83		1	1	0	2	211	14	48	2	2	2	2	4	2	5		1	2	2	2	2	1	1						8	
116	serra_nairne_1993	1	3-way	order_recall	1	generate_pure	0.58		1	1	0	1	212	46	64	4	2	1	9	1	1	3		5	2	2	2	1	1	1		1	1	1	1	3	
116	serra_nairne_1993	1	3-way	order_recall	1	read_pure	0.68		1	1	0	2	212	46	64	4	2	1	9	1	1	3		5	2	2	2	1	1	1						3	
116	serra_nairne_1993	1	3-way	order_recall	1	generate_mixed	0.63		1	1	0	1	213	46	64	4	2	1	9	1	1	3		5	1	2	2	1	1	1		1	1	1	1	3	
116	serra_nairne_1993	1	3-way	order_recall	1	read_mixed	0.63		1	1	0	2	213	46	64	4	2	1	9	1	1	3		5	1	2	2	1	1	1						3	
116	serra_nairne_1993	2	3-way	item_free_recall	1	generate_pure	0.55		1	1	0	1	214	24	64	3	2	1	9	1	1	3		1	2	2	2	1	1	1		1	1	1	1	3	
116	serra_nairne_1993	2	3-way	item_free_recall	1	read_pure	0.62		1	1	0	2	214	24	64	3	2	1	9	1	1	3		1	2	2	2	1	1	1						3	
116	serra_nairne_1993	2	3-way	item_free_recall	1	generate_mixed	0.58		1	1	0	1	215	24	64	3	2	1	9	1	1	3		1	1	2	2	1	1	1		1	1	1	1	3	
116	serra_nairne_1993	2	3-way	item_free_recall	1	read_mixed	0.52		1	1	0	2	215	24	64	3	2	1	9	1	1	3		1	1	2	2	1	1	1						3	
116	serra_nairne_1993	2	3-way	order_recall	1	generate_pure	0.45		1	1	0	1	216	24	64	4	2	1	9	1	1	3		5	2	2	2	1	1	1		1	1	1	1	3	
116	serra_nairne_1993	2	3-way	order_recall	1	read_pure	0.52		1	1	0	2	216	24	64	4	2	1	9	1	1	3		5	2	2	2	1	1	1						3	
116	serra_nairne_1993	2	3-way	order_recall	1	generate_mixed	0.5		1	1	0	1	217	24	64	4	2	1	9	1	1	3		5	1	2	2	1	1	1		1	1	1	1	3	
116	serra_nairne_1993	2	3-way	order_recall	1	read_mixed	0.5		1	1	0	2	217	24	64	4	2	1	9	1	1	3		5	1	2	2	1	1	1						3	
116	serra_nairne_1993	3	3-way	order_recall	1	generate_pure	0.32		1	1	0	1	218	96	8	4	2	1	9	1	1	3		5	2	2	2	1	1	1		1	1	1	1	3	
116	serra_nairne_1993	3	3-way	order_recall	1	read_pure	0.44		1	1	0	2	218	96	8	4	2	1	9	1	1	3		5	2	2	2	1	1	1						3	
116	serra_nairne_1993	3	3-way	order_recall	1	generate_mixed	0.33		1	1	0	1	219	96	4	4	2	1	9	1	1	3		5	1	2	2	1	1	1		1	1	1	1	3	
116	serra_nairne_1993	3	3-way	order_recall	1	read_mixed	0.32		1	1	0	2	219	96	4	4	2	1	9	1	1	3		5	1	2	2	1	1	1						3	
118	carroll_nelson_1993	2	2-way	item_cued_recall	1	generate	0.49		1	1	0	1	220	22	35	2	2	7	99	1	1	1		1	2	2	2	2	1	3		2	2	2	2	1	
118	carroll_nelson_1993	2	2-way	item_cued_recall	1	read	0.48		1	1	0	2	220	22	35	2	2	7	99	1	1	1		1	2	2	2	2	1	3						1	
118	carroll_nelson_1993	3	2-way	item_cued_recall	1	generate	0.66		1	1	0	1	221	18	35	2	2	7	99	1	1	1		1	2	2	2	2	1	3		2	2	2	2	1	
118	carroll_nelson_1993	3	2-way	item_cued_recall	1	read	0.64		1	1	0	2	221	18	35	2	2	7	99	1	1	1		1	2	2	2	2	1	3						1	
118	carroll_nelson_1993	4	2-way	item_cued_recall	1	generate	0.62		1	1	0	1	222	30	35	2	2	7	99	1	1	1		1	1	2	2	2	1	3		2	2	2	2	1	
118	carroll_nelson_1993	4	2-way	item_cued_recall	1	read	0.63		1	1	0	2	222	30	35	2	2	7	99	1	1	1		1	1	2	2	2	1	3						1	
118	carroll_nelson_1993	5	2-way	item_cued_recall	1	generate_pair	0.34		1	1	0	1	223	42	35	2	2	2	6	1	1	1		1	1	2	2	1	1	2		1	2	1	2	1	
118	carroll_nelson_1993	5	2-way	item_cued_recall	1	read_pair	0.34		1	1	0	2	223	42	35	2	2	2	6	1	1	1		1	1	2	2	1	1	2						1	
118	carroll_nelson_1993	5	2-way	item_cued_recall	2	generate_qa	0.72		1	1	0	1	224	47	35	2	2	7	99	1	1	1		1	1	2	2	1	1	2		2	2	2	2	1	
118	carroll_nelson_1993	5	2-way	item_cued_recall	2	read_qa	0.75		1	1	0	2	224	47	35	2	2	7	99	1	1	1		1	1	2	2	1	1	2						1	
118	carroll_nelson_1993	6	2-way	item_recognition	1	generate	0.84		1	1	0	1	225	29	35	1	2	7	99	1	1	1		1	1	2	2	2	1	3		2	2	2	2	1	
118	carroll_nelson_1993	6	2-way	item_recognition	1	read	0.81		1	1	0	2	225	29	35	1	2	7	99	1	1	1		1	1	2	2	2	1	3						1	
118	carroll_nelson_1993	7	2-way	item_recognition	1	generate	0.63		1	1	0	1	226	24	35	1	2	1	9	1	1	1		1	1	2	2	2	1	3		1	1	1	1	1	
118	carroll_nelson_1993	7	2-way	item_recognition	1	read	0.54		1	1	0	2	226	24	35	1	2	1	9	1	1	1		1	1	2	2	2	1	3						1	
119	peynircioglu_mungan_1993	1	2-way	item_recognition	1	generate	0.942		1	1	2	1	227	32	24	1	2	9	99	4	1	5		1	1	2	2	2	1	1		2	2	2	2	8	
119	peynircioglu_mungan_1993	1	2-way	item_recognition	1	read	0.795		1	1	2	2	227	32	24	1	2	9	99	4	1	5		1	1	2	2	2	1	1						8	
124	burns_etal_1993	1a	2x3	item_free_recall	1	generate_nofill	0.75		1	1	0	1	228	24	12	3	2	1	9	1	1	3		1	2	2	2	2	1	1		1	1	1	1	3	
124	burns_etal_1993	1a	2x3	item_free_recall	1	read_nofill	0.83		1	1	0	2	228	24	12	3	2	1	9	1	1	3		1	2	2	2	2	1	1						3	
124	burns_etal_1993	1a	2x3	order_recall	1	generate_nofill	0.67		1	1	0	1	229	24	12	4	2	1	9	1	1	3		5	2	2	2	2	1	1		1	1	1	1	3	
124	burns_etal_1993	1a	2x3	order_recall	1	read_nofill	0.74		1	1	0	2	229	24	12	4	2	1	9	1	1	3		5	2	2	2	2	1	1						3	
124	burns_etal_1993	1a	2x3	item_free_recall	1	generate_shortfill	0.49		1	1	0	1	230	24	12	3	2	1	9	1	1	3		1	2	2	2	1	1	2		1	1	1	1	3	
124	burns_etal_1993	1a	2x3	item_free_recall	1	read_shortfill	0.49		1	1	0	2	230	24	12	3	2	1	9	1	1	3		1	2	2	2	1	1	2						3	
124	burns_etal_1993	1a	2x3	order_recall	1	generate_shortfill	0.58		1	1	0	1	231	24	12	4	2	1	9	1	1	3		5	2	2	2	1	1	2		1	1	1	1	3	
124	burns_etal_1993	1a	2x3	order_recall	1	read_shortfill	0.63		1	1	0	2	231	24	12	4	2	1	9	1	1	3		5	2	2	2	1	1	2						3	
124	burns_etal_1993	1a	2x3	item_free_recall	1	generate_longfill	0.47		1	1	0	1	232	24	12	3	2	1	9	1	1	3		1	2	2	2	1	1	2		1	1	1	1	3	
124	burns_etal_1993	1a	2x3	item_free_recall	1	read_longfill	0.39		1	1	0	2	232	24	12	3	2	1	9	1	1	3		1	2	2	2	1	1	2						3	
124	burns_etal_1993	1a	2x3	order_recall	1	generate_longfill	0.52		1	1	0	1	233	24	12	4	2	1	9	1	1	3		5	2	2	2	1	1	2		1	1	1	1	3	
124	burns_etal_1993	1a	2x3	order_recall	1	read_longfill	0.73		1	1	0	2	233	24	12	4	2	1	9	1	1	3		5	2	2	2	1	1	2						3	
124	burns_etal_1993	1b	2x3	item_free_recall	2	generate_nofill	0.7		1	1	0	1	234	24	12	3	2	1	9	1	1	3		1	2	2	2	2	1	1		1	1	1	1	3	
124	burns_etal_1993	1b	2x3	item_free_recall	2	read_nofill	0.76		1	1	0	2	234	24	12	3	2	1	9	1	1	3		1	2	2	2	2	1	1						3	
124	burns_etal_1993	1b	2x3	order_recall	2	generate_nofill	0.6		1	1	0	1	235	24	12	4	2	1	9	1	1	3		5	2	2	2	2	1	1		1	1	1	1	3	
124	burns_etal_1993	1b	2x3	order_recall	2	read_nofill	0.7		1	1	0	2	235	24	12	4	2	1	9	1	1	3		5	2	2	2	2	1	1						3	
124	burns_etal_1993	1b	2x3	item_free_recall	2	generate_shortfill	0.59		1	1	0	1	236	24	12	3	2	1	9	1	1	3		1	2	2	2	1	1	2		1	1	1	1	3	
124	burns_etal_1993	1b	2x3	item_free_recall	2	read_shortfill	0.64		1	1	0	2	236	24	12	3	2	1	9	1	1	3		1	2	2	2	1	1	2						3	
124	burns_etal_1993	1b	2x3	order_recall	2	generate_shortfill	0.59		1	1	0	1	237	24	12	4	2	1	9	1	1	3		5	2	2	2	1	1	2		1	1	1	1	3	
124	burns_etal_1993	1b	2x3	order_recall	2	read_shortfill	0.64		1	1	0	2	237	24	12	4	2	1	9	1	1	3		5	2	2	2	1	1	2						3	
124	burns_etal_1993	1b	2x3	item_free_recall	2	generate_longfill	0.58		1	1	0	1	238	24	12	3	2	1	9	1	1	3		1	2	2	2	1	1	2		1	1	1	1	3	
124	burns_etal_1993	1b	2x3	item_free_recall	2	read_longfill	0.61		1	1	0	2	238	24	12	3	2	1	9	1	1	3		1	2	2	2	1	1	2						3	
124	burns_etal_1993	1b	2x3	order_recall	2	generate_longfill	0.56		1	1	0	1	239	24	12	4	2	1	9	1	1	3		5	2	2	2	1	1	2		1	1	1	1	3	
124	burns_etal_1993	1b	2x3	order_recall	2	read_longfill	0.72		1	1	0	2	239	24	12	4	2	1	9	1	1	3		5	2	2	2	1	1	2						3	
126	soraci_etal_1994	1	2x3	item_free_recall	1	related_nc_generate	0.385	0.098	1	1	1	1	240	18	20	3	1	2	1	4	2	8		1	2	2	2	1	1	1		1	1	1	1	6	
126	soraci_etal_1994	1	2x3	item_free_recall	2	related_sgltr_generate	0.448	0.14	1	1	1	1	240	18	20	3	1	2	1	4	2	5		1	2	2	2	1	1	1		2	2	2	2	8	
126	soraci_etal_1994	1	2x3	item_free_recall	3	related_read	0.41	0.141	1	1	1	2	240	18	20	3	1	2	1	4	2	5		1	2	2	2	1	1	1						8	
126	soraci_etal_1994	1	2x3	item_free_recall	1	unrelated_nc_generate	0.638	0.189	1	1	1	1	241	18	20	3	1	2	6	4	2	8		1	2	2	2	1	1	1		1	1	1	1	6	
126	soraci_etal_1994	1	2x3	item_free_recall	2	unrelated_sgltr_generate	0.464	0.142	1	1	1	1	241	18	20	3	1	2	6	4	2	5		1	2	2	2	1	1	1		2	2	2	2	8	
126	soraci_etal_1994	1	2x3	item_free_recall	3	unrelated_read	0.384	0.123	1	1	1	2	241	18	20	3	1	2	6	4	2	5		1	2	2	2	1	1	1						8	
126	soraci_etal_1994	2	2x2	item_cued_recall	1	related_nc_generate	0.95	0.041	1	1	1	1	242	10	20	2	1	2	1	4	2	8		1	2	2	2	1	1	1		1	1	1	1	6	
126	soraci_etal_1994	2	2x2	item_cued_recall	2	related_read	0.795	0.1655	1	1	1	2	242	20	20	2	1	2	1	4	2	8		1	2	2	2	1	1	1						6	
126	soraci_etal_1994	2	2x2	item_cued_recall	1	unrelated_nc_generate	0.335	0.2095	1	1	1	1	243	10	20	2	1	2	6	4	2	8		1	2	2	2	1	1	1		1	1	1	1	6	
126	soraci_etal_1994	2	2x2	item_cued_recall	2	unrelated_read	0.3275	0.315	1	1	1	2	243	20	20	2	1	2	6	4	2	8		1	2	2	2	1	1	1						6	
126	soraci_etal_1994	4	3x2	item_free_recall	1	css_generate	0.258		2	1	0	1	244	51	24	3	1	2	1	4	2	3		1	2	2	2	1	1	1		2	2	2	2	3	
126	soraci_etal_1994	4	3x2	item_free_recall	2	css_read	0.252		2	1	0	2	244	51	24	3	1	2	1	4	2	3		1	2	2	2	1	1	1						3	
126	soraci_etal_1994	4	3x2	item_free_recall	1	iss_generate	0.348		2	1	0	1	245	51	24	3	1	2	6	4	2	3		1	2	2	2	1	1	1		2	2	2	2	3	
126	soraci_etal_1994	4	3x2	item_free_recall	2	iss_read	0.22		2	1	0	2	245	51	24	3	1	2	6	4	2	3		1	2	2	2	1	1	1						3	
126	soraci_etal_1994	4	3x2	item_free_recall	1	ids_generate	0.393		2	1	0	1	246	51	24	3	1	2	6	4	2	3		1	2	2	2	1	1	1		2	2	2	3	3	
126	soraci_etal_1994	4	3x2	item_free_recall	2	ids_read	0.364		2	1	0	2	246	51	24	3	1	2	6	4	2	3		1	2	2	2	1	1	1						3	
126	soraci_etal_1994	5	3x2	item_free_recall	1	css_generate	0.305		2	1	0	1	247	30	24	3	2	2	2	4	2	3		1	2	2	2	2	1	1		2	2	2	2	3	
126	soraci_etal_1994	5	3x2	item_free_recall	2	css_read	0.268		2	1	0	2	247	31	24	3	2	2	2	4	2	3		1	2	2	2	2	1	1						3	
126	soraci_etal_1994	5	3x2	item_free_recall	1	iss_generate	0.348		2	1	0	1	248	30	24	3	2	2	2	4	2	3		1	2	2	2	2	1	1		2	2	2	2	3	
126	soraci_etal_1994	5	3x2	item_free_recall	2	iss_read	0.292		2	1	0	2	248	31	24	3	2	2	2	4	2	3		1	2	2	2	2	1	1						3	
126	soraci_etal_1994	5	3x2	item_free_recall	1	ids_generate	0.445		2	1	0	1	249	30	24	3	2	2	2	4	2	3		1	2	2	2	2	1	1		2	2	2	3	3	
126	soraci_etal_1994	5	3x2	item_free_recall	2	ids_read	0.301		2	1	0	2	249	31	24	3	2	2	2	4	2	3		1	2	2	2	2	1	1						3	
129	grosofsky_etal_1994	1	2-way	item_free_recall	1	generate	0.33		1	1	0	1	250	20	32	3	2	2	5	1	1	5		1	1	2	2	1	1	1		3	3	3	3	3	
129	grosofsky_etal_1994	1	2-way	item_free_recall	1	read	0.19		1	1	0	2	250	20	32	3	2	2	5	1	1	5		1	1	2	2	1	1	1						3	
129	grosofsky_etal_1994	2	2x2	item_free_recall	1	generate_only	0.22		1	1	0	1	251	64	26	3	2	2	5	1	2	5		1	2	2	2	1	1	1		3	3	3	3	3	
129	grosofsky_etal_1994	2	2x2	item_free_recall	2	read_only	0.23		1	1	0	2	251	64	26	3	2	2	5	1	2	5		1	2	2	2	1	1	1						3	
129	grosofsky_etal_1994	2	2x2	item_free_recall	3	generate_mixed	0.25		1	1	0	1	252	48	26	3	2	2	5	1	1	5		1	1	2	2	1	1	1		3	3	3	3	3	
129	grosofsky_etal_1994	2	2x2	item_free_recall	3	read_mixed	0.17		1	1	0	2	252	48	26	3	2	2	5	1	1	5		1	1	2	2	1	1	1						3	
129	grosofsky_etal_1994	3	two-way	item_free_recall	1	generate	0.3		1	1	0	1	253	20	10	3	1	1	9	1	1	3		1	1	1	2	2	1	1		1	1	1	1	3	
129	grosofsky_etal_1994	3	two-way	item_free_recall	1	read	0.17		1	1	0	2	253	20	10	3	1	1	9	1	1	3		1	1	1	2	2	1	1						3	
129	grosofsky_etal_1994	4	2x2	item_free_recall	1	generate_only	0.08		1	1	0	1	254	19	26	3	2	2	5	1	2	5		1	2	1	2	1	1	1		3	3	3	3	3	
129	grosofsky_etal_1994	4	2x2	item_free_recall	2	read_only	0.06		1	1	0	2	254	19	26	3	2	2	5	1	2	5		1	2	1	2	1	1	1						3	
129	grosofsky_etal_1994	4	2x2	item_free_recall	3	generate_mixed	0.12		1	1	0	1	255	16	26	3	2	2	5	1	1	5		1	1	1	2	1	1	1		3	3	3	3	3	
129	grosofsky_etal_1994	4	2x2	item_free_recall	3	read_mixed	0.04		1	1	0	2	255	16	26	3	2	2	5	1	1	5		1	1	1	2	1	1	1						3	
139	flory_pring_1995	1	3-way	item_cued_recall	1	generate_semantic	0.33	0.14	1	1	0	1	256	35	8	2	1	2	1	1	1	5		1	2	2	2	1	1	1		2	2	2	3	8	
139	flory_pring_1995	1	3-way	item_cued_recall	1	generate_sentence	0.29	0.19	1	1	0	1	256	35	8	2	1	9	1	1	1	5		1	2	2	2	1	1	1		2	2	2	3	8	
139	flory_pring_1995	1	3-way	item_cued_recall	1	generate_anagram	0.29	0.25	1	1	0	1	256	35	8	2	1	1	9	1	1	1		1	2	2	2	1	1	1		2	2	2	3	1	
139	flory_pring_1995	1	3-way	item_cued_recall	1	read	0.07	0.1	1	1	0	2	256	35	8	2	1	2	9	1	1	1		1	2	2	2	1	1	1						1	
140	harbluk_1995	1	2-way	item_recognition	1	generate	0.88		1	1	0	1	257	30	30	1	2	1	9	1	1	1		1	1	2	2	1	1	1		1	1	1	1	1	
140	harbluk_1995	1	2-way	item_recognition	1	read	0.74		1	1	0	2	257	30	30	1	2	1	9	1	1	1		1	1	2	2	1	1	1						1	
140	harbluk_1995	1	2-way	source_recognition	1	generate	0.68		1	1	0	1	258	30	30	1	2	1	9	1	1	1		2	1	2	2	1	1	1		1	1	1	1	1	
140	harbluk_1995	1	2-way	source_recognition	1	read	0.8		1	1	0	2	258	30	30	1	2	1	9	1	1	1		2	1	2	2	1	1	1						1	
147	clark_1995	1	2-way	item_cued_recall	1	generate	0.59		1	1	0	1	259	37	8	2	1	2	1	1	1	3		1	1	2	2	1	1	1		2	2	2	2	3	
147	clark_1995	1	2-way	item_cued_recall	1	read	0.331		1	1	0	2	259	37	8	2	1	2	1	1	1	3		1	1	2	2	1	1	1						3	
147	clark_1995	1	2-way	item_free_recall	2	generate	0.24		1	1	0	1	260	34	8	3	1	2	1	1	1	3		1	1	2	2	1	1	1		2	2	2	2	3	
147	clark_1995	1	2-way	item_free_recall	2	read	0.07		1	1	0	2	260	34	8	3	1	2	1	1	1	3		1	1	2	2	1	1	1						3	
147	clark_1995	2	2-way	item_cued_recall	1	generate	0.6		1	1	0	1	261	24	16	2	2	2	1	1	2	3		1	2	2	2	1	1	1		2	2	2	2	3	
147	clark_1995	2	2-way	item_cued_recall	2	read	0.38		1	1	0	2	261	24	16	2	2	2	1	1	2	3		1	2	2	2	1	1	1						3	
147	clark_1995	2	2-way	item_free_recall	3	generate	0.241		1	1	0	1	262	24	16	3	2	2	1	1	2	3		1	2	2	2	1	1	1		2	2	2	2	3	
147	clark_1995	2	2-way	item_free_recall	4	read	0.168		1	1	0	2	262	24	16	3	2	2	1	1	2	3		1	2	2	2	1	1	1						3	
150	weldon_colston_1995	1	2-way	item_recognition	1	generate	0.38		1	1	0	1	263	30	15	1	1	1	9	3	1	1		1	1	2	2	1	1	2		3	2	1	3	1	
150	weldon_colston_1995	1	2-way	item_recognition	1	read	0.28		1	1	0	2	263	30	15	1	1	1	9	3	1	1		1	1	2	2	1	1	2						1	
150	weldon_colston_1995	1	2-way	item_cued_recall	2	generate	0.5		1	1	0	1	264	30	15	2	1	1	9	3	1	1		1	1	2	2	1	1	2		3	2	1	3	1	
150	weldon_colston_1995	1	2-way	item_cued_recall	2	read	0.38		1	1	0	2	264	30	15	2	1	1	9	3	1	1		1	1	2	2	1	1	2						1	
155	burns_1995	1	2-way	item_free_recall	1	generate	0.23		1	1	0	1	265	19	40	3	2	1	9	1	2	2		1	2	2	2	1	1	1		2	2	1	2	1	
155	burns_1995	1	2-way	item_free_recall	2	read	0.33		1	1	0	2	265	19	40	3	2	1	9	1	2	2		1	2	2	2	1	1	1						1	
155	burns_1995	1	2-way	order_recall	1	generate	0.04		1	1	0	1	266	19	40	4	2	1	9	1	2	2		5	2	2	2	1	1	1		2	2	1	2	1	
155	burns_1995	1	2-way	order_recall	2	read	0.1		1	1	0	2	266	19	40	4	2	1	9	1	2	2		5	2	2	2	1	1	1						1	
155	burns_1995	2a	2x2	item_free_recall	1	high_generate	0.52	0.18	1	1	0	1	267	52	32	3	2	1	9	1	2	2		1	2	2	2	1	1	1		2	2	1	2	1	
155	burns_1995	2a	2x2	item_free_recall	2	high_read	0.63	0.16	1	1	0	2	267	52	32	3	2	1	9	1	2	2		1	2	2	2	1	1	1						1	
155	burns_1995	2a	2x2	item_free_recall	3	low_generate	0.44	0.15	1	1	0	1	268	52	32	3	2	1	9	1	2	2		1	2	2	2	1	1	1		2	2	1	2	1	
155	burns_1995	2a	2x2	item_free_recall	4	low_read	0.45	0.17	1	1	0	2	268	52	32	3	2	1	9	1	2	2		1	2	2	2	1	1	1						1	
155	burns_1995	2b	2x2	order_recall	1	high_generate	0.1	0.08	1	1	0	1	269	20	32	4	2	1	9	1	2	2		5	2	2	2	1	1	1		2	2	1	2	1	
155	burns_1995	2b	2x2	order_recall	2	high_read	0.21	0.11	1	1	0	2	269	20	32	4	2	1	9	1	2	2		5	2	2	2	1	1	1						1	
155	burns_1995	2b	2x2	order_recall	3	low_generate	0.11	0.06	1	1	0	1	270	20	32	4	2	1	9	1	2	2		5	2	2	2	1	1	1		2	2	1	2	1	
155	burns_1995	2b	2x2	order_recall	4	low_read	0.21	0.12	1	1	0	2	270	20	32	4	2	1	9	1	2	2		5	2	2	2	1	1	1						1	
155	burns_1995	3a	2-way	item_free_recall	1	generate	0.3	0.07	1	1	0	1	271	18	32	3	1	1	9	1	2	2		1	2	2	2	1	1	1		2	2	1	2	1	
155	burns_1995	3a	2-way	item_free_recall	2	read	0.2	0.1	1	1	0	2	271	18	32	3	1	1	9	1	2	2		1	2	2	2	1	1	1						1	
155	burns_1995	3b	2-way	order_recall	1	generate	0.05	0.05	1	1	0	1	272	18	32	4	1	1	9	1	2	2		5	2	2	2	1	1	1		2	2	1	2	1	
155	burns_1995	3b	2-way	order_recall	2	read	0.11	0.07	1	1	0	2	272	18	32	4	1	1	9	1	2	2		5	2	2	2	1	1	1						1	
160	dewinstanley_etal_1996	1	2x2	item_cued_recall	1	generate	0.72		1	1	0	1	273	20	16	2	2	2	2	4	2	3	2	1	2	2	2	1	1	1		2	2	2	2	3	
160	dewinstanley_etal_1996	1	2x2	item_cued_recall	2	read	0.78		1	1	0	2	273	20	16	2	2	2	2	4	2	3	0	1	2	2	2	1	1	1						3	
160	dewinstanley_etal_1996	1	2x2	item_free_recall	3	generate	0.37		1	1	0	1	274	20	16	3	2	2	2	4	2	3	2	1	2	2	2	1	1	1		2	2	2	2	3	
160	dewinstanley_etal_1996	1	2x2	item_free_recall	4	read	0.26		1	1	0	2	274	20	16	3	2	2	2	4	2	3	0	1	2	2	2	1	1	1						3	
160	dewinstanley_etal_1996	2	2x2	item_cued_recall	1	generate	0.79		1	1	0	1	275	20	16	2	2	2	1	4	2	3	2	1	2	2	2	1	1	1		2	2	2	2	3	
160	dewinstanley_etal_1996	2	2x2	item_cued_recall	2	read	0.69		1	1	0	2	275	20	16	2	2	2	1	4	2	3	0	1	2	2	2	1	1	1						3	
160	dewinstanley_etal_1996	2	2x2	item_free_recall	3	generate	0.31		1	1	0	1	276	20	16	3	2	2	1	4	2	3	2	1	2	2	2	1	1	1		2	2	2	2	3	
160	dewinstanley_etal_1996	2	2x2	item_free_recall	4	read	0.3		1	1	0	2	276	20	16	3	2	2	1	4	2	3	0	1	2	2	2	1	1	1						3	
162	java_1996	1	2x2	item_cued_recall	1	young_generate	0.63	0.1	1	1	0	1	277	20	20	2	2	2	1	1	1	3		1	1	2	2	2	1	1		2	2	2	2	3	
162	java_1996	1	2x2	item_cued_recall	1	young_read	0.07	0.05	1	1	0	2	277	20	20	2	2	2	1	1	1	3		1	1	2	2	2	1	1						3	
162	java_1996	1	2x2	item_cued_recall	2	older_generate	0.4	0.11	1	1	0	1	278	20	20	2	2	2	1	1	1	3		1	1	2	2	2	2	1		2	2	2	2	3	
162	java_1996	1	2x2	item_cued_recall	2	older_read	0.06	0.04	1	1	0	2	278	20	20	2	2	2	1	1	1	3		1	1	2	2	2	2	1						3	
175	serge_1996	1	2x2	item_recognition	1	generate_intentional	0.66		1	1	0	1	279	40	20	1	2	1	9	4	1	1		1	1	2	1	2	1	1		2	2	1	2	1	
175	serge_1996	1	2x2	item_recognition	1	read_intentional	0.44		1	1	0	2	279	40	20	1	2	1	9	4	1	1		1	1	2	1	2	1	1						1	
175	serge_1996	1	2x2	item_recognition	2	generate_incidental	0.6		1	1	0	1	280	40	20	1	1	1	9	4	1	1		1	1	2	1	2	1	1		2	2	1	2	1	
175	serge_1996	1	2x2	item_recognition	2	read_incidental	0.34		1	1	0	2	280	40	20	1	1	1	9	4	1	1		1	1	2	1	2	1	1						1	
