"Article","Amniotes","animal","Type","Parameters","Statistics","Estimate","df","df.1","SE","Correlation","Direction","Adjusted","Formula","N","Maternal","Offspring","Propagule","Reproduction..0...itero..1...semel.","Environment","Comments","Author","Date","Species","Data.Extraction","Phylum","Class","Order","Family","Genus","X","r","Zr"
99,"Y","Kinosternon_hirtipes","r",NA,-0.36,NA,NA,NA,NA,"","-","N",NA,11,"Fecundity","Length","Egg","0","Wild","Only length was significant and thus only r of length was given in paper","Iverson, J. B., Barthelmess, E. L., Smith, G. R. & Derivera, C. E.","1991","Kinosternon_hirtipes",2,"Chordata","Reptilia","Testudines","Kinosternidae","Kinosternon",NA,-0.36,-0.37688590118819
123,"Y","Kinosternon_integrum","r2",2,0.66,-9.8,NA,NA,NA,"","-","N",NA,20,"Fecundity","Length","Egg","0","Wild","Relationship to width and mass given but as it was non-significant, direction was not given in paper","Macip-Ri_os, R. Cisneros, M.,  Aguilar-Miguel X., & Casas-Andreu, G.","2009","Kinosternon_integrum",2,"Chordata","Reptilia","Testudines","Kinosternidae","Kinosternon",NA,-0.787400787401181,-1.06455450362471
86,"Y","Leiolepis_reevesii","r",NA,-0.26,NA,NA,NA,NA,"","-","N",NA,200,"Fecundity","Mass","Egg","0","Captive","","Du, Y., Lin, C. X., Lin, L. H., Qiu, Q. B. & Ji, X.","2011","Leiolepis_reevesii",2,"Chordata","Reptilia","Squamata","Agamidae","Leiolepis",NA,-0.26,-0.266108406873654
150,"N","Lernanthropus_cynoscicola","r",NA,0.541,NA,NA,NA,NA,"","+","N",NA,54,"Fecundity","Volume","Egg","0","Wild","","Timi, J. T., Lanfranchi, A. L. & Poulin, R.","2005","Lernanthropus_cynoscicola",2,"Arthropoda","Maxillopoda","Siphonostomatoida ","Lernanthropidae","Lernanthropus",NA,0.541,0.605568312629785
136,"Y","Malaclemys_terrapin","r",NA,0.045,NA,NA,NA,NA,"","+","N",NA,92,"Fecundity","Mass","Egg","0","Wild","1989","Roosenburg, W. & Dunham, A.","1997","Malaclemys_terrapin",2,"Chordata","Reptilia","Testudines","Emydidae","Malaclemys",NA,0.045,0.0450304119590906
136,"Y","Malaclemys_terrapin","r",NA,0.198,NA,NA,NA,NA,"","+","N",NA,95,"Fecundity","Mass","Egg","0","Wild","1990","Roosenburg, W. & Dunham, A.","1997","Malaclemys_terrapin",2,"Chordata","Reptilia","Testudines","Emydidae","Malaclemys",NA,0.198,0.20065008540444
2,"Y","Marmota_marmota","r",NA,-0.54,NA,NA,NA,NA,"-0.54","+","N",NA,74,"Fecundity","Mass","Offspring","0","Wild","","Allaine, D., Graziani, L. & Coulon, J.","1998","Marmota_marmota",1,"Chordata","Mammalia","Rodentia","Sciuridae","Marmota",NA,-0.54,-0.604155602962267
60,"Y","Myodes_glareolus","r",NA,-0.894,NA,NA,NA,NA,"-0.894","+","N",NA,38,"Fecundity","Mass","Offspring","0","Captive","","Oksanen, T.A., Koskela,E. & Mappes, T.","2002","Myodes_glareolus",1,"Chordata","Mammalia","Rodentia","Cricetidae","Myodes",NA,-0.894,-1.44150358981698
116,"Y","Natrix_natrix","r",NA,-0.02,NA,NA,NA,NA,"","-","N",NA,18,"Fecundity","Length","Offspring","0","Captive","","Luiselli, L., Capula, M. & Shine, R.","1997","Natrix_natrix",2,"Chordata","Reptilia","Squamata","Colubridae","Natrix",NA,-0.02,-0.0200026673068496
54,"N","Neolamprologus_pulcher","r",NA,0.26,NA,NA,NA,NA,"0.26","+","N",NA,10,"Fecundity","Mass","Egg","0","Captive","","Taborsky, B., Skubic, E. & Bruintjes, R.","2007","Neolamprologus_pulcher",1,"Chordata","Actinopterygii","Perciformes","Cichlidae","Neolamprologus",NA,0.26,0.266108406873654
63,"Y","Nerodia_sipedon","r",NA,-0.22,NA,NA,NA,NA,"-0.22","+","N",NA,75,"Fecundity","Mass","Offspring","0","Wild","","Weatherhead, P.J., Brown, G.P., Prosser, M.R. & Kissner, K.J.","1999","Nerodia_sipedon",1,"Chordata","Reptilia","Squamata","Colubridae","Nerodia",NA,-0.22,-0.223656109021832
161,"N","Nicrophorus_pustulatus","r",NA,-0.558,NA,NA,NA,NA,"","-","N",NA,120,"Fecundity","Mass","Offspring","0","Captive","","Rauter, C., Mcguire, M., Gwartney, M. & Space, J.","2010","Nicrophorus_pustulatus",2,"Arthropoda","Insecta","Coleoptera","Silphidae","Nicrophorus",NA,-0.558,-0.629924172176498
49,"Y","Onychomys_leucogaster","F",NA,3.535,NA,1,41,NA,"-0.285","-","N",NA,42,"Fecundity","Mass","Offspring","0","Captive","","Sikes, R.S.","1995","Onychomys_leucogaster",1,"Chordata","Mammalia","Rodentia","Cricetidae","Onychomys",NA,0.28173706157484,0.289567902376692
135,"Y","Oplurus_cuvieri","r",NA,-0.22,NA,NA,NA,NA,"","-","N",NA,19,"Fecundity","Mass","Egg","0","Wild","Oplurus_cuvieri_cuvier","Randriamahazo, H & Mori, A","2001","Oplurus_cuvieri",2,"Chordata","Reptilia","Squamata","Opluridae","Oplurus",NA,-0.22,-0.223656109021832
4,"Y","Pantherophis_obsoletus","r2",2,0.102,NA,NA,NA,NA,"-0.29","-","N",NA,104,"Fecundity","Mass","Offspring","0","Wild","","Blouin-Demers, G. & Weatherhead, P.J.","2007","Pantherophis_obsoletus",1,"Chordata","Reptilia","Squamata","Colubridae","Pantherophis",NA,-0.290203069904814,-0.298787994161228
87,"Y","Parus_major","r",NA,0.086,NA,NA,NA,NA,"","+","N",NA,73,"Fecundity","Volume","Egg","0","Wild","","Dufva, R.","1996","Parus_major",2,"Chordata","Aves","Passeriformes","Paridae","Parus",NA,0.086,0.0862129645198654
98,"Y","Parus_major","r",NA,0.021,NA,NA,NA,NA,"","+","N",NA,66,"Fecundity","Mass","Egg","0","Wild","","Isaksson, C., Johansson, A. & Andersson, S.","2008","Parus_major",2,"Chordata","Aves","Passeriformes","Paridae","Parus",NA,0.021,0.0210030878170775
130,"Y","Parus_caeruleus","r",NA,-0.034,NA,NA,NA,NA,"","-","N",NA,108,"Fecundity","Mass","Egg","0","Wild","","Nilsson, J. & Svensson, E.","1993","Parus_caeruleus",2,"Chordata","Aves","Passeriformes","Paridae","Parus",NA,-0.034,-0.0340131104279282
156,"Y","Parus_major","r",NA,-0.204,NA,NA,NA,NA,"","-","N",NA,818,"Fecundity","Volume","Egg","0","Wild","","You, Y. Y., Feng, J., Wang, H. T., Wang, J. L., Dong, C., Su, X. R., Sun, H. M. & Gao, W.","2009","Parus_major",2,"Chordata","Aves","Passeriformes","Paridae","Parus",NA,-0.204,-0.206902720012192
159,"Y","Parus_major","r2",5,0.517,-0.454,NA,NA,0.089,"","-","N",NA,57,"Fecundity","Mass","Offspring","0","Wild","Older Hatchlings","Naef-Daenzer, L., Nager, R., Keller, L. & Naef-Daenzer, B.","2004","Parus_major",2,"Chordata","Aves","Passeriformes","Paridae","Parus",NA,-0.685308002888869,-0.83905462179142
160,"Y","Parus_major","F",NA,27.24,NA,1,1361,NA,"","-","N",NA,525,"Fecundity","Mass","Offspring","0","Wild","Older Hatchlings","Pettifor, R., Perrins, C. & McCleery","2001","Parus_major",2,"Chordata","Aves","Passeriformes","Paridae","Parus",NA,0.140078432969395,0.141005577955472
181,"Y","Petroica_australis","d",NA,-0.209,NA,NA,NA,NA,"","-","N",NA,133,"Fecundity","Volume","Egg","0","Wild","","Boulton, R. L. Powlesland, R. G.","2008","Petroica_australis",2,"Chordata","Aves","Passeriformes","Petroicidae","Petroica",NA,-0.103934047995234,-0.104310734251801
165,"Y","Phoenicurus_phoenicurus","r",NA,0.32,NA,NA,NA,NA,"","+","N",NA,94,"Fecundity","Volume","Egg","0","Wild","","Jarvinen, A.","1991","Phoenicurus_phoenicurus",2,"Chordata","Aves","Passeriformes","Muscicapidae","Phoenicurus",NA,0.32,0.331647108705132
104,"Y","Pituophis_catenifer","r",NA,-0.34,NA,NA,NA,NA,"","-","N",NA,39,"Fecundity","Mass","Egg","0","Wild","Pituophis_catenifer_sayi","Iverson, J. B., Young, C. A., Akre, T. S. B. & Griffiths, C. M.","2012","Pituophis_catenifer",2,"Chordata","Reptilia","Squamata","Colubridae","Pituophis",NA,-0.34,-0.354092528962243
177,"N","Plethodon_albagula","r",NA,-0.6093,NA,NA,NA,NA,"","-","N",NA,91,"Fecundity","Diameter","Egg","0","Wild","","Milanovich, J. R., Trauth, S. E., Saugey, D. A. & Jordan, R. R.","2006","Plethodon_albagula",2,"Chordata","Amphibia","Caudata","Plethodontidae","Plethodon",NA,-0.6093,-0.707807289381712
75,"Y","Podarcis_atrata","r",NA,-0.552,NA,NA,NA,NA,"","-","N",NA,152,"Fecundity","Mass","Egg","0","Captive","","Castilla, A. M. & Bauwens, D.","2000a","Podarcis_atrata",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,-0.552,-0.62125323416409
76,"Y","Podarcis_lilfordi","r",NA,-0.476,NA,NA,NA,NA,"","-","N",NA,27,"Fecundity","Mass","Egg","0","Captive","","Castilla, A. M. & Bauwens, D.","2000b","Podarcis_lilfordi",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,-0.476,-0.517799660419688
122,"Y","Podarcis_muralis","r",NA,0.44,NA,NA,NA,NA,"","+","N",NA,44,"Fecundity","Diameter","Egg","0","Wild","Width","Ji, X. & Brana, F.","2000","Podarcis_muralis",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.44,0.472230804420426
157,"Y","Podarcis_muralis","t",2,-1.82,-0.6,74,NA,NA,"","-","N",NA,14,"Fecundity","Mass","Egg","0","Captive","df assumed to be 75-1 based on above F statistic","Van-Damme, R., Bauwens, D., Brana, F. & Verheyen, R.","1992","Podarcis_muralis",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,-0.206988782654231,-0.210023280244493
168,"Y","Podarcis_melisellensis","r",NA,-0.81,NA,NA,NA,NA,"","-","N",NA,6,"Fecundity","Volume","Egg","0","Wild","","Bejakovic, D., Kalezic, M. Aleksic, I., Dzukic, G. & Crnobrnja-Isalovic, J.","1995","Podarcis_melisellensis",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,-0.81,-1.12702902604969
168,"Y","Podarcis_melisellensis","r",NA,-0.06,NA,NA,NA,NA,"","-","N",NA,38,"Fecundity","Volume","Egg","0","Captive","","Bejakovic, D., Kalezic, M. Aleksic, I., Dzukic, G. & Crnobrnja-Isalovic, J.","1995","Podarcis_melisellensis",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,-0.06,-0.0600721559210317
169,"Y","Podarcis_milensis","r",NA,-0.475,NA,NA,NA,NA,"","-","N",NA,126,"Fecundity","Volume","Egg","0","Wild","","Adamopoulou, C. & Valakos, E.","2000","Podarcis_milensis",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,-0.475,-0.516507503091148
164,"Y","Porphyrio_porphyrio","x2",NA,4.72,NA,NA,NA,NA,"","-","N",NA,19,"Fecundity","Mass","Egg","0","Wild","","Sanchez-Lafuente, A.","2004","Porphyrio_porphyrio",2,"Chordata","Aves","Gruiformes","Rallidae","Porphyrio",NA,0.498418551652704,0.547199764173442
164,"Y","Porphyrio_porphyrio","x2",NA,7.83,NA,NA,NA,NA,"","-","N",NA,16,"Fecundity","Mass","Egg","0","Wild","","Sanchez-Lafuente, A.","2004","Porphyrio_porphyrio",2,"Chordata","Aves","Gruiformes","Rallidae","Porphyrio",NA,0.699553428981661,0.866425434403033
93,"N","Prostephanus_truncatus","r",NA,-0.417,NA,NA,NA,NA,"","-","N",NA,54,"Fecundity","Mass","Egg","0","Captive","","Guntrip, J., Sibly, R. M. & Smith, R. H.","1997","Prostephanus_truncatus",2,"Arthropoda","Insecta","Coleoptera","Bostrichidae","Prostephanus",NA,-0.417,-0.444055026670094
132,"Y","Protonotaria_citrea","r2",3,0.34,-0.06,NA,NA,NA,"","-","N",NA,211,"Fecundity","Mass","Egg","0","Wild","","Podlesak, D. & Blem, C.","2001","Protonotaria_citrea",2,"Chordata","Aves","Passeriformes","Parulidae","Protonotaria",NA,-0.574834569775249,-0.654713584952477
120,"Y","Psammodromus_algirus","t",2,-3.754,-0.352,59,NA,NA,"","-","N",NA,54,"Fecundity","Mass","Egg","0","Wild","Regression Betas, df = sd,y d.f.1 = sd X, Lerma Pop","Diaz, J. A., Perez-Tris, Bauwens, D., Perez-Aranda, D. Carbonell, R., Santos, T &  Telleria, J.","2007","Psammodromus_algirus",2,"Chordata","Reptilia","Squamata","Lacertidae","Psammodromus",NA,-0.439094313240432,-0.471108235231757
120,"Y","Psammodromus_algirus","t",2,-2.387,-0.375,28,NA,NA,"","-","N",NA,22,"Fecundity","Mass","Egg","0","Wild","Regression Betas, df = sd,y d.f.1 = sd X, El Pardo Pop","Diaz, J. A., Perez-Tris, Bauwens, D., Perez-Aranda, D. Carbonell, R., Santos, T &  Telleria, J.","2007","Psammodromus_algirus",2,"Chordata","Reptilia","Squamata","Lacertidae","Psammodromus",NA,-0.411198805673243,-0.437053121555682
58,"Y","Pseudemys_floridana","r2",2,0.05,NA,NA,NA,NA,"-0.18","+","N",NA,79,"Fecundity","Diameter","Egg","0","Wild","Width","Wilkinson, L.R. & Gibbons, J.W.","2005","Pseudemys_floridana",1,"Chordata","Reptilia","Testudines","Emydidae","Pseudemys",NA,0.158113883008419,0.159451622874294
124,"Y","Quiscalus_quiscula","F",NA,3.9,NA,2,161,NA,"","+","N",NA,161,"Fecundity","Mass","Egg","0","Wild","","Maddox, J. D. & Weatherhead, P. J.","2012","Quiscalus_quiscula",2,"Chordata","Aves","Passeriformes","Icteridae","Quiscalus",NA,0.15378783239372,0.155017729394988
110,"Y","Ramphotyphlops_braminus","r",NA,-0.238,NA,NA,NA,NA,"","-","N",NA,19,"Fecundity","Mass","Egg","0","Captive","","Kamosawa, M. & Ota, H.","1996","Ramphotyphlops_braminus",2,"Chordata","Reptilia","Squamata","Typhlopidae","Ramphotyphlops",NA,-0.238,-0.242652948778948
61,"N","Rana_arvalis","t",NA,-1.617,NA,9,NA,NA,"-0.107","-","N",NA,233,"Fecundity","Volume","Egg","0","Wild","","Rasanen, K., Fredrik, S., Laurila, A. & Merila, J.","2008","Rana_arvalis",1,"Chordata","Amphibia","Anura","Ranidae","Rana",NA,-0.474467235224505,-0.515819734489981
53,"Y","Rankinia_diemensis","r",NA,0.05,NA,NA,NA,NA,"0.05","+","N",NA,90,"Fecundity","Mass","Egg","0","Captive","","Stuart-Smith, J., Swain, R., Stuart-Smith, R.D. & Wapstra, E.","2007","Rankinia_diemensis",1,"Chordata","Reptilia","Squamata","Agamidae","Rankinia",NA,0.05,0.0500417292784913
82,"Y","Sayornis_phoebe","r",NA,-0.37,NA,NA,NA,NA,"","-","N",NA,32,"Fecundity","Mass","Offspring","0","Wild","","Conrad, K. F. & Robertson, R. J.","1992","Sayornis_phoebe",2,"Chordata","Aves","Passeriformes","Tyrranidae","Sayornis",NA,-0.37,-0.388423099718296
1,"Y","Sceloporus_virgatus","r",NA,0.1,NA,NA,NA,NA,"0.1","+","N",NA,21,"Fecundity","Mass","Egg","0","Wild","1993","Abell, A.J.","1999","Sceloporus_virgatus",1,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.1,0.100335347731076
1,"Y","Sceloporus_virgatus","r",NA,-0.17,NA,NA,NA,NA,"-0.17","+","N",NA,14,"Fecundity","Mass","Egg","0","Wild","1994","Abell, A.J.","1999","Sceloporus_virgatus",1,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,-0.17,-0.171666663500579
1,"Y","Sceloporus_virgatus","r",NA,-0.07,NA,NA,NA,NA,"-0.07","+","N",NA,21,"Fecundity","Mass","Offspring","0","Wild","1993","Abell, A.J.","1999","Sceloporus_virgatus",1,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,-0.07,-0.0701146706543252
1,"Y","Sceloporus_virgatus","r",NA,-0.14,NA,NA,NA,NA,"-0.14","+","N",NA,14,"Fecundity","Mass","Offspring","0","Wild","1994","Abell, A.J.","1999","Sceloporus_virgatus",1,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,-0.14,-0.140925576070494
144,"Y","Sceloporus_virgatus","r2",2,0.02,NA,NA,NA,NA,"","?","N",NA,28,"Fecundity","Mass","Egg","0","Wild","","Smith, G. R., Ballinger, R. E. & Rose, B. R.","1995","Sceloporus_virgatus",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.14142135623731,0.142375643167804
174,"Y","Sceloporus_spinosus","r2",2,0.18,NA,NA,NA,NA,"","+","N",NA,10,"Fecundity","Mass","Egg","0","Wild","","Ramirez-Bautista, A., Stephenson, B. P., Hernandez-Ibarra, X.,  Hernandez-Salinas, U.,  Cruz-Elizalde, R., Lozano, A. & Geoffrey, R.S.","2012","Sceloporus_spinosus",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.424264068711929,0.452880706670737
134,"Y","Sitana_ponticeriana","r2",2,0.1,0.08,NA,NA,NA,"","+","N",NA,29,"Fecundity","Mass","Egg","0","Wild","","Radder, R. & Shanbhag, B.","2003","Sitana_ponticeriana",2,"Chordata","Reptilia","Squamata","Agamidae","Sitana",NA,0.175411603861406,0.177244659165692
175,"Y","Somateria_fischeri","r",NA,-0.157,NA,NA,NA,NA,"","-","N",NA,30,"Fecundity","Mass","Egg","0","Wild","","Rohwer, F. C. & Eisenhaur, D. I.","1989","Somateria_fischeri",2,"Chordata","Aves","Anseriformes","Anatidae","Somateria",NA,-0.157,-0.158309384595911
179,"Y","Spalerosophis_diadema","r",NA,-0.265,NA,NA,NA,NA,"","-","N",NA,30,"Fecundity","Mass","Egg","0","Captive","","Ford, N. B. & Seigel, R. A.","2010","Spalerosophis_diadema",2,"Chordata","Reptilia","Squamata","Colubridae","Spalerosophis",NA,-0.265,-0.271478450974392
128,"Y","Sphenodon_punctatus","F",NA,3.44,NA,1,324,NA,"","+","N",NA,50,"Fecundity","Mass","Egg","0","Wild","Residual df (df.1) assumed to 324 based on above F stats above in text.","Nelson, N., Thompson, M. Pledger, S. Keall, S. & Daugherty, C.","2004","Sphenodon_punctatus",2,"Chordata","Reptilia","Rhynchocephalia","Sphenodontidae","Sphenodon",NA,0.10249751953045,0.10285873667324
58,"Y","Sternotherus_odoratus","r2",2,0.08,NA,NA,NA,NA,"0.03","+","N",NA,46,"Fecundity","Diameter","Egg","0","Wild","Width","Wilkinson, L.R. & Gibbons, J.W.","2005","Sternotherus_odoratus",1,"Chordata","Reptilia","Testudines","Kinosternidae","Sternotherus",NA,0.192897128868165,0.195344527883619
80,"Y","Sternotherus_odoratus","r",NA,-0.36,NA,NA,NA,NA,"","-","N",NA,70,"Fecundity","Elongation ","Egg","0","Wild","Length/width","Clark, P. J., Ewert, M. A. & Nelson, C. E.","2001","Sternotherus_odoratus",2,"Chordata","Reptilia","Testudines","Kinosternidae","Sternotherus",NA,-0.36,-0.37688590118819
111,"Y","Storeria_dekayi","r",NA,-0.83,NA,NA,NA,NA,"","+","N",NA,25,"Fecundity","Length","Offspring","0","Captive","","King, R. B.","1993","Storeria_dekayi",2,"Chordata","Reptilia","Squamata","Colubridae","Storeria",NA,-0.83,-1.1881364043926
145,"Y","Sturnus_vulgaris","r",NA,0.27,NA,NA,NA,NA,"","+","N",NA,33,"Fecundity","Mass","Egg","0","Wild","1990","Smith, H. G., Ottosson, U. & Ohlsson, T.","1993","Sturnus_vulgaris",2,"Chordata","Aves","Passeriformes","Sturnidae","Sturnus",NA,0.27,0.2768638226551
145,"Y","Sturnus_vulgaris","r",NA,0.18,NA,NA,NA,NA,"","+","N",NA,125,"Fecundity","Mass","Egg","0","Wild","1991","Smith, H. G., Ottosson, U. & Ohlsson, T.","1993","Sturnus_vulgaris",2,"Chordata","Aves","Passeriformes","Sturnidae","Sturnus",NA,0.18,0.181982688600706
145,"Y","Sturnus_vulgaris","r",NA,0.07,NA,NA,NA,NA,"","+","N",NA,187,"Fecundity","Mass","Egg","0","Wild","1992","Smith, H. G., Ottosson, U. & Ohlsson, T.","1993","Sturnus_vulgaris",2,"Chordata","Aves","Passeriformes","Sturnidae","Sturnus",NA,0.07,0.0701146706543252
155,"Y","Tachycineta_bicolor","r",NA,-0.26,NA,NA,NA,NA,"","-","N",NA,12,"Fecundity","Mass","Egg","0","Wild","","Wheelwright, N. T., Leary, J. & Fitzgerald, C.","1991","Tachycineta_bicolor",2,"Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta",NA,-0.26,-0.266108406873654
155,"Y","Tachycineta_bicolor","r",NA,-0.29,NA,NA,NA,NA,"","-","N",NA,55,"Fecundity","Mass","Egg","0","Wild","","Wheelwright, N. T., Leary, J. & Fitzgerald, C.","1991","Tachycineta_bicolor",2,"Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta",NA,-0.29,-0.298566263660178
155,"Y","Tachycineta_bicolor","r",NA,-0.21,NA,NA,NA,NA,"","-","N",NA,52,"Fecundity","Mass","Egg","0","Wild","","Wheelwright, N. T., Leary, J. & Fitzgerald, C.","1991","Tachycineta_bicolor",2,"Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta",NA,-0.21,-0.21317134656486
155,"Y","Tachycineta_bicolor","r",NA,0.12,NA,NA,NA,NA,"","+","N",NA,21,"Fecundity","Mass","Egg","0","Wild","","Wheelwright, N. T., Leary, J. & Fitzgerald, C.","1991","Tachycineta_bicolor",2,"Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta",NA,0.12,0.120581028408444
158,"Y","Tachycineta_bicolor","r",NA,-0.178,NA,NA,NA,NA,"","-","N",NA,52,"Fecundity","Length","Offspring","0","Wild","Older Hatchlings","Murphy, M., Armbrecth, B., Vlamis, E. & Pierce, A.","2000","Tachycineta_bicolor",2,"Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta",NA,-0.178,-0.179916484577676
56,"Y","Taeniopygia_guttata","r",NA,0.56,NA,NA,NA,NA,"0.56","+","N",NA,52,"Fecundity","Mass","Egg","0","Captive","Treatment","Wagner, E.C. & Williams, T.D.","2007","Taeniopygia_guttata",1,"Chordata","Aves","Passeriformes","Estrildidae","Taeniopygia",NA,0.56,0.632833186665638
56,"Y","Taeniopygia_guttata","r",NA,0.39,NA,NA,NA,NA,"0.39","+","N",NA,22,"Fecundity","Mass","Egg","0","Captive","Control","Wagner, E.C. & Williams, T.D.","2007","Taeniopygia_guttata",1,"Chordata","Aves","Passeriformes","Estrildidae","Taeniopygia",NA,0.39,0.41180003447869
78,"Y","Taeniopygia_guttata","r2",2,0.01,NA,NA,NA,NA,"","+","N",NA,42,"Fecundity","Mass","Egg","0","Captive","","Christians, J. K. & Williams, T. D.","2002","Taeniopygia_guttata",2,"Chordata","Aves","Passeriformes","Estrildidae","Taeniopygia",NA,0.1,0.100335347731076
129,"Y","Terrapene_ornata","r",NA,0.107,NA,NA,NA,NA,"","+","N",NA,203,"Fecundity","Diameter","Egg","0","Wild","Width; Terrapene_ornata_luteola","Nieuwolt-Dacanay, P. M.","1997","Terrapene_ornata",2,"Chordata","Reptilia","Testudines","Emydidae","Terrapene",NA,0.107,0.107411175916069
22,"Y","Thamnophis_ordinoides","r",NA,-0.22,NA,NA,NA,NA,"-0.22","+","N",NA,24,"Fecundity","Mass","Offspring","0","Captive","","Gignac, A. & Gregory, P.T.","2005","Thamnophis_ordinoides",1,"Chordata","Reptilia","Squamata","Colubridae","Thamnophis",NA,-0.22,-0.223656109021832
6,"Y","Tropidonophis_mairii","r",NA,-0.13,NA,NA,NA,NA,"-0.13","+","N",NA,318,"Fecundity","Mass","Egg","0","Wild","","Brown, G.P. & Shine, R.","2005","Tropidonophis_mairii",1,"Chordata","Reptilia","Squamata","Colubridae","Tropidonophis",NA,-0.13,-0.130739850028878
10,"Y","Urocitellus_richardsonii","r",NA,-0.67,NA,NA,NA,NA,"-0.67","+","N",NA,51,"Fecundity","Mass","Offspring","0","Wild","","Dobson, F.S. & Michener, G.R.","1995","Urocitellus_richardsonii",1,"Chordata","Mammalia","Rodentia","Sciuridae","Urocitellus",NA,-0.67,-0.810743125475137
10,"Y","Urocitellus_richardsonii","r",NA,-0.4,NA,NA,NA,NA,"-0.4","+","N",NA,38,"Fecundity","Mass","Offspring","0","Wild","","Dobson, F.S. & Michener, G.R.","1995","Urocitellus_richardsonii",1,"Chordata","Mammalia","Rodentia","Sciuridae","Urocitellus",NA,-0.4,-0.423648930193602
11,"Y","Urocitellus_richardsonii","r",NA,-0.53,NA,NA,NA,NA,"-0.53","+","N",NA,134,"Fecundity","Mass","Offspring","0","Wild","","Dobson, F.S., Risch, T.S. & Murie, J.O.","1999","Urocitellus_richardsonii",1,"Chordata","Mammalia","Rodentia","Sciuridae","Urocitellus",NA,-0.53,-0.590145159841189
11,"Y","Urocitellus_richardsonii","r",NA,-0.5,NA,NA,NA,NA,"-0.5","+","N",NA,43,"Fecundity","Mass","Offspring","0","Wild","","Dobson, F.S., Risch, T.S. & Murie, J.O.","1999","Urocitellus_richardsonii",1,"Chordata","Mammalia","Rodentia","Sciuridae","Urocitellus",NA,-0.5,-0.549306144334055
30,"Y","Urocitellus_richardsonii","r2",3,0.77,NA,NA,NA,NA,"-0.86","-","N",NA,27,"Fecundity","Mass","Offspring","0","Wild","","Huber, S., Hoffmann, E., Millesi, E., Dittami, J. & Arnold, W.","2001","Urocitellus_richardsonii",1,"Chordata","Mammalia","Rodentia","Sciuridae","Urocitellus",NA,-0.860232526704263,-1.2942383182519
51,"Y","Urocitellus_columbianus","r",NA,-0.28,NA,NA,NA,NA,"-0.28","+","N",NA,90,"Fecundity","Mass","Offspring","0","Wild","","Skibiel, A.L., Dobson, F.S. & Murie, J.O.","2009","Urocitellus_columbianus",1,"Chordata","Mammalia","Rodentia","Sciuridae","Urocitellus",NA,-0.28,-0.287682072451781
143,"Y","Uta_stansburiana","r",NA,-0.67,NA,NA,NA,NA,"","-","N",NA,13,"Fecundity","Mass","Egg","0","Captive","","Sinervo, B. & Licht, P.","1991","Uta_stansburiana",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Uta",NA,-0.67,-0.810743125475137
143,"Y","Uta_stansburiana","r",NA,-0.59,NA,NA,NA,NA,"","-","N",NA,34,"Fecundity","Mass","Egg","0","Captive","","Sinervo, B. & Licht, P.","1991","Uta_stansburiana",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Uta",NA,-0.59,-0.677666067757962
143,"Y","Uta_stansburiana","r",NA,-0.7,NA,NA,NA,NA,"","-","N",NA,37,"Fecundity","Mass","Egg","0","Captive","","Sinervo, B. & Licht, P.","1991","Uta_stansburiana",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Uta",NA,-0.7,-0.867300527694053
3,"Y","Vipera_ursinii","F",NA,25.78,-0.157,1,83,NA,"-0.489","-","N",NA,105,"Fecundity","Mass","Offspring","0","Wild","Vipera_ursinii_ursinii","Baron, J.P., Tully, T. & Le Galliard, J.F.","2010","Vipera_ursinii",1,"Chordata","Reptilia","Squamata","Viperidae","Vipera",NA,0.486818337919753,0.531881936281437
59,"Y","Vipera_aspis","r",NA,-0.14,NA,NA,NA,NA,"-0.14","+","N",NA,132,"Fecundity","Mass","Offspring","0","Wild","","Bonnet, X., Naulleau, G., Shine, R. & Lourdais, O.","2001","Vipera_aspis",1,"Chordata","Reptilia","Squamata","Viperidae","Vipera",NA,-0.14,-0.140925576070494
