"Article","Datapoint","Amniotes","animal","Species","Common.Name","Parameters","Statistics","Estimate","df","df.1","SE","Type","Direction","Formula","Process","N","Maternal","Offspring","Fecundity","Reproduction","Propagule","Environment","Comments","Author","year","Data.Extraction","Phylum","Class","Order","Family","Genus","X","r","Zr","RU"
48,207,"N","Sastragala_scutellata","Sastragala_scutellata","Shield bug",NA,0.69,NA,NA,NA,NA,"r","+","r",0,28,"Size","Mass","Clutch","it","Egg","Wild","","Kudo, S.","2001",1,"Arthropoda","Insecta","Hemiptera","Acanthosomatidae","Sastragala",NA,0.69,0.847955755218963,"Single"
49,209,"N","Haminoea_callidegenita","Haminoea_callidegenita","Bubble sea snail",2,0.239,NA,NA,NA,NA,"r2","+","13",1,19,"Weight","Volume","Clutch","it","Egg","Wild","","Ito, K.","1997",1,"Mollusca","Gastropoda","Heterobranchia","Haminoeidae","Haminoea",NA,0.379308581500604,0.399251788446617,"Single"
50,214,"N","Buccinum_isaotakii","Buccinum_isaotakii","Whelk",2,0.811,NA,NA,NA,NA,"r2","+","13",1,15,"Length","Mass","Clutch","it","Egg","Wild","Only length given in paper","Ilano, A.S., Fujinaga, K. & Nakao, S.","2004",1,"Mollusca","Gastropoda","Caenogastropoda","Buccinidae","Buccinum",NA,0.88289297199604,1.38873820101856,"Single"
52,238,"Y","Vanellus_vanellus","Vanellus_vanellus","Northern lapwings ",2,0.12,NA,NA,NA,NA,"r2","+","13",1,40,"Mass","Volume","Clutch","it","Egg","Wild","","Lislevand, T., Byrkjedal, I., Borge, T. & S_tre, G.P.","2005",1,"Chordata","Aves","Charadriiformes","Charadriidae","Vanellus",NA,0.269132741286586,0.275928605336679,"Single"
53,240,"Y","Kinosternon_integrum","Kinosternon_integrum","Mexican mud turtle",NA,0.34,NA,NA,NA,NA,"r","+","r",0,57,"Length","Diameter","Clutch","it","Egg","Wild","","Macip-Rios, R., Robleda, P.B., Casas-Andreu, Arias-Cisneros, M.L & Sustauta-Rodrigues, V.H.","2012",1,"Chordata","Reptilia","Testudines","Kinosternidae","Kinosternon",NA,0.34,0.354092528962243,"Single"
54,241,"N","Ciona_intestinalis","Ciona_intestinalis","Sea squirt",2,0.261,NA,NA,NA,NA,"r2","+","13",1,20,"Weight","Mass","Clutch","it","Offspring","Wild","","Marshall, D.S. & Keough, M.J.","2003",1,"Chordata","Ascidiacea","Enterogona","Cionidae","Ciona",NA,0.417203575643129,0.444301478501389,"Single"
54,243,"N","Pyura_fissa","Pyura_fissa","Sessile ascidians",2,0.829,NA,NA,NA,NA,"r2","+","13",1,6,"Weight","Mass","Clutch","it","Offspring","Wild","","Marshall, D.S. & Keough, M.J.","2003",1,"Chordata","Ascidiacea","Pleurogona","Pyuridae","Pyura",NA,0.845576726264388,1.24042486676473,"Single"
54,242,"N","Styela_plicata","Styela_plicata","Tunicate",2,0.34,NA,NA,NA,NA,"r2","+","13",1,15,"Weight","Mass","Clutch","it","Offspring","Wild","","Marshall, D.S. & Keough, M.J.","2003",1,"Chordata","Ascidiacea","Pleurogona","Styelidae","Styela",NA,0.479583152331272,0.522442776341117,"Single"
54,244,"N","Uniophora_granifera","Uniophora_granifera","Beaded sea star",2,0.62,NA,NA,NA,NA,"r2","+","13",1,13,"Size","Mass","Clutch","it","Offspring","Wild","","Marshall, D.S. & Keough, M.J.","2003",1,"Echinodermata ","Asteroidea","Forcipulatida ","Asteriidae","Uniophora",NA,0.737563556583431,0.945115111850272,"Single"
55,245,"N","Homarus_gammarus","Homarus_gammarus","European lobster",3,0.43,NA,NA,NA,NA,"r2","+","13",1,45,"Size","Mass","Clutch","it","Egg","Wild","","Moland, E., Olsen, E.M. & Stenseth, N.C.","2010",1,"Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus",NA,0.62313135286778,0.730107892870228,"Single"
57,250,"N","Buccinum_undatum","Buccinum_undatum","Whelk",2,0.67,NA,NA,NA,NA,"r2","+","13",1,39,"Length","Volume","Clutch","it","Egg","Captive","","Nasution, S., Roberts, D., Farnsworth, K., Parker, G.A. & Elwood, R.W.","2010",1,"Mollusca","Gastropoda","Caenogastropoda","Buccinidae","Buccinum",NA,0.807258735887489,1.1191088883136,"Single"
58,252,"Y","Gallus_gallus","Gallus_gallus","Red Junglefowl",5,11.05,NA,1,18,NA,"F","+","11",1,71,"Weight","Mass","Clutch","it","Egg","Captive","","Parker, T.H.","2005",1,"Chordata","Aves","Galliformes","Phasianidae","Gallus",NA,0.616748455601707,0.719740368796313,"Single"
59,418,"Y","Carlia_rubrigularis","Carlia_rubrigularis","Red-throated rainbow skink",NA,0.45,NA,NA,NA,NA,"r","+","13",1,67,"Length","Volume","Clutch","it","Egg","Wild","","Goodman, B.A.","2006",1,"Chordata","Reptilia","Squamata","Scincidae","Carlia",NA,0.45,0.484700278594052,"Single"
59,253,"Y","Carlia_rubrigularis","Carlia_rubrigularis","Red-throated rainbow skink",NA,0.39,NA,NA,NA,NA,"r","+","13",1,67,"Size","Mass","Clutch","it","Egg","Wild","","Goodman, B.A.","2006",1,"Chordata","Reptilia","Squamata","Scincidae","Carlia",NA,0.39,0.41180003447869,"Single"
62,260,"N","Pseudopleuronectes_yokohamae","Pseudopleuronectes_yokohamae","Marbled sole",NA,0.2,NA,NA,NA,NA,"r","+","r",0,129,"Length","Diameter","Clutch","it","Egg","Wild","","Higashitani, T., Takatsu, T., Nakaya, M., Joh, M. & Takahashi, T.","2007",1,"Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes",NA,0.2,0.202732554054082,"Single"
63,262,"Y","Naja_atra","Naja_atra","Chinese cobra",2,0.16,NA,NA,NA,NA,"r2","+","13",1,50,"Size","Mass","Clutch","it","Egg","Wild","","Ji, X. & Du, W.G., Qu, Y.F. & Lin, L.H.","2009",1,"Chordata","Reptilia","Squamata","Elapidae","Naja",NA,0.352498679641408,0.36829410087457,"Single"
64,263,"N","Megachile_apicalis","Megachile_apicalis","Leaf-cutter bee ",NA,0.48,NA,NA,NA,NA,"r","+","r",0,28,"Size","Mass","Clutch","it","Egg","Captive","Spring","Kim, J.Y. & Thorp, R.W.","2001",1,"Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile",NA,0.48,0.522984277591344,"Single"
64,264,"N","Megachile_apicalis","Megachile_apicalis","Leaf-cutter bee ",NA,0.21,NA,NA,NA,NA,"r","+","r",0,23,"Size","Mass","Clutch","it","Egg","Captive","Summer","Kim, J.Y. & Thorp, R.W.","2001",1,"Arthropoda","Insecta","Hymenoptera","Megachilidae","Megachile",NA,0.21,0.21317134656486,"Single"
65,265,"N","Elasmucha_signoreti","Elasmucha_signoreti","Shield bug",NA,0.57,NA,NA,NA,NA,"r","+","r",0,24,"Size","Mass","Clutch","it","Egg","Wild","","Kudo S","2006",1,"Arthropoda","Insecta","Hemiptera","Acanthosomatidae","Elasmucha",NA,0.57,0.647522844827373,"Single"
67,270,"Y","Vipera_berus","Vipera_berus","Common European adder",NA,0.33,NA,NA,NA,NA,"r","+","r",0,31,"Size","Mass","Clutch","it","Offspring","Wild","","Madsen, T. & Shine, R.","1992",1,"Chordata","Reptilia","Squamata","Viperidae","Vipera",NA,0.33,0.342828254415394,"Single"
68,272,"Y","Liasis_fuscus","Liasis_fuscus","Water pythons",NA,0.79,NA,NA,NA,NA,"Path coefficients","+","r",0,56,"Size","Mass","Clutch","it","Offspring","Wild","1991","Madsen, T. & Shine, R.","1996",1,"Chordata","Reptilia","Squamata","Pythonidae","Liasis",NA,0.79,1.07143168405867,"Single"
68,274,"Y","Liasis_fuscus","Liasis_fuscus","Water pythons",NA,0.34,NA,NA,NA,NA,"Path coefficients","+","r",0,56,"Size","Mass","Clutch","it","Offspring","Wild","1992","Madsen, T. & Shine, R.","1996",1,"Chordata","Reptilia","Squamata","Pythonidae","Liasis",NA,0.34,0.354092528962243,"Single"
70,277,"N","Daphnia_magna","Daphnia_magna","Zooplankton",NA,0.02,NA,NA,NA,NA,"r","+","r",0,320,"Length","Length","Clutch","it","Offspring","Wild","Coefficient of variation for offspring length","McKee, D.","1997",1,"Arthropoda","Branchiopoda","Cladocera","Daphniidae","Daphnia",NA,0.02,0.0200026673068496,"Single"
71,278,"N","Copidosoma_koehleri","Copidosoma_koehleri","Polyembryonic parasitoid wasp",2,0.03,NA,NA,NA,NA,"r2","-","13",1,44,"Width","Width","Clutch","it","Offspring","Captive","Head width","Morag, N., Bouskila, A., Rapp, O., Segoli, M., Keasae, T. & Harari, A.R.","2011",1,"Arthropoda","Insecta","Hymenoptera","Encyrtidae","Copidosoma",NA,-0.173205080756888,-0.174968992536788,"Single"
72,279,"N","Salmo_trutta","Salmo_trutta","Brown trout",NA,0.809,NA,NA,NA,NA,"r","+","r",0,14,"Length","Mass","Clutch","it","Offspring","Captive","","Ojanguren, A.F., Reyes-Gavilin, F.G. & Braa, F.","1996",1,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo",NA,0.809,1.12412802867433,"Single"
72,280,"N","Salmo_trutta","Salmo_trutta","Brown trout",NA,0.906,NA,NA,NA,NA,"r","+","r",0,14,"Size","Mass","Clutch","it","Egg","Captive","","Ojanguren, A.F., Reyes-Gavilin, F.G. & Braa, F.","1996",1,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo",NA,0.906,1.50473365097207,"Single"
74,285,"Y","Calotes_versicolor","Calotes_versicolor","Oriental garden lizard",NA,0.31,NA,NA,NA,NA,"r","+","r",0,25,"Size","Mass","Clutch","it","Egg","Wild","","Radder, R.S. & Shanbhag, B.A.","2004",1,"Chordata","Reptilia","Squamata","Agamidae","Calotes",NA,0.31,0.320545409301946,"Single"
76,290,"Y","Chrysemys_picta","Chrysemys_picta","Western painted turtles ",NA,0.62,NA,NA,NA,NA,"r","+","r",0,24,"Weight","Mass","Clutch","it","Egg","Wild","Beem Lake, Chrysemys_picta_bellii","Rowe, J.W.","1995",1,"Chordata","Reptilia","Testudines","Emydidae","Chrysemys",NA,0.62,0.725005087752999,"Single"
76,292,"Y","Chrysemys_picta","Chrysemys_picta","Western painted turtles ",NA,0.74,NA,NA,NA,NA,"r","+","r",0,33,"Weight","Mass","Clutch","it","Egg","Wild","Swan Lake, Chrysemys_picta_bellii","Rowe, J.W.","1995",1,"Chordata","Reptilia","Testudines","Emydidae","Chrysemys",NA,0.74,0.950479380596523,"Single"
77,294,"N","Birgus_latro","Birgus_latro","Coconut crabs",2,0.21,NA,NA,NA,NA,"r2","+","13",1,30,"Length","Length","Clutch","it","Offspring","Wild","Offspring weight is given in paper but it is a dried weight measurement","Sato, T. & Suzuki, N","2010",1,"Arthropoda","Malacostraca","Decapoda","Coenobitidae","Birgus",NA,0.389206219736378,0.410864203854519,"Single"
78,296,"Y","Sceloporus_occidentalis","Sceloporus_occidentalis","Western fence lizard",NA,0.21,NA,NA,NA,NA,"Path coefficients","+","r",0,455,"Size","Mass","Clutch","it","Egg","Wild","Wasington","Sinervo, B.","1990",1,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.21,0.21317134656486,"Single"
78,297,"Y","Sceloporus_occidentalis","Sceloporus_occidentalis","Western fence lizard",NA,-0.09,NA,NA,NA,NA,"Path coefficients","-","r",0,305,"Size","Mass","Clutch","it","Egg","Wild","California High","Sinervo, B.","1990",1,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,-0.09,-0.0902441878561468,"Single"
78,298,"Y","Sceloporus_occidentalis","Sceloporus_occidentalis","Western fence lizard",NA,0.43,NA,NA,NA,NA,"Path coefficients","+","r",0,192,"Size","Mass","Clutch","it","Egg","Wild","Oregon","Sinervo, B.","1990",1,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.43,0.459896681212679,"Single"
78,299,"Y","Sceloporus_occidentalis","Sceloporus_occidentalis","Western fence lizard",NA,0.32,NA,NA,NA,NA,"Path coefficients","+","r",0,392,"Size","Mass","Clutch","it","Egg","Wild","California Low","Sinervo, B.","1990",1,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.32,0.331647108705132,"Single"
81,413,"Y","Nerodia_sipedon","Nerodia_sipedon","Northern water snake",NA,0.1,NA,NA,NA,NA,"r","+","r",0,75,"Length","Mass","Clutch","it","Offspring","Wild","","Weatherhead, P.J., Brown, G.P., Prosser, M.R. & Kissner, K.J.","1999",1,"Chordata","Reptilia","Squamata","Colubridae","Nerodia",NA,0.1,0.100335347731076,"Single"
82,308,"Y","Kinosternon_subrubrum","Kinosternon_subrubrum","Common mud turtle",2,0.19,NA,NA,NA,NA,"r2","+","13",1,635,"Length","Diameter","Clutch","it","Egg","Wild","","Wilkinson, L.R. & Gibbons, J.W.","2005",1,"Chordata","Reptilia","Testudines","Kinosternidae","Kinosternon",NA,0.432939613411339,0.463508743492632,"Single"
82,312,"Y","Pseudemys_floridana","Pseudemys_floridana","Florida cooter",2,0.34,NA,NA,NA,NA,"r2","+","13",1,79,"Length","Diameter","Clutch","it","Egg","Wild","","Wilkinson, L.R. & Gibbons, J.W.","2005",1,"Chordata","Reptilia","Testudines","Emydidae","Pseudemys",NA,0.568006671569418,0.644575155525802,"Single"
82,310,"Y","Sternotherus_odoratus","Sternotherus_odoratus","Common musk turtle",2,0.19,NA,NA,NA,NA,"r2","+","13",1,46,"Length","Diameter","Clutch","it","Egg","Wild","","Wilkinson, L.R. & Gibbons, J.W.","2005",1,"Chordata","Reptilia","Testudines","Kinosternidae","Sternotherus",NA,0.390289099764968,0.412141039578497,"Single"
83,313,"N","Oncorhynchus_nerka","Oncorhynchus_nerka","Sockeye salmon",2,0.19,NA,NA,NA,NA,"r2","+","13",1,1755,"Size","Mass","Lifetime","se","Egg","Captive","Population 1","Hendry, A.P., Day, T. & Cooper, A.B.","2001",1,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus",NA,0.434827945819669,0.465835008579624,"Life"
83,315,"N","Oncorhynchus_nerka","Oncorhynchus_nerka","Sockeye salmon",2,0.39,NA,NA,NA,NA,"r2","+","13",1,202,"Size","Mass","Lifetime","se","Egg","Captive","Population 2","Hendry, A.P., Day, T. & Cooper, A.B.","2001",1,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus",NA,0.619571906023561,0.724309978021732,"Life"
83,317,"N","Oncorhynchus_kisutch","Oncorhynchus_kisutch","Coho salmon",2,0.32,NA,NA,NA,NA,"r2","+","13",1,495,"Size","Mass","Lifetime","se","Egg","Captive","Population 3","Hendry, A.P., Day, T. & Cooper, A.B.","2001",1,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus",NA,0.563236870559558,0.637561428677731,"Life"
83,319,"N","Oncorhynchus_masou","Oncorhynchus_masou","Masu salmon",2,0.27,NA,NA,NA,NA,"r2","+","13",1,153,"Size","Mass","Lifetime","se","Egg","Wild","Population 4","Hendry, A.P., Day, T. & Cooper, A.B.","2001",1,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus",NA,0.510163372525573,0.562950597744699,"Life"
83,321,"N","Oncorhynchus_nerka","Oncorhynchus_nerka","Sockeye salmon",2,0.49,NA,NA,NA,NA,"r2","+","13",1,586,"Size","Mass","Lifetime","se","Egg","Wild","Population 5","Hendry, A.P., Day, T. & Cooper, A.B.","2001",1,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus",NA,0.698749188776965,0.864852155133149,"Life"
84,329,"N","Buccinum_undatum","Buccinum_undatum","Whelk",2,0.01,NA,NA,NA,NA,"r2","EMAIL","SQRT R2",1,27,"Length","Size","Clutch","it","Egg","Wild","Offspring size was measured as the average of height and width","Valentinsson, D.","2002",1,"Mollusca","Gastropoda","Caenogastropoda","Buccinidae","Buccinum",NA,0.1,0.100335347731076,"Single"
85,331,"N","Hogna_helluo","Hogna_helluo","Wolf spider",NA,-0.095,NA,NA,NA,NA,"r","-","r",0,17,"Width","Width","Clutch","it","Offspring","Captive","","Walker, S.E., Rypstra, A.L. & Marshall, S.D.","2003",1,"Arthropoda","Arachnida","Araneae","Lycosidae","Hogna",NA,-0.095,-0.0952873492753375,"Single"
86,333,"Y","Tropidonophis_mairii","Tropidonophis_mairii","Keelback snake",NA,0.64,NA,NA,NA,NA,"Path coefficients","+","r",0,318,"Size","Mass","Clutch","it","Egg","Wild","","Brown, G.P. & Shine, R.","2005",1,"Chordata","Reptilia","Squamata","Colubridae","Tropidonophis",NA,0.64,0.758173744684044,"Single"
87,334,"N","Synchaeta_pectinata","Synchaeta_pectinata","Rotifer ",NA,0.44,NA,NA,NA,NA,"r","+","r",0,55,"Volume","Volume","Clutch","it","Egg","Captive","","Stelzer, C.P.","2002",1,"Rotifera","Monogononta","Ploima","Synchaetidae","Synchaeta",NA,0.44,0.472230804420426,"Single"
88,336,"Y","Naja_atra","Naja_atra","Chinese cobra",NA,0.504,NA,NA,NA,NA,"r","+","r",0,150,"Size","Mass","Clutch","it","Egg","Wild","","Ji, X. & Wang, Z.W.","2005",1,"Chordata","Reptilia","Squamata","Elapidae","Naja",NA,0.504,0.554653788892429,"Single"
89,337,"N","Ypthima_multistriata","Ypthima_multistriata","Taiwan wave-eye",NA,0.05,NA,1,20,NA,"F","+","11",1,22,"Length","Volume","Clutch","it","Egg","Wild","1st generation offspring","Noriyuki, S., Kishi, S. & Nishida, T.","2010",1,"Arthropoda","Insecta","Lepidoptera","Nymphalidae","Ypthima",NA,0.0499376169438922,0.0499791900693487,"Single"
89,338,"N","Ypthima_multistriata","Ypthima_multistriata","Taiwan wave-eye",NA,1.62,NA,1,18,NA,"F","+","11",1,20,"Length","Volume","Clutch","it","Egg","Wild","2nd generation offspring","Noriyuki, S., Kishi, S. & Nishida, T.","2010",1,"Arthropoda","Insecta","Lepidoptera","Nymphalidae","Ypthima",NA,0.287347885566345,0.295673047563422,"Single"
90,339,"N","Schistocephalus_solidus","Schistocephalus_solidus","Tapeworm",NA,0.53,NA,NA,NA,NA,"r","+","r",0,40,"Weight","Volume","Clutch","it","Egg","Captive","Hermaphrodite, Control asexual reproduction","Wederkind, C., Strahm, D. & Schochrer, L.","1998",1,"Platyhelminthes","Cestoda","Pseudophyllidea","Schistocephalidae","Schistocephalus",NA,0.53,0.590145159841189,"Single"
90,340,"N","Schistocephalus_solidus","Schistocephalus_solidus","Tapeworm",NA,0.34,NA,NA,NA,NA,"r","+","r",0,22,"Weight","Volume","Clutch","it","Egg","Captive","Hermaphrodite, Control sexual reproduction","Wederkind, C., Strahm, D. & Schochrer, L.","1998",1,"Platyhelminthes","Cestoda","Pseudophyllidea","Schistocephalidae","Schistocephalus",NA,0.34,0.354092528962243,"Single"
91,344,"Y","Coronella_austriaca","Coronella_austriaca","Smooth snake",NA,0.5,NA,NA,NA,NA,"r","+","r",0,28,"Length","Mass","Clutch","it","Offspring","Wild","","Luiselli, L., Capula, M. & Shine, R.","1996",1,"Chordata","Reptilia","Squamata","Colubridae","Coronella",NA,0.5,0.549306144334055,"Single"
92,345,"Y","Xanthocephalus_xanthocephalus","Xanthocephalus_xanthocephalus","Yellow-headed blackbird ",2,0.24,NA,NA,NA,NA,"r2","+","13",1,26,"Condition","Mass","Clutch","it","Offspring","Wild","Female offsprings, Residuals from regression of maternal mass against tarsus length ","Newbrey, J.L. & Reed, W.L.","2009",1,"Chordata","Aves","Passeriformes","Icteridae","Xanthocephalus",NA,0.41702882811415,0.444089923353065,"Single"
92,346,"Y","Xanthocephalus_xanthocephalus","Xanthocephalus_xanthocephalus","Yellow-headed blackbird ",2,0.1,NA,NA,NA,NA,"r2","-","SQRT R2",1,13,"Condition","Mass","Clutch","it","Offspring","Wild","Male offsprings, Residuals from regression of maternal mass against tarsus length ","Newbrey, J.L. & Reed, W.L.","2009",1,"Chordata","Aves","Passeriformes","Icteridae","Xanthocephalus",NA,-0.316227766016838,-0.327450150237259,"Single"
93,347,"N","Stator_limbatus","Stator_limbatus","Bean weevil",NA,0.027,NA,NA,NA,NA,"r","+","r",0,30,"Weight","Mass","Clutch","it","Egg","Captive","Apache Junction, Acacia greggii","Fox, C.W.","1997",1,"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Stator",NA,0.027,0.0270065638712766,"Single"
93,349,"N","Stator_limbatus","Stator_limbatus","Bean weevil",NA,0.336,NA,NA,NA,NA,"r","+","r",0,30,"Weight","Mass","Clutch","it","Egg","Captive","Earp, Acacia greggii","Fox, C.W.","1997",1,"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Stator",NA,0.336,0.349576602310079,"Single"
95,352,"N","Oncorhynchus_mykiss","Oncorhynchus_mykiss","Rainbow trout",NA,0.133,NA,NA,NA,NA,"r","+","r",0,10,"Size","Mass","Clutch","it","Egg","Captive","","Herbinnger, C.M., Doyle, R.W., Pitman, E.R., Paquet, D., Mesa, K.A., Morris, D.B., Wright, J.M. & Cook, D.","1995",1,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus",NA,0.133,0.133792642123732,"Single"
96,354,"Y","Microtus_agrestis","Microtus_agrestis","Field voles",NA,0.182,NA,NA,NA,NA,"r","+","11",1,77,"Condition","Mass","Clutch","it","Offspring","Wild","Female offsprings","Koskela, E., Huitu, O, Koivula, M., Korpimpski, E & Mappes, T.","2004",1,"Chordata","Mammalia","Rodentia","Cricetidae","Microtus",NA,0.182,0.184050430681648,"Single"
96,355,"Y","Microtus_agrestis","Microtus_agrestis","Field voles",NA,0.42,NA,NA,NA,NA,"r","+","11",1,86,"Condition","Mass","Clutch","it","Offspring","Wild","Male offspring","Koskela, E., Huitu, O, Koivula, M., Korpimpski, E & Mappes, T.","2004",1,"Chordata","Mammalia","Rodentia","Cricetidae","Microtus",NA,0.42,0.447692023527421,"Single"
97,434,"Y","Chelydra_serpentina","Chelydra_serpentina","Snapping turtle",2,0.1909,NA,NA,NA,NA,"r2","+","13",1,23,"Weight","Mass","Clutch","it","Egg","Wild","","Rollison, N.",NA,1,"Chordata","Reptilia","Testudines","Chelydridae","Chelydra",NA,0.331647403125669,0.344678114889587,"Single"
97,436,"Y","Glyptemys_inscupta","Glyptemys_inscupta","Wood turtles",2,0.294,NA,NA,NA,NA,"r2","+","13",1,25,"Size","Mass","Clutch","it","Egg","Wild","","Rollison, N.",NA,1,"Chordata","Reptilia","Testudines","Emydidae","Glyptemys",NA,0.479393556296058,0.52219657679197,"Single"
98,358,"Y","Apodemus_argenteus","Apodemus_argenteus","Small Japanese field mouse",NA,1.52,NA,174,NA,NA,"t","+","11",1,43,"Weight","Mass","Clutch","it","Offspring","Wild","t value from glmm (4)","Shibata, F. & Kawamichi, T.","2009",1,"Chordata","Mammalia","Rodentia","Muridae","Apodemus",NA,0.114473410672931,0.114977405333983,"Single"
99,361,"Y","Chrysemys_picta","Chrysemys_picta","Midland painted turtles",NA,0.43,NA,NA,NA,NA,"r","+","r",0,144,"Length","Mass","Clutch","it","Egg","Wild","Chrysemys_picta_marginata","Rowe, J.W., Coval, K.A. & Campbell, K.C.","2003",1,"Chordata","Reptilia","Testudines","Emydidae","Chrysemys",NA,0.43,0.459896681212679,"Single"
100,368,"Y","Ctenophorus_fordi","Ctenophorus_fordi","Mallee dragon",NA,0.41,NA,NA,NA,NA,"r","+","r",0,95,"Length","Mass","Lifetime","it","Egg","Wild","","Uller, T. & Olsson, M.","2010",1,"Chordata","Reptilia","Squamata","Agamidae","Ctenophorus",NA,0.41,0.435611223236224,"Life"
101,371,"Y","Chrysemys_picta","Chrysemys_picta","Painted turtle ",2,0.269,NA,NA,NA,NA,"r2","+","13",1,87,"Size","Mass","Clutch","it","Egg","Wild","","Rollison, N., Brooks, R.J.","2008",1,"Chordata","Reptilia","Testudines","Emydidae","Chrysemys",NA,0.501592701397496,0.551432006639016,"Single"
103,374,"N","Oncorhynchus_tshawytscha","Oncorhynchus_tshawytscha","Chinook salmon",2,0.48,NA,NA,NA,NA,"r2","+","13",1,60,"Weight","Mass","Clutch","se","Egg","Captive","1994","Heath, D.D., Fox, C.W. & Heath, J.W.","1999",1,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus",NA,0.679525117979396,0.828231231255416,"Life"
103,375,"N","Oncorhynchus_tshawytscha","Oncorhynchus_tshawytscha","Chinook salmon",2,0.42,NA,NA,NA,NA,"r2","+","13",1,80,"Weight","Mass","Clutch","se","Egg","Captive","1996","Heath, D.D., Fox, C.W. & Heath, J.W.","1999",1,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus",NA,0.636345083217483,0.752007519413925,"Life"
105,378,"N","Crinia_georgiana","Crinia_georgiana","Quacking frog",NA,0.799,NA,NA,NA,NA,"r","+","r",0,33,"Mass","Volume","Clutch","it","Egg","Wild","","Dziminski, M.A., Vercoe, P.E. & Roberts, J.D. ","2006",1,"Chordata","Amphibia","Anura","Myobatrachidae","Crinia",NA,0.799,1.09584066294573,"Single"
106,379,"N","Daphnia_magna","Daphnia_magna","Zooplankton",2,0.365,NA,NA,NA,NA,"r2","+","13",1,37,"Length","Diameter","Clutch","it","Egg","Captive","","Lampert, W.","1993",1,"Arthropoda","Branchiopoda","Cladocera","Daphniidae","Daphnia",NA,0.572404628583251,0.651091991328347,"Single"
107,383,"N","Poecilia_butleri","Poecilia_butleri","Pacific molly ",NA,1.41,NA,1,190,NA,"F","+","11",1,220,"Weight","Mass","Clutch","it","Egg","Wild","Ancova","Zuniga-Vega, J.J., Suarez-Rodriguez, M., Espinosa-Perez, H. & Johnson, J.B.","2011",1,"Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Poecilia",NA,0.0858276545829336,0.086039337529293,"Single"
108,414,"Y","Anolis_sagrei","Anolis_sagrei","Brown anole",2,0.003,NA,NA,NA,NA,"r2","-","SQRT R2",1,119,"Condition","Length","Clutch","it","Egg","Captive","Daughters","Cox, R.M., Duryea, M.C., Najarro, M. & Calsbeek, R.","2010",1,"Chordata","Reptilia","Squamata","Dactyloidae","Anolis",NA,-0.0547722557505166,-0.054827126808086,"Single"
108,415,"Y","Anolis_sagrei","Anolis_sagrei","Brown anole",2,0.007,NA,NA,NA,NA,"r2","+","SQRT R2",1,133,"Condition","Length","Clutch","it","Egg","Captive","Sons","Cox, R.M., Duryea, M.C., Najarro, M. & Calsbeek, R.","2010",1,"Chordata","Reptilia","Squamata","Dactyloidae","Anolis",NA,0.0836660026534076,0.0838620473751744,"Single"
112,390,"Y","Thamnophis_gigas","Thamnophis_gigas","Giant gartersnake",3,0.1629,NA,NA,NA,NA,"r","+","ES Cal",1,11,"Length","Length","Clutch","it","Offspring","Wild","","Halstead, B.J., Wylie, G.D., Casazza, M.L. & Coates, P.S.","2011",1,"Chordata","Reptilia","Squamata","Colubridae","Thamnophis",NA,0.1629,0.164364313316493,"Single"
113,460,"N","Gambusia_affinis","Gambusia_affinis","Western mosquitofish",NA,-0.311,NA,NA,NA,NA,"r","-","r",0,32,"Length","Mass","Clutch","it","Egg","Captive","","Lim, J.N.",NA,1,"Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia",NA,-0.311,-0.321652106375021,"Single"
114,461,"Y","Iguana_iguana","Iguana_iguana","",NA,0.17,NA,NA,NA,NA,"r","+","",NA,137,"Length","Mass","","it","Egg","Captive","","Arcos-Garcia, J. L., Martinez, G. D. M., Gama, R. B., Barros, O. V. E. & Morales, G. E. L.","2010",2,"Chordata","Reptilia","Squamata","Iguanidae","Iguana",NA,0.17,0.171666663500579,"Single"
