"article" "author" "year" "species" "amniotes" "environment" "reprounit" "ri" "ni"
141 "Daza, J. M. & Paez, V. P." "2007" "Trachemys_callirostris" "yes" "wild" "single" 0.764 54
142 "Diaz, J. A., Perez-Tris, J., Telleria, J. L., Carbonell, R. & Santos, T." "2005" "Psammodromus_algirus" "yes" "captive" "single" 0.647 54
143 "Doody, J. S., Georges, A. & Young, J. E." "2003" "Carettochelys_insculpta" "yes" "wild" "single" 0.172 65
143 "Doody, J. S., Georges, A. & Young, J. E." "2003" "Carettochelys_insculpta" "yes" "wild" "single" 0.382 51
143 "Doody, J. S., Georges, A. & Young, J. E." "2003" "Carettochelys_insculpta" "yes" "wild" "single" 0.51 75
145 "Doums, C., Perdieu, M. A. & Jarne, P." "1998" "Bulinus_truncatus" "no" "captive" "single" 0.55 76
145 "Doums, C., Perdieu, M. A. & Jarne, P." "1998" "Bulinus_truncatus" "no" "captive" "single" 0.5 81
145 "Doums, C., Perdieu, M. A. & Jarne, P." "1998" "Bulinus_truncatus" "no" "captive" "single" 0.71 77
147 "Du, Y., Lin, C. X., Lin, L. H., Qiu, Q. B. & Ji, X." "2011" "Leiolepis_reevesii" "yes" "captive" "single" 0.372 200
149 "Fearn, S. & Trembath, D. F." "2009" "Demansia_vestigiata" "yes" "wild" "single" 0.694 8
150 "Fitzgerald, L. A., Cruz, F. B. & Perotti, G." "1993" "Tupinambis_rufescens" "yes" "wild" "single" 0.75 7
151 "Formanowicz, D. R. & Shaffer, L. R." "1993" "Centruroides_vittatus" "no" "captive" "single" 0.428 34
152 "Forsman, A. & Shine, R." "1995" "Lampropholis_delicata" "yes" "captive" "single" 0.32 23
152 "Forsman, A. & Shine, R." "1995" "Lampropholis_delicata" "yes" "captive" "single" 0.45 21
152 "Forsman, A. & Shine, R." "1995" "Lampropholis_delicata" "yes" "captive" "single" 0.56 22
152 "Forsman, A. & Shine, R." "1995" "Lampropholis_delicata" "yes" "captive" "single" 0.68 44
152 "Forsman, A. & Shine, R." "1995" "Lampropholis_delicata" "yes" "captive" "single" 0.82 14
152 "Forsman, A. & Shine, R." "1995" "Lampropholis_delicata" "yes" "captive" "single" 0.83 19
152 "Forsman, A. & Shine, R." "1995" "Lampropholis_delicata" "yes" "captive" "single" 0.62 8
153 "Fox, S. F. & McCoy, J. K." "2000" "Uta_stansburiana" "yes" "captive" "single" 0.196 22
154 "Fuller, R. C." "1998" "Etheostoma_caeruleum" "no" "captive" "single" 0.359 9
155 "Galan, P." "1997" "Podarcis_bocagei" "yes" "wild" "single" 0.721 89
156 "Galan, P." "2007" "Podarcis_hispanica" "yes" "captive" "single" 0.64 34
157 "Galdino, C. A. B. & Van Sluys, M." "2011" "Eurolophosaurus_nanuzae" "yes" "wild" "single" 0.47 34
158 "Gillis, R. & Ballinger, R. E." "1992" "Sceloporus_undulatus" "yes" "wild" "single" 0.716 20
159 "Guill, J. M. & Heins, D. C." "1996" "Etheostoma_zonale" "no" "captive" "single" 0.903 20
159 "Guill, J. M. & Heins, D. C." "1996" "Etheostoma_zonale" "no" "captive" "single" 0.804 19
159 "Guill, J. M. & Heins, D. C." "1996" "Etheostoma_zonale" "no" "captive" "single" 0.93 7
159 "Guill, J. M. & Heins, D. C." "2000" "Etheostoma_zonale" "no" "captive" "single" 0.801 72
160 "Heins, D. C." "1991" "Etheostoma_simoterum" "no" "wild" "single" 0.887 19
160 "Heins, D. C." "1991" "Etheostoma_simoterum" "no" "wild" "single" 0.692 19
160 "Heins, D. C." "1991" "Etheostoma_simoterum" "no" "wild" "single" 0.867 16
160 "Heins, D. C." "1991" "Notropis_longirostris" "no" "wild" "single" 0.782 33
160 "Heins, D. C." "1991" "Notropis_longirostris" "no" "wild" "single" 0.63 41
160 "Heins, D. C." "1991" "Notropis_longirostris" "no" "wild" "single" 0.835 23
160 "Heins, D. C." "1991" "Notropis_longirostris" "no" "wild" "single" 0.834 41
160 "Heins, D. C." "1991" "Notropis_longirostris" "no" "wild" "single" 0.84 20
160 "Heins, D. C." "1991" "Notropis_longirostris" "no" "wild" "single" 0.654 24
160 "Heins, D. C." "1991" "Notropis_longirostris" "no" "wild" "single" 0.885 15
161 "Heins, D. C., Baker, J. A., De Silva, G. & Birden, E. L." "2005" "Pungitius_pungitius" "no" "wild" "single" 0.812 123
161 "Heins, D. C., Baker, J. A., De Silva, G. & Birden, E. L." "2005" "Pungitius_pungitius" "no" "wild" "single" 0.779 132
161 "Heins, D. C., Baker, J. A., De Silva, G. & Birden, E. L." "2005" "Pungitius_pungitius" "no" "wild" "single" 0.839 47
161 "Heins, D. C., Baker, J. A., De Silva, G. & Birden, E. L." "2005" "Pungitius_pungitius" "no" "wild" "single" 0.885 51
162 "Heins, D. C., Baker, J. A., Toups, M. A. & Birden, E. L." "2010" "Gasterosteus_aculeatus" "no" "wild" "single" 0.886 48
162 "Heins, D. C., Baker, J. A., Toups, M. A. & Birden, E. L." "2010" "Gasterosteus_aculeatus" "no" "wild" "single" 0.881 86
162 "Heins, D. C., Baker, J. A., Toups, M. A. & Birden, E. L." "2010" "Gasterosteus_aculeatus" "no" "wild" "single" 0.783 351
162 "Heins, D. C., Baker, J. A., Toups, M. A. & Birden, E. L." "2010" "Gasterosteus_aculeatus" "no" "wild" "single" 0.828 208
163 "Hendrickx, F. & Maelfait, J. P." "2003" "Pirata_piraticus" "no" "captive" "single" 0.4 28
164 "Herreras, M. V., Montero, F. E., Marcogliese, D. J., Raga, J. A. & Balbuena, J. A." "2007" "Anisakis_simplex" "no" "wild" "single" 0.671 50
164 "Herreras, M. V., Montero, F. E., Marcogliese, D. J., Raga, J. A. & Balbuena, J. A." "2007" "Contracaecum_osculatum" "no" "wild" "single" 0.54 50
164 "Herreras, M. V., Montero, F. E., Marcogliese, D. J., Raga, J. A. & Balbuena, J. A." "2007" "Pseudoterranova_decipiens" "no" "wild" "single" 0.659 50
165 "Herrmann, P. A. & Herrmann, H. W." "2005" "Chamaeleo_montium" "yes" "captive" "single" 0.79 49
166 "Huang, W. S." "2010" "Sphenomorphus_incognitus" "yes" "wild" "single" 0.65 10
167 "Huang, W. S." "2011" "Emoia_atrocostata" "yes" "wild" "single" 0.236 20
168 "Huang, W. S." "1998" "Takydromus_hsuehshanensis" "yes" "wild" "single" 0.45 39
169 "Huang, W. S." "2006a" "Mabuya_longicaudata" "yes" "wild" "single" 0.68 22
170 "Huang, W. S." "2006b" "Takydromus_sauteri" "yes" "wild" "single" 0.156 31
171 "Huang, W. S." "2007" "Japalura_swinhonis" "yes" "wild" "single" 0.208 22
172 "Iverson, J. B., Higgins, H., Sirulnik, A. & Griffiths, C." "1997" "Chelydra_serpentina" "yes" "wild" "single" 0.52 23
173 "Iverson, J. B., Barthelmess, E. L., Smith, G. R. & Derivera, C. E." "1991" "Kinosternon_hirtipes" "yes" "wild" "single" 0.49 34
174 "Iverson, J. B. & Smith, G. R." "1993" "Chrysemys_picta" "yes" "wild" "single" 0.23 221
175 "Iverson, J. B. & Moler, P. E." "1997" "Apalone_ferox" "yes" "wild" "single" 0.66 54
176 "Iverson, J. B." "2002" "Sternotherus_carinatus" "yes" "wild" "single" 0.82 55
177 "Iverson, J. B., Hines, K. N. & Valiulis, J. M." "2004" "Cyclura_cychlura" "yes" "wild" "single" 0.73 74
178 "Iverson, J. B." "2010" "Kinosternon_scorpioides" "yes" "wild" "single" 0.93 9
179 "Iverson, J. B., Young, C. A., Akre, T. S. B. & Griffiths, C. M." "2012" "Pituophis_catenifer" "yes" "wild" "single" 0.48 49
180 "Ji, X., Qiu, Q. B. & Diong, C. H." "2002" "Calotes_versicolor" "yes" "captive" "single" 0.681 65
181 "Jones, R. L." "2006" "Graptemys_oculifera" "yes" "wild" "single" 0.704 134
182 "Jonsson, N. & Jonsson, B." "1999" "Salmo_trutta" "no" "captive" "single" 0.777 50
182 "Jonsson, N. & Jonsson, B." "1999" "Salmo_trutta" "no" "captive" "single" 0.586 50
182 "Jonsson, N. & Jonsson, B." "1999" "Salmo_trutta" "no" "captive" "single" 0.432 50
182 "Jonsson, N. & Jonsson, B." "1999" "Salmo_trutta" "no" "captive" "single" 0.898 99
182 "Jonsson, N. & Jonsson, B." "1999" "Salmo_trutta" "no" "captive" "single" 0.667 21
183 "Jordan, M. A. & Snell, H. L." "2002" "Microlophus_delanonis" "yes" "wild" "single" 0.525 325
184 "Kamosawa, M. & Ota, H." "1996" "Ramphotyphlops_braminus" "yes" "captive" "single" 0.582 19
186 "Kennett, R." "1999" "Chelodina_rugosa" "yes" "wild" "single" 0.445 140
186 "Kennett, R." "1999" "Elseya_dentata" "yes" "wild" "single" 0.607 41
187 "Khudamrongsawat, J., Arrington, D. A. Kuhajda, B. R. & Rypel, A. L." "2005" "Etheostoma_chermocki" "no" "wild" "single" 0.731 38
188 "Kiefer, M. C., Van Sluys, M. & Rocha, C. F. D." "2008" "Tropidurus_torquatus" "yes" "wild" "single" 0.475 175
189 "King, R. B." "1993" "Storeria_dekayi" "yes" "captive" "single" 0.67 25
190 "Knapp, C. R., Iverson, J. B. & Owens, A. K." "2006" "Cyclura_cychlura" "yes" "wild" "single" 0.818 32
190 "Knapp, C. R., Iverson, J. B. & Owens, A. K." "2006" "Cyclura_cychlura" "yes" "wild" "single" 0.74 70
191 "Krug, P. J." "2001" "Alderia_modesta" "no" "captive" "single" 0.272 29
192 "Lardies, M. A. & Wehrtmann, I. S." "1997" "Betaeus_emarginatus" "no" "captive" "single" 0.894 38
193 "Lardies, M. A. & Wehrtmann, I. S." "2001" "Betaeus_truncatus" "no" "captive" "single" 0.739 22
193 "Lardies, M. A. & Wehrtmann, I. S." "2001" "Betaeus_truncatus" "no" "captive" "single" 0.712 24
193 "Lardies, M. A. & Wehrtmann, I. S." "2001" "Betaeus_truncatus" "no" "captive" "single" 0.759 26
194 "Lichtenbelt, W. D. V. & Albers, K. B." "1993" "Iguana_iguana" "yes" "captive" "single" 0.88 68
194 "Lichtenbelt, W. D. V. & Albers, K. B." "1993" "Iguana_iguana" "yes" "captive" "single" 0.89 28
195 "Lin, L. H., Mao, F., Chen, C. & Ji, X." "2012" "Ptyas_korros" "yes" "captive" "single" 0.539 25
195 "Lin, L. H., Mao, F., Chen, C. & Ji, X." "2012" "Ptyas_korros" "yes" "captive" "single" 0.506 21
195 "Lin, L. H., Mao, F., Chen, C. & Ji, X." "2012" "Ptyas_korros" "yes" "captive" "single" 0.673 31
196 "Lin, Z. H., Ji, X., Luo, L. G. & Ma, X. M." "2005" "Deinagkistrodon_acutus" "yes" "captive" "single" 0.464 16
197 "Litzgus, J. D., Bolton, F. & Schulte-Hostedde, A. I." "2008" "Clemmys_guttata" "yes" "wild" "single" -0.06 13
198 "Ljubisavljevic, K., Dzukic, G. & Kalezic, M. L." "2008" "Darevskia_praticola" "yes" "captive" "single" 0.67 17
199 "Ljubisavljevic, K., Glasnovic, P., Kalan, K. & Krystufek, B." "2012" "Iberolacerta_horvathi" "yes" "captive" "single" 0.38 16
200 "Lu, H. L., Gao, J. F., Ma, X. H., Lin, Z. H. & Ji, X." "2012" "Plestiodon_chinensis" "yes" "captive" "single" 0.529 25
200 "Lu, H. L., Gao, J. F., Ma, X. H., Lin, Z. H. & Ji, X." "2012" "Plestiodon_chinensis" "yes" "captive" "single" 0.276 26
200 "Lu, H. L., Gao, J. F., Ma, X. H., Lin, Z. H. & Ji, X." "2012" "Plestiodon_chinensis" "yes" "captive" "single" 0.523 20
200 "Lu, H. L., Gao, J. F., Ma, X. H., Lin, Z. H. & Ji, X." "2012" "Plestiodon_chinensis" "yes" "captive" "single" 0.515 15
201 "Luddecke, H." "2002" "Hyla_labialis" "no" "captive" "single" 0.297 85
201 "Luddecke, H." "2002" "Hyla_labialis" "no" "captive" "single" 0.307 25
201 "Luddecke, H." "2002" "Hyla_labialis" "no" "captive" "single" 0.385 15
202 "Luiselli, L., Capula, M. & Shine, R." "1997" "Natrix_natrix" "yes" "captive" "single" 0.93 19
203 "Green, W. C. H. & Rothstein, A." "1991" "Bison_bison" "yes" "wild" "single" -0.328 37
203 "Green, W. C. H. & Rothstein, A." "1991" "Bison_bison" "yes" "wild" "single" 0.107 19
203 "Green, W. C. H. & Rothstein, A." "1991" "Bison_bison" "yes" "wild" "single" -0.052 34
204 "Arnold, T., Howerter, D., Dervies, J., Joynt, B., Emery, R. & Anderseon , M." "2002" "Anas_platyrhynchos" "yes" "wild" "life" -0.041 587
205 "Baexa, J." "2007" "Lysmata_wurdemanni" "no" "captive" "single" 0.88 49
206 "Bowden, R., Paitz, R. & Janzen, F." "2011" "Chrysemys_picta" "yes" "wild" "single" 0.415 40
207 "Brown, G. & Shine, R." "2002" "Tropidonophis_mairii" "yes" "wild" "single" 0.829 157
208 "Camargo, A., Sarroca, M. & Maneyro, R." "2008" "Physalaemus_biligonigerus" "no" "wild" "single" 0.2 22
208 "Camargo, A., Sarroca, M. & Maneyro, R." "2008" "Physalaemus_gracilis" "no" "wild" "single" 0.694 37
209 "de Buffrenil, V. & Rimblot-Baly, F." "1999" "Varanus_niloticus" "yes" "wild" "single" 0.807 122
210 "Diaz, J. A., Perez-Tris, Bauwens, D., Perez-Aranda, D. Carbonell, R., Santos, T &  Telleria, J." "2007" "Psammodromus_algirus" "yes" "wild" "single" -0.477 54
210 "Diaz, J. A., Perez-Tris, Bauwens, D., Perez-Aranda, D. Carbonell, R., Santos, T &  Telleria, J." "2007" "Psammodromus_algirus" "yes" "wild" "single" -0.444 22
211 "Diaz-Paniagua, C., Keller, C. & Andreu, D." "1996" "Testudo_graeca" "yes" "wild" "single" 0.266 38
212 "Ferguson, G. & Talent, L." "1993" "Sceloporus_undulatus" "yes" "captive" "single" 0.572 42
213 "Harvey, J., Harvey, I & Thompson, D." "2001" "Venturia_canescens" "no" "captive" "life" 0.503 30
214 "Heins, D., Johnson, J. & Baker, J." "2003" "Pungitius_pungitius" "no" "wild" "single" 0.807 15
214 "Heins, D., Johnson, J. & Baker, J." "2003" "Pungitius_pungitius" "no" "wild" "single" 0.698 115
215 "Hepp, G & Kennamer, R." "1993" "Aix_sponsa" "yes" "wild" "single" 0.207 97
216 "Ji, X. & Brana, F." "2000" "Podarcis_muralis" "yes" "wild" "single" 0.721 53
217 "Johnson, J & Hatch, J." "1991" "Etheostoma_microperca" "no" "wild" "single" 0.658 20
218 "Jones, H., Todd, C & Lambert, W." "1996" "Adalaria_proxima" "no" "wild" "single" 0.075 61
219 "Klingenberg, C. & Spence, J." "1997" "Gerris_buenoi" "no" "wild" "life" 0.101 339
220 "Macip-Ri_os, R. Cisneros, M.,  Aguilar-Miguel X., & Casas-Andreu, G." "2009" "Kinosternon_integrum" "yes" "wild" "single" 0.728 20
221 "Mallory, M., McNicol, D. & Weatherhead, P." "1994" "Bucephala_clangula" "yes" "wild" "single" 0.06 23
222 "Mappes, J., Kaitala, A. & Rinne, V. " "1996" "Elasmostethus_interstinctus" "no" "captive" "single" 0.68 17
223 "Marta-Silva, V., Ramirez-Bautista, A & Johnson, J. D" "2010" "Aspidoscelis_marmorata" "yes" "wild" "single" 0.316 11
223 "Marta-Silva, V., Ramirez-Bautista, A & Johnson, J. D" "2010" "Aspidoscelis_tesselata" "yes" "wild" "single" 0.677 22
224 "Maxwell, M. & Hanlon, R." "2000" "Loligo_pealeii" "no" "captive" "life" 0.491 18
225 "Messina, F. J. & Fry, J. D." "2003" "Callosobruchus_maculatus" "no" "captive" "life" 0.41 2201
226 "Messina, F. J. & Slade, A. F." "2003" "Callosobruchus_maculatus" "no" "captive" "life" 0.373 299
227 "Meszaros, A., Toth, Z. & Pasztor, L." "2006" "Parus_major" "yes" "wild" "single" 0.03 24
228 "Miles, D. B., Sinervo, B. & Frankino, W. " "2000" "Uta_stansburiana" "yes" "wild" "single" 0.173 33
229 "Miller, B. & Sinervo, B." "2007" "Ariolimax_dolichophallus" "no" "captive" "single" -0.09 37
230 "Mojica, B. H., Rey, B. H., Serrano, V. H. & Ramirez-Pinilla, M. P." "2003" "Cnemidophorus_lemniscatus" "yes" "wild" "single" 0.52 46
232 "Navarrete, N., Soto, R., Quiroga, E., Vargas, M., & Wehrtmann, I. S." "1999" "Eurypodius_latreillii" "no" "wild" "single" 0.69 14
233 "Nieuwolt-Dacanay, P. M." "1997" "Terrapene_ornata" "yes" "wild" "single" 0.342 203
235 "Nkosi, W,., Heideman, J. & Van Wyk, J." "2004" "Pedioplanis_burchelli" "yes" "wild" "single" -0.01 78
237 "Oritz, M., Oca, A. & Ugarte, I." "2001" "Sceloporus_torquatus" "yes" "wild" "single" 0.632 50
238 "Ost, M. & Steele, B." "2010" "Somateria_mollissima" "yes" "wild" "single" 0.148 247
239 "Peillon, J., Puzin, C., Acou, A. & Outreman, Y." "2009" "Arctosa_fulvolineata" "no" "wild" "single" 0.769 29
240 "Platt, S., Hastings, R. and Brantley, C." "1995" "Alligator_mississippiensis" "yes" "wild" "single" -0.33 11
241 "Platt, S., Rainwater, T., Thorbjarnarson, J. & McMurry, S." "2008" "Crocodylus_moreletii" "yes" "wild" "single" 0.604 16
242 "Pleguezuelos, J. & Feriche, M." "1999" "Coluber_hippocrepis" "yes" "wild" "single" 0.79 8
243 "Poizat, G., Rosecchi, E. & Crivelli, A." "2002" "Gasterosteus_aculeatus" "no" "wild" "single" 0.89 176
245 "Punzo, F. & Farmer, C." "2006" "Pardosa_sierra" "no" "wild" "single" 0.255 117
246 "Radder, R. & Shanbhag, B." "2003" "Sitana_ponticeriana" "yes" "wild" "single" 0.474 29
247 "Ramirez-Bautista, A., Balderas-Valdiva, C. & Vitt, L." "2000" "Cnemidophorus_lineatissimus" "yes" "wild" "single" 0.819 19
248 "Ramirez-Bautista, A. & Gutierrez-Mayan, G.." "2003" "Sceloporus_utiformis" "yes" "wild" "single" 0.26 72
249 "Ramirez-Bautista, A. & Rosa, D." "2002" "Cnemidophorus_communis" "yes" "wild" "single" 0.45 17
251 "Randriamahazo, H & Mori, A" "2001" "Oplurus_cuvieri" "yes" "wild" "single" 0.363 17
252 "Robinson, T., Siefferman, L. & Risch, T." "2010" "Sialia_sialis" "yes" "wild" "single" 0.104 51
253 "Rocha, C." "2008" "Ameiva_ameiva" "yes" "wild" "single" 0.489 11
254 "Roosenburg, W. & Dunham, A." "1997" "Malaclemys_terrapin" "yes" "wild" "single" 0.35 94
254 "Roosenburg, W. & Dunham, A." "1997" "Malaclemys_terrapin" "yes" "wild" "single" 0.223 95
255 "Rodriguez-Dominguez, M. & Molina-Borja, M." "1998" "Gallotia_simonyi" "yes" "wild" "single" 0.587 17
256 "Romero_Schmidt, H., Ortega-Rubio, A. & Acevedo_Beltran, M." "1999" "Urosaurus_nigricaudus" "yes" "wild" "single" -0.42 27
257 "Rosen, P." "1991" "Coluber_constrictor" "yes" "wild" "single" 0.937 22
258 "Rowe, J." "1992" "Emydoidea_blandingii" "yes" "wild" "single" -0.64 17
262 "Sasvari, L. & Hegyo, Z." "2001" "Ciconia_ciconia" "yes" "wild" "single" 0.397 62
263 "Schwarzkopf, L." "1992" "Eulamprus_tympanum" "yes" "captive" "single" 0.3 93
264 "Segers, F. H. I .D. & Taborsky, B." "2012" "Eretmodus_cyanostictus" "no" "captive" "single" 0.69 10
265 "Senechal, E., Bety, J. & Gilchrist, H. G." "2011" "Somateria_mollissima" "yes" "wild" "single" -0.126 47
266 "Shanbhag, B. A.,Radder, R. S. & Saidapur, S. K." "2000" "Calotes_versicolor" "yes" "wild" "single" 0.556 131
267 "Shine, R., Ambariyanto, Harlow, P. S. & Mumpuni" "1999" "Python_reticulatus" "yes" "wild" "single" 0.94 18
268 "Simpson, M. R." "1993" "Alopecosa_hirtipes" "no" "wild" "single" 0.172 40
268 "Simpson, M. R." "1993" "Alopecosa_hirtipes" "no" "wild" "single" 0.619 55
268 "Simpson, M. R." "1993" "Pardosa_glacialis" "no" "wild" "single" 0.594 45
268 "Simpson, M. R." "1993" "Pardosa_glacialis" "no" "wild" "single" 0.615 55
269 "Smith, G. R., Ballinger, R. E. & Rose, B. R." "1995" "Sceloporus_virgatus" "yes" "wild" "single" 0.705 297
272 "Tanaka, K. & Mori, A." "2011" "Elaphe_quadrivirgata" "yes" "captive" "single" 0.52 43
272 "Tanaka, K. & Mori, A." "2011" "Elaphe_quadrivirgata" "yes" "captive" "single" 0.37 12
275 "Thorbjarnarson, J. B." "1996" "Alligator_mississippiensis" "yes" "wild" "single" 0.79 5
275 "Thorbjarnarson, J. B." "1996" "Caiman_crocodilus" "yes" "wild" "single" 0.78 12
275 "Thorbjarnarson, J. B." "1996" "Caiman_latirostris" "yes" "wild" "single" 0.16 4
275 "Thorbjarnarson, J. B." "1996" "Crocodylus_acutus" "yes" "wild" "single" 0.98 4
275 "Thorbjarnarson, J. B." "1996" "Crocodylus_niloticus" "yes" "wild" "single" 0.75 7
275 "Thorbjarnarson, J. B." "1996" "Crocodylus_porosus" "yes" "wild" "single" 0.74 6
276 "Thorbjarnarson, J. B. & Hernandez, G." "1993" "Crocodylus_intermedius" "yes" "captive" "single" 0.596 53
277 "Timi, J. T., Lanfranchi, A. L. & Poulin, R." "2005" "Lernanthropus_cynoscicola" "no" "wild" "single" 0.86 54
278 "Tinkle, D. W., Dunham, A. E. & Congdon, J. D." "1993" "Sceloporus_graciosus" "yes" "wild" "single" 0.417 56
279 "Todd, B. D., Willson, J. D., Winne, C. T., Semlitsch, R. D. & Gibbons, J. W." "2008" "Tantilla_coronata" "yes" "wild" "single" 0.399 34
280 "Tucker, J. K., Paukstis, G. L. & Janzen, F. J." "1998" "Trachemys_scripta" "yes" "wild" "single" 0.45 782
281 "Uller, T. & Olsson, M." "2005" "Zootoca_vivipara" "yes" "captive" "single" 0.56 25
281 "Uller, T. & Olsson, M." "2005" "Zootoca_vivipara" "yes" "wild" "single" 0.61 45
282 "Vitt, L. J." "1991" "Plica_plica" "yes" "wild" "single" 0.64 46
283 "Vitt, L. J." "1993" "Tropidurus_oreadicus" "yes" "wild" "single" 0.679 17
283 "Vitt, L. J." "1993" "Tropidurus_oreadicus" "yes" "wild" "single" 0.045 18
283 "Vitt, L. J." "1993" "Tropidurus_oreadicus" "yes" "wild" "single" 0.15 45
283 "Vitt, L. J." "1993" "Tropidurus_oreadicus" "yes" "wild" "single" 0.7 24
283 "Vitt, L. J." "1993" "Tropidurus_hispidus" "yes" "wild" "single" 0.68 90
283 "Vitt, L. J." "1993" "Tropidurus_semitaeniatus" "yes" "wild" "single" 0.045 86
284 "Vitt, L. J. & Decarvalho, C. M." "1992" "Kentropyx_striatu" "yes" "wild" "single" 0.598 21
286 "Wehrtmann, I. S. & Lardies, M. A." "1999" "Austropandalus_grayi" "no" "wild" "single" 0.42 46
288 "Witzell, W. N., Salgado-Quintero, A. & Garduno-Dionte, M." "2005" "Lepidochelys_kempii" "yes" "wild" "single" 0.15 69
289 "Yoshimura, M." "2003" "Isoperla_aizuana" "no" "captive" "single" 0.599 12
289 "Yoshimura, M." "2003" "Stavsolus_japonicus" "no" "captive" "single" 0.566 9
289 "Yoshimura, M." "2003" "Sweltsa_sp" "no" "captive" "single" 0.561 24
290 "Zicus, M. C." "1997" "Lophodytes_cucullatus" "yes" "wild" "single" 0.64 58
291 "Zuffi, M. A. L., Celani, A., Foschi, E. & Tripepi, S." "2007" "Emys_orbicularis" "yes" "wild" "single" 0.127 72
292 "Tiwari, M. & Bjorndal, K." "2000" "Caretta_caretta" "yes" "wild" "single" 0.119 9
292 "Tiwari, M. & Bjorndal, K." "2000" "Caretta_caretta" "yes" "wild" "single" 0.632 47
292 "Tiwari, M. & Bjorndal, K." "2000" "Caretta_caretta" "yes" "wild" "single" 0.432 27
294 "Winkler, W. & Allen, P." "1996" "Tachycineta_bicolor" "yes" "wild" "single" 0.482 52
296 "Murphy, M., Armbrecth, B., Vlamis, E. & Pierce, A." "2000" "Tachycineta_bicolor" "yes" "wild" "single" -0.506 42
301 "Bots, J., Van Dongen, A., Adriaens, T., Dumont, H., Stocks, R. & Van Gossum, H." "2009" "Enallagma_cyathigerum" "no" "wild" "single" 0.463 39
302 "Bradshaw, W. & Holzapfel, C." "1992" "Wyeomyia_smithii" "no" "captive" "single" 0.867 40
303 "Ellers, J., Driessen, G. & Sevenster, J." "2000" "Asobara_tabida" "no" "captive" "single" 0.216 75
305 "Galan, P. & Vicente, L." "2003" "Teira_dugesii" "yes" "wild" "single" 0.475 25
307 "Longpierre, S., Grenot, C. & Hailey, A." "2003" "Testudo_hermanni" "yes" "wild" "single" -0.448 13
308 "Marangoni, F., Tejedo, M. & Gomez-Mestre, I." "2008" "Epidalea_calamita" "no" "wild" "single" 0.705 229
308 "Marangoni, F., Tejedo, M. & Gomez-Mestre, I." "2008" "Pelobates_cultripes" "no" "wild" "single" 0.459 73
309 "Naimi, M., Znari, M., Lovich, J., Feddadi, Y. & Baamrane, M." "2012" "Mauremys_leprosa" "yes" "wild" "single" 0.71 28
310 "Prado, C. & Haddad, C." "2005" "Hyla_nana" "no" "wild" "single" 0.706 12
310 "Prado, C. & Haddad, C." "2005" "Hyla_raniceps" "no" "wild" "single" 0.418 23
310 "Prado, C. & Haddad, C." "2005" "Leptodactylus_chaquensis" "no" "wild" "single" 0.489 26
310 "Prado, C. & Haddad, C." "2005" "Leptodactylus_podicipinus" "no" "wild" "single" 0.73 9
310 "Prado, C. & Haddad, C." "2005" "Lysapus_limellus" "no" "wild" "single" 0.395 19
310 "Prado, C. & Haddad, C." "2005" "Physalaemus_albonotatus" "no" "wild" "single" 0.54 12
310 "Prado, C. & Haddad, C." "2005" "Scinax_acuminatus" "no" "wild" "single" 0.589 9
311 "Rua, M. & P., Galan" "2002" "Iberolacerta_monticola" "yes" "captive" "single" 0.61 54
312 "Pignati, M. & Pezzuti, C." "2012" "Podocnemis_unifilis" "yes" "wild" "single" 0.727 11
313 "Rosen, P. & Goldberg, S." "2002" "Crotalus_atrox" "yes" "wild" "single" 0.389 28
314 "Austin, A." "1984" "Clubiona_robusta" "no" "wild" "single" 0.81 24
315 "Camargo, A., Naya, D., Canavero, A., Rosa, I. & Maneyro, R." "2005" "Physalaemus_gracilis" "no" "wild" "single" 0.6 64
316 "Giaretta, A. & Menin, M." "2004" "Physalaemus_fuscomaculatus" "no" "wild" "single" 0.48 9
317 "Maneyro, R., Nunez, D., Borteiro, C., Tedros, M & Kolenc, F." "2008" "Physalaemus_henselii" "no" "wild" "single" 0.688 63
318 "Tinkle, D. & Ballinger, R." "1972" "Sceloporus_undulatus" "yes" "wild" "single" 0.43 194
319 "Tinkle, D." "1972" "Sceloporus_undulatus" "yes" "wild" "single" 0.38 43
320 "Tinkle, D. W. & Dunham, A. E." "1983" "Urosaurus_ornatus" "yes" "wild" "single" 0.336 104
321 "Vinegar, M" "1975" "Sceloporus_virgatus" "yes" "wild" "single" 0.756 131
322 "Vinegar, M" "1975" "Sceloporus_undulatus" "yes" "wild" "single" 0.464 39
322 "Vinegar, M" "1975" "Sceloporus_undulatus" "yes" "wild" "single" 0.72 69
323 "Baskale, E., Sayim, F., Yildirim, S., Atatur, M. & Kaya, U." "2011" "Bufo_viridis" "no" "wild" "single" 0.616 63
324 "Bejakovic, D., Kalezic, M. Aleksic, I., Dzukic, G. & Crnobrnja-Isalovic, J." "1995" "Podarcis_melisellensis" "yes" "wild" "single" 0.81 6
324 "Bejakovic, D., Kalezic, M. Aleksic, I., Dzukic, G. & Crnobrnja-Isalovic, J." "1995" "Podarcis_melisellensis" "yes" "captive" "single" 0.099 38
325 "Campos, Z., Magnusson, W., Sanaiotti, T. & Coutinho, M." "2008" "Caiman_crocodilus" "yes" "wild" "single" 0.61 153
326 "Diaz_Paniagua, C., Cuadrado, M., Blazquez, C. & Mateo, J." "2002" "Chamaeleo_chamaeleon" "yes" "wild" "single" 0.686 41
