"study"	"treatment"	"control"	"yi"	"sei"	"vi"	"m1i"	"sd1i"	"n1i"	"m2i"	"sd2i"	"n2i"	"instrument"	"time.week"	"sessions"	"country"	"mean.age"	"percent.women"	"rob"
"136"	"Hope, 1995"	"exposure"	"wlc"	1.25149363389996	0.492632776721226	0.242687052700065	15.7	8.2	10	23.8	3.1	10	"sads"	12	12	"north america"	34.3	50	"high"
"137"	"Iavaonia, 2016"	"3rd (gsh)"	"wlc"	0.785933814686418	0.238360538881251	0.0568157464957604	51.04	22.45	37	68.98	22.73	39	"lsas-sr"	10	8	"europe"	35.3	64.5	"high"
"138"	"Iavaonia, 2016"	"3rd (ush)"	"wlc"	0.607780635993357	0.234837158783189	0.0551484911453607	54.87	23.24	37	68.98	22.73	39	"lsas-sr"	10	8	"europe"	35.3	64.5	"high"
"139"	"Johansson, 2017"	"other psy"	"wlc"	0.494094635113597	0.239349023321499	0.0572879549649555	43.29	23.69	36	55.2	24	36	"lsas-sr"	10	9	"europe"	42.9	61.1	"low"
"140"	"Kählke, 2019"	"cbt"	"wlc"	0.63946438497111	0.145017535062004	0.0210300854754596	58.82	20.45	100	72.51	22.17	100	"lsas-sr"	10	9	"europe"	26.7	62	"some concerns"
"141"	"Kählke, 2019"	"cbt"	"wlc"	0.545384999365076	0.144046120364438	0.0207492847920462	36.72	13.86	100	44.36	14.05	100	"sias"	10	9	"europe"	26.7	62	"some concerns"
"142"	"Kählke, 2019"	"cbt"	"wlc"	0.754407977941975	0.146402468677985	0.0214336828350084	21.03	11.54	100	30.63	13.72	100	"sps"	10	9	"europe"	26.7	62	"some concerns"
"143"	"Kampmann, 2016"	"exposure (in vivo)"	"wlc"	0.443426071705661	0.337590848284018	0.113967580845123	3.61	3.47	18	5.33	4.09	18	"dass anxiety"	5	10	"europe"	36.9	63.3	"some concerns"
"144"	"Kampmann, 2016"	"exposure (vr)"	"wlc"	-0.44023352641873	0.333050967213378	0.110922946761767	7.21	4.26	19	5.33	4.09	18	"dass anxiety"	5	10	"europe"	36.9	63.3	"some concerns"
"145"	"Kampmann, 2016"	"exposure (in vivo)"	"wlc"	1.08446650485428	0.358045091264771	0.128196287378798	24.72	12.1	18	36.44	8.77	18	"fne-b"	5	10	"europe"	36.9	63.3	"some concerns"
"146"	"Kampmann, 2016"	"exposure (vr)"	"wlc"	0.0445429806178783	0.328960700203263	0.108215142278221	36.05	8.37	19	36.44	8.77	18	"fne-b"	5	10	"europe"	36.9	63.3	"some concerns"
"147"	"Kampmann, 2016"	"exposure (in vivo)"	"wlc"	0.87450183868748	0.349601161729129	0.122220972282357	39.22	25.01	18	58	16.01	18	"lsas-sr"	5	10	"europe"	36.9	63.3	"some concerns"
"148"	"Kampmann, 2016"	"exposure (vr)"	"wlc"	0.126952180253388	0.32926379158834	0.10841464445113	55.74	18.65	19	58	16.01	18	"lsas-sr"	5	10	"europe"	36.9	63.3	"some concerns"
"149"	"Khoramnia, 2020"	"3rd"	"wlc"	0.334279221297702	0.429607074598569	0.18456223854514	46.6	59.45	11	61.45	10.89	11	"spin"	12	12	"asia"	22.1	70.83	"high"
"150"	"Kim, 2022"	"exposure"	"wlc"	0.552550552198919	0.283561636517106	0.0804072017042593	38.62	8.46	28	43.1	7.39	24	"fne-b"	2	8	"asia"	23.4	38.5	"high"
"151"	"Kim, 2022"	"exposure"	"wlc"	-0.0111019292045317	0.278176516013255	0.0773821740612727	8.29	3.95	28	8.25	3.01	24	"hads-a"	2	8	"asia"	23.4	38.5	"high"
"152"	"Kim, 2022"	"exposure"	"wlc"	0.705493298364111	0.286904781799497	0.082314353819417	53	23.61	28	68.85	20.25	24	"lsas-sr"	2	8	"asia"	23.4	38.5	"high"
"153"	"Kim, 2022"	"exposure"	"wlc"	0.358747942726345	0.280457885980721	0.0786566258087751	35.48	15.46	28	40.75	13.21	24	"sias"	2	8	"asia"	23.4	38.5	"high"
"154"	"Kocovski, 2013"	"3rd"	"wlc"	0.743159895853798	0.233397878021972	0.0544745694651593	33.91	14.79	53	43.82	9.9	31	"spin"	12	12	"north america"	34.4	54	"high"
"155"	"Kocovski, 2013"	"cbt"	"wlc"	0.789028881286199	0.234308952543672	0.0549006852421127	33.72	14.04	53	43.82	9.9	31	"spin"	12	12	"north america"	34.4	54	"high"
"156"	"Koszycki, 2016"	"3rd"	"wlc"	1.77915075241769	0.414381202990662	0.171711781391988	42.16	18.1	17	74.47	17.3	16	"lsas"	12	12	"north america"	39.8	79.49	"low"
"157"	"Koszycki, 2016"	"3rd"	"wlc"	1.98982939590968	0.429362100051195	0.184351812960372	23.22	7.8	17	41	9.6	16	"spin"	12	12	"north america"	39.8	79.49	"low"
"158"	"Ledley, 2009"	"cbt"	"wlc"	1.11669792061686	0.372202590682751	0.138534768510952	3.92	1.12	15	5.24	1.18	19	"adis"	20	16	"north america"	34.9	57.9	"high"
"159"	"Ledley, 2009"	"cbt"	"wlc"	1.68553676516768	0.403886399667291	0.163124223836207	21.3	5.69	15	31.23	5.8	19	"fne-b"	20	16	"north america"	34.9	57.9	"high"
"160"	"Ledley, 2009"	"cbt"	"wlc"	0.773456216045275	0.358506136929606	0.128526650216189	46.81	20.26	15	62.98	20.53	19	"lsas"	20	16	"north america"	34.9	57.9	"high"
"161"	"Ledley, 2009"	"cbt"	"wlc"	2.52977568106629	0.466927656991895	0.218021436863941	27.63	6.86	15	45.89	7.19	19	"sias"	20	16	"north america"	34.9	57.9	"high"
"162"	"Ledley, 2009"	"cbt"	"wlc"	1.7849575424481	0.410422735271776	0.168446821627966	14.64	9.76	15	32.71	9.98	19	"sps"	20	16	"north america"	34.9	57.9	"high"
"163"	"Leichsenring, 2013"	"cbt"	"wlc"	0.989482711588691	0.138389521409826	0.0191516596360407	42.94	25.41	209	68.13	25.34	79	"lsas"	NA	25	"europe"	35.2	54.6	"some concerns"
"164"	"Leichsenring, 2013"	"dyn"	"wlc"	0.645473200148763	0.134986649480827	0.0182213955380597	50.71	27.49	207	68.13	25.34	79	"lsas"	NA	25	"europe"	35.2	54.6	"some concerns"
"165"	"Leichsenring, 2013"	"cbt"	"wlc"	0.754655820239641	0.135782370613546	0.0184368521694344	66.28	26.86	209	85.7	22.17	79	"spai"	NA	25	"europe"	35.2	54.6	"some concerns"
"166"	"Leichsenring, 2013"	"dyn"	"wlc"	0.372562769639905	0.133165672161179	0.0177330962421386	76.67	24.89	207	85.7	22.17	79	"spai"	NA	25	"europe"	35.2	54.6	"some concerns"
"167"	"Mattick, 1989"	"cbt"	"wlc"	2.08404919544987	0.550560789251187	0.30311718266089	79.9	24.9	11	31.4	19.1	10	"bat"	6	6	"australia"	41.6	53.5	"high"
"168"	"Mattick, 1989"	"ct"	"wlc"	0.531709484697911	0.445211217937594	0.198213028577476	44.2	26.2	11	31.4	19.1	10	"bat"	6	6	"australia"	41.6	53.5	"high"
"169"	"Mattick, 1989"	"exposure"	"wlc"	1.94482802007449	0.53723943344909	0.288626208852699	72.5	21.3	11	31.4	19.1	10	"bat"	6	6	"australia"	41.6	53.5	"high"
"170"	"Mattick, 1989"	"cbt"	"wlc"	0.275486548836747	0.439169422193975	0.19286978139019	18.1	10.2	11	21	10	10	"fne"	6	6	"australia"	41.6	53.5	"high"
"171"	"Mattick, 1989"	"ct"	"wlc"	0.0411206409932771	0.436981436072585	0.190952775472059	20.6	8.7	11	21	10	10	"fne"	6	6	"australia"	41.6	53.5	"high"
"172"	"Mattick, 1989"	"exposure"	"wlc"	-0.0714035469405459	0.437082154433333	0.191040809724084	21.6	5.8	11	21	10	10	"fne"	6	6	"australia"	41.6	53.5	"high"
"173"	"Mattick, 1989"	"cbt"	"wlc"	2.03249230738811	0.545558490552258	0.297634066613658	3.5	2	11	6.9	1	10	"fq-ar"	6	6	"australia"	41.6	53.5	"high"
"174"	"Mattick, 1989"	"ct"	"wlc"	1.03364945046214	0.467452667633952	0.218511996478098	5.1	2.1	11	6.9	1	10	"fq-ar"	6	6	"australia"	41.6	53.5	"high"
"175"	"Mattick, 1989"	"exposure"	"wlc"	1.38444173547279	0.490333014824074	0.240426465426466	4.2	2.4	11	6.9	1	10	"fq-ar"	6	6	"australia"	41.6	53.5	"high"
"176"	"Mattick, 1989"	"cbt"	"wlc"	1.54666666666667	0.502703662365231	0.252710972155416	3.1	1.8	11	6	1.8	10	"fq-sr"	6	6	"australia"	41.6	53.5	"high"
"177"	"Mattick, 1989"	"ct"	"wlc"	1.04795669777817	0.468274935746793	0.219281415448663	4.2	1.5	11	6	1.8	10	"fq-sr"	6	6	"australia"	41.6	53.5	"high"
"178"	"Mattick, 1989"	"exposure"	"wlc"	1.34678368523706	0.487615903394642	0.237769269243373	3.4	1.9	11	6	1.8	10	"fq-sr"	6	6	"australia"	41.6	53.5	"high"
"179"	"Mattick, 1989"	"cbt"	"wlc"	0.992763157254277	0.465157503686137	0.216371503235519	11.9	6.3	11	19.3	8	10	"fq-sa"	6	6	"australia"	41.6	53.5	"high"
"180"	"Mattick, 1989"	"ct"	"wlc"	0.588137085014396	0.447040879529544	0.199845547970548	15	6	11	19.3	8	10	"fq-sa"	6	6	"australia"	41.6	53.5	"high"
"181"	"Mattick, 1989"	"exposure"	"wlc"	1.01773005533612	0.466549365582522	0.217668310525454	12	5.7	11	19.3	8	10	"fq-sa"	6	6	"australia"	41.6	53.5	"high"
"182"	"Mattick, 1989"	"cbt"	"wlc"	0.0960503080461558	0.437204112236438	0.191147435756452	28.4	11.9	11	29.8	16	10	"sias"	6	6	"australia"	41.6	53.5	"high"
"183"	"Mattick, 1989"	"ct"	"wlc"	0.572380054195944	0.446512174011101	0.19937312154012	22.1	9.3	11	29.8	16	10	"sias"	6	6	"australia"	41.6	53.5	"high"
"184"	"Mattick, 1989"	"exposure"	"wlc"	0.29031600881864	0.439416147911176	0.193086551045097	25.8	10.1	11	29.8	16	10	"sias"	6	6	"australia"	41.6	53.5	"high"
"185"	"Mattick, 1989"	"cbt"	"wlc"	0.901192429466144	0.460316107092003	0.211890918448336	24	12.4	11	37.6	16.5	10	"sps"	6	6	"australia"	41.6	53.5	"high"
"186"	"Mattick, 1989"	"ct"	"wlc"	0.767683508490652	0.454020516659894	0.206134629548117	26.6	10.7	11	37.6	16.5	10	"sps"	6	6	"australia"	41.6	53.5	"high"
"187"	"Mattick, 1989"	"exposure"	"wlc"	0.872336800412505	0.458877739026561	0.210568779374129	26.1	7.7	11	37.6	16.5	10	"sps"	6	6	"australia"	41.6	53.5	"high"
"188"	"Mersch, 1995"	"other psy"	"wlc"	0.335326607749649	0.389845644269931	0.151979626356238	39.17	8.4	20	42.14	9.06	10	"fne"	15	14	"europe"	35.6	32.4	"high"
"189"	"Mersch, 1995"	"other psy"	"wlc"	0.935003399180495	0.406683216734356	0.165391238773403	17.28	5.33	20	22.27	4.89	10	"fq"	15	14	"europe"	35.6	32.4	"high"
"190"	"Mersch, 1995"	"other psy"	"wlc"	0.770155082276647	0.400552715590142	0.160442477966637	33.96	11.19	20	45.73	20.58	10	"sassi"	15	14	"europe"	35.6	32.4	"high"
"191"	"Mörtberg, 2006"	"cbt"	"wlc"	1.3132	0.453	0.205209	NA	NA	12	NA	NA	12	"lsas-sr"	3	NA	"europe"	33.3	65.4	"high"
"192"	"Mörtberg, 2006"	"cbt"	"wlc"	0.8078	0.4257	0.18122049	NA	NA	12	NA	NA	12	"sias"	3	NA	"europe"	33.3	65.4	"high"
"193"	"Mörtberg, 2007"	"cbt (grp)"	"wlc"	0.0496615771283096	0.242678829172699	0.058893014128632	21.5	7.2	35	21.9	8.7	33	"fne"	17	16	"europe"	34.6	63	"high"
"194"	"Mörtberg, 2007"	"cbt (ind)"	"wlc"	0.415429677007022	0.25082443103761	0.0629128952053408	18.5	7.4	32	21.9	8.7	33	"fne"	17	16	"europe"	34.6	63	"high"
"195"	"Mörtberg, 2007"	"cbt (grp)"	"wlc"	0.407795641289713	0.245205248087721	0.0601256136897608	15.5	7.1	35	18.7	8.4	33	"fq-sp"	17	16	"europe"	34.6	63	"high"
"196"	"Mörtberg, 2007"	"cbt (ind)"	"wlc"	0.505342810888644	0.252121475669184	0.063565238493607	14.6	7.6	32	18.7	8.4	33	"fq-sp"	17	16	"europe"	34.6	63	"high"
"197"	"Mörtberg, 2007"	"cbt (grp)"	"wlc"	0.566798513197099	0.247571193533142	0.0612914958674245	52.5	19.4	35	65.5	25.7	33	"lsas-sr"	17	16	"europe"	34.6	63	"high"
"198"	"Mörtberg, 2007"	"cbt (ind)"	"wlc"	0.523417993219012	0.252411883243122	0.0637117588023395	51.3	27.9	32	65.5	25.7	33	"lsas-sr"	17	16	"europe"	34.6	63	"high"
"199"	"Mörtberg, 2007"	"cbt (grp)"	"wlc"	0.250646029093864	0.243612638134424	0.0593471174588138	36.7	14.7	35	40.8	17.6	33	"sias"	17	16	"europe"	34.6	63	"high"
"200"	"Mörtberg, 2007"	"cbt (ind)"	"wlc"	0.167947015625973	0.248546337963918	0.0617752821152742	37.8	17.7	32	40.8	17.6	33	"sias"	17	16	"europe"	34.6	63	"high"
"201"	"Mörtberg, 2007"	"cbt (grp)"	"wlc"	0.0264520382968214	0.242651443880848	0.0588797232174603	27.7	11.5	35	28.1	17.9	33	"sps"	17	16	"europe"	34.6	63	"high"
"202"	"Mörtberg, 2007"	"cbt (ind)"	"wlc"	0.407206810291791	0.25071815774633	0.0628595946237136	21.5	13.8	32	28.1	17.9	33	"sps"	17	16	"europe"	34.6	63	"high"
"203"	"Mörtberg, 2007"	"cbt (grp)"	"wlc"	-0.144605711626126	0.242964572579996	0.0590317835289802	4	1.9	35	3.7	2.2	33	"spwss"	17	16	"europe"	34.6	63	"high"
"204"	"Mörtberg, 2007"	"cbt (ind)"	"wlc"	0.439178835861169	0.251143027253013	0.0630728201378076	2.7	2.3	32	3.7	2.2	33	"spwss"	17	16	"europe"	34.6	63	"high"
"205"	"Mulkens, 2001"	"other psy"	"wlc"	1.34652838986321	0.438110758039526	0.191941036309968	1.56	0.55	12	2.22	0.4	14	"brc"	6	6	"europe"	NA	77.4	"high"
"206"	"Mulkens, 2001"	"other psy"	"wlc"	0.660747557546267	0.404616240419662	0.163714302011342	42.64	20.28	12	56.44	20.18	14	"bts-q"	6	6	"europe"	NA	77.4	"high"
"207"	"Newman, 1994"	"exposure"	"wlc"	0.981573353400728	0.375290849046818	0.140843221378282	12.5	7.84	16	20.44	7.93	16	"prcs"	10	8	"north america"	46.6	50	"high"
"208"	"Newman, 1994"	"exposure"	"wlc"	0.319809590868014	0.387770442122526	0.150365915783899	10.1	8.5	14	13	9.1	13	"sads"	10	8	"north america"	46.6	50	"high"
"209"	"Newman, 1994"	"exposure"	"wlc"	0.71620445366976	0.400127503920427	0.160102019393591	55.94	27.44	15	77.56	31.45	12	"spai"	10	8	"north america"	46.6	50	"high"
"210"	"Newman, 1994"	"exposure"	"wlc"	0.508353141134954	0.372126623406751	0.13847822384811	36.2	9.5	16	42	12.7	14	"stai-state"	10	8	"north america"	46.6	50	"high"
"211"	"Newman, 1994"	"exposure"	"wlc"	0.730820304796771	0.398585230769981	0.158870186187959	36.2	7.9	14	42.8	9.6	13	"stai-trait"	10	8	"north america"	46.6	50	"high"
"212"	"Nilsson, 2012"	"other psy"	"other ctr"	1.10357151874761	0.57908810328425	0.33534303136535	13.43	10.05	7	22.71	4.79	7	"fne"	1	1	"europe"	33.5	43	"some concerns"
"213"	"Nilsson, 2012"	"other psy"	"other ctr"	0.590744789673202	0.547663538166494	0.299935351037043	27.14	19.23	7	37.14	11.51	7	"sias"	1	1	"europe"	33.5	43	"some concerns"
"214"	"Olivares-Olivares, 2016"	"cbt"	"wlc"	4.20532192725452	0.466843853005627	0.21794318308914	1.7	1.51	30	8.07	1.48	30	"prcs"	12	12	"europe"	19.9	62.6	"high"
"215"	"Olivares-Olivares, 2016"	"other psy"	"wlc"	3.64298768384149	0.420956694715432	0.177204538825741	2	1.79	31	8.07	1.48	30	"prcs"	12	26	"europe"	19.9	62.6	"high"
"216"	"Oosterbaan, 2001"	"cbt"	"other ctr"	0.340846062325554	0.309354590810597	0.0957002628555919	15.9	6.6	24	18.4	7.9	19	"ads-anxiety"	15	12	"europe"	37	42	"high"
"217"	"Oosterbaan, 2001"	"cbt"	"other ctr"	0.458921709190151	0.311191075356572	0.0968398853815797	15.1	8.9	24	19.2	8.6	19	"ads-avoidence"	15	12	"europe"	37	42	"high"
"218"	"Oosterbaan, 2001"	"cbt"	"other ctr"	0.288137673103064	0.308707263378806	0.0953001744628315	16	8.6	24	18.4	7.6	19	"fq-sp"	15	12	"europe"	37	42	"high"
"219"	"Oosterbaan, 2001"	"cbt"	"other ctr"	0.424943234746072	0.310608199097492	0.0964774533465873	77.5	22.7	24	87.5	23.6	19	"iis-anx"	15	12	"europe"	37	42	"high"
"220"	"Oosterbaan, 2001"	"cbt"	"other ctr"	-0.307491251088965	0.308932499785682	0.0954392894238304	105.2	17.7	24	99.6	18.1	19	"iis-avoid"	15	12	"europe"	37	42	"high"
"221"	"Oosterbaan, 2001"	"cbt"	"other ctr"	0.183586265507054	0.30774175192707	0.0947049858791423	27.3	12.6	24	29.6	11.9	19	"lsas-anx"	15	12	"europe"	37	42	"high"
"222"	"Oosterbaan, 2001"	"cbt"	"other ctr"	0.355951505527544	0.309559823385189	0.0958272842542694	19.9	13.6	24	24.8	13.4	19	"lsas-avoid"	15	12	"europe"	37	42	"high"
"223"	"Pishyar, 2008"	"cbt"	"wlc"	7.11375836559818	0.978335115663414	0.957139598540146	7.6	2.3	16	26.7	2.9	16	"fne"	8	8	"australia"	30.5	43.75	"high"
"224"	"Pishyar, 2008"	"cbt"	"wlc"	3.3527846930367	0.55663783378857	0.309845678004832	22.9	8.9	16	53	8.6	16	"sias"	8	8	"australia"	30.5	43.75	"high"
"225"	"Pishyar, 2008"	"cbt"	"wlc"	2.63656974539236	0.489191134928569	0.239307966492701	22.3	9.9	16	53.4	12.9	16	"sps"	8	8	"australia"	30.5	43.75	"high"
"226"	"Price, 2011"	"cbt (in vivo)"	"wlc"	0.828442286181113	0.29509990015647	0.0870839510723586	35.13	6.66	25	42.36	10.16	25	"fne"	8	8	"north america"	39.1	61	"high"
"227"	"Price, 2011"	"cbt (vr)"	"wlc"	0.462637179474082	0.286721441590708	0.0822091850678538	37.78	9.31	25	42.36	10.16	25	"fne"	8	8	"north america"	39.1	61	"high"
"228"	"Rahmani, 2020"	"dyn (ib-istdp)"	"wlc"	1.2534897786205	0.42343311019987	0.179295598813535	21.79	10.1	14	33.54	7.85	13	"lsas-sr-avoidence"	10	10	"asia"	23.1	53.7	"high"
"229"	"Rahmani, 2020"	"dyn (istdp)"	"wlc"	1.614048674501	0.446830573154959	0.199657561105989	18.64	9.86	14	33.54	7.85	13	"lsas-sr-avoidence"	10	10	"asia"	23.1	53.7	"high"
"230"	"Rahmani, 2020"	"dyn (ib-istdp)"	"wlc"	1.15691006976507	0.41798435086245	0.174710917565904	26	11.01	14	38.92	10.63	13	"lsas-sr-fear"	10	10	"asia"	23.1	53.7	"high"
"231"	"Rahmani, 2020"	"dyn (istdp)"	"wlc"	1.44097538685575	0.435022401505199	0.189244489811351	23.43	10.23	14	38.92	10.63	13	"lsas-sr-fear"	10	10	"asia"	23.1	53.7	"high"
"232"	"Rapee, 2007"	"cbt (ush)"	"wlc"	0.354100543914244	0.194104947858266	0.0376767307830602	45.755	9.589	56	48.843	7.528	52	"bfne"	12	NA	"australia"	35.6	50.446	"high"
"233"	"Rapee, 2007"	"cbt (grp)"	"wlc"	0.463926519200923	0.192776887603571	0.0371629283941198	45	8.795	59	48.843	7.528	52	"fne-b"	12	10	"australia"	35.6	50.446	"high"
"234"	"Rapee, 2007"	"cbt (gsh + grp)"	"wlc"	0.492126045829317	0.194682715934198	0.0379013598835156	44.625	9.316	57	48.843	7.528	52	"fne-b"	12	5	"australia"	35.6	50.446	"high"
"235"	"Rapee, 2007"	"cbt (grp)"	"wlc"	0.697993898337086	0.195972146104382	0.0384050820487572	44.333	15.047	59	54.417	13.508	52	"sias"	12	10	"australia"	35.6	50.446	"high"
"236"	"Rapee, 2007"	"cbt (gsh + grp)"	"wlc"	0.728819783932779	0.198105599666746	0.039245828619321	43.236	16.65	57	54.417	13.508	52	"sias"	12	5	"australia"	35.6	50.446	"high"
"237"	"Rapee, 2007"	"cbt (ush)"	"wlc"	0.530029373329066	0.195977462124843	0.0384071656608943	46.057	17.421	56	54.417	13.508	52	"sias"	12	NA	"australia"	35.6	50.446	"high"
"238"	"Rapee, 2007"	"cbt (grp)"	"wlc"	0.432540999797138	0.192443297706775	0.0370344228322584	28.63	15.01	59	35.337	15.83	52	"sps"	12	10	"australia"	35.6	50.446	"high"
"239"	"Rapee, 2007"	"cbt (gsh + grp)"	"wlc"	0.6612182722517	0.196999132809604	0.038808658327736	24.429	16.867	57	35.337	15.83	52	"sps"	12	5	"australia"	35.6	50.446	"high"
"240"	"Rapee, 2007"	"cbt (ush)"	"wlc"	0.258342384451093	0.193394227042871	0.0374013270535095	30.962	17.679	56	35.337	15.83	52	"sps"	12	NA	"australia"	35.6	50.446	"high"
"241"	"Reimer, 2015"	"other psy"	"wlc"	0.721631948130168	0.413997204307835	0.171393685174703	50.38	17.6	13	67.83	28.38	12	"lsas-sr"	3	1	"north america"	19.5	70	"high"
"242"	"Reimer, 2015"	"other psy"	"wlc"	0.798994901348173	0.417024749491738	0.173909641688647	31.23	9.85	13	40	11.39	12	"spin"	3	1	"north america"	19.5	70	"high"
"243"	"Robillard, 2010"	"cbt (ind)"	"wlc"	0.957334616090029	0.380461903348353	0.144751259899452	18.5	7.66	16	24.73	4.51	15	"fne"	16	16	"north america"	34.9	71	"high"
"244"	"Robillard, 2010"	"cbt (vr)"	"wlc"	0.997533865698036	0.39529198568373	0.156255753945786	18	8.21	14	24.73	4.51	15	"fne"	16	16	"north america"	34.9	71	"high"
"245"	"Robillard, 2010"	"cbt (ind)"	"wlc"	1.16188937915687	0.390029146393819	0.152122735036691	50.38	23.87	16	77.93	22.23	15	"lsas"	16	16	"north america"	34.9	71	"high"
"246"	"Robillard, 2010"	"cbt (vr)"	"wlc"	1.46193466284182	0.420833701136023	0.177101004011844	47.5	17.83	14	77.93	22.23	15	"lsas"	16	16	"north america"	34.9	71	"high"
"247"	"Robillard, 2010"	"cbt (ind)"	"wlc"	1.29131854706407	0.396890410324666	0.157521997807682	20.19	10.51	16	37.47	15.28	15	"sps"	16	16	"north america"	34.9	71	"high"
"248"	"Robillard, 2010"	"cbt (vr)"	"wlc"	1.41350825734159	0.417803399942602	0.174559681003598	18.07	10.87	14	37.47	15.28	15	"sps"	16	16	"north america"	34.9	71	"high"
"249"	"Robillard, 2010"	"cbt (ind)"	"wlc"	0.633930876254963	0.368782186816543	0.136000301313192	43.33	10.71	16	50.07	9.96	15	"stai-trait"	16	16	"north america"	34.9	71	"high"
"250"	"Robillard, 2010"	"cbt (vr)"	"wlc"	0.701512541074456	0.383505713610242	0.147076632371701	42.43	11.22	14	50.07	9.96	15	"stai-trait"	16	16	"north america"	34.9	71	"high"
"251"	"Salaberria, 1998"	"cbt"	"wlc"	1.15789384149594	0.357420583449463	0.127749473473355	16.8	7.49	17	24.4	5.36	20	"fne"	34	8	"europe"	31	48	"high"
"252"	"Salaberria, 1998"	"exposure"	"wlc"	1.09737661722728	0.354715162119868	0.125822846237724	16.2	9.1	17	24.4	5.36	20	"fne"	34	8	"europe"	31	48	"high"
"253"	"Salaberria, 1998"	"cbt"	"wlc"	1.60553470399244	0.381066445716805	0.145211636051239	13.5	7.37	17	23	4	20	"sads"	34	8	"europe"	31	48	"high"
"254"	"Salaberria, 1998"	"exposure"	"wlc"	1.67477319920462	0.385250275362807	0.148417774667119	12.8	7.66	17	23	4	20	"sads"	34	8	"europe"	31	48	"high"
"255"	"Salaberria, 1998"	"cbt"	"wlc"	0.585974008056135	0.337150665514936	0.113670571257164	26.2	11.9	17	34	13.9	20	"stai-state"	34	8	"europe"	31	48	"high"
"256"	"Salaberria, 1998"	"exposure"	"wlc"	0.936156978361931	0.348130562810009	0.121194888762414	20.3	14.8	17	34	13.9	20	"stai-state"	34	8	"europe"	31	48	"high"
"257"	"Schulz, 2016"	"cbt (group)"	"wlc"	0.684034893738953	0.232000316433779	0.0538241468253736	36.66	15.80177	60	47.44	15.24002	29	"sias"	12	8	"europe"	35.4	53	"some concerns"
"258"	"Schulz, 2016"	"cbt (individual)"	"wlc"	0.806265944367352	0.234233752613585	0.0548654508634421	34.82	15.64685	60	47.44	15.24002	29	"sias"	12	8	"europe"	35.4	53	"some concerns"
"259"	"Schulz, 2016"	"cbt (group)"	"wlc"	0.773751291895525	0.23360603277913	0.054571778550804	24.88	13.94274	60	35.63	13.40906	29	"sps"	12	8	"europe"	35.4	53	"some concerns"
"260"	"Schulz, 2016"	"cbt (individual)"	"wlc"	1.01115202738093	0.238734219878717	0.0569940277410996	21.69	13.78782	60	35.63	13.40906	29	"sps"	12	8	"europe"	35.4	53	"some concerns"
"261"	"Schweden, 2016"	"cbt"	"wlc"	1.10950849578035	0.340613796666957	0.116017758479879	42.8	15.2	20	63.35	20.69	20	"lsas"	22	25	"europe"	25.3	40	"high"
"262"	"Schwob, 2023"	"exposure"	"other ctr"	1.37689004441592	0.246327605800427	0.0606772893793706	31.04	10.03	39	47.5	13.27	43	"sias"	1	NA	"north america"	19.4	53.7	"high"
"263"	"Schwob, 2023"	"exposure"	"other ctr"	1.92023490939432	0.267972607375993	0.0718093183038881	11.55	3.4	39	18.41	3.66	43	"spdq"	1	NA	"north america"	19.4	53.7	"high"
"264"	"Soltani, 2023"	"3rd"	"wlc"	2.69006218122064	0.573050188070277	0.32838651804738	29.61	23.32	12	108	32.24	12	"spai"	12	12	"asia"	27	40	"some concerns"
"265"	"Soltani, 2023"	"3rd"	"wlc"	2.39530457619254	0.543035882001142	0.294887969140758	16.83	6.96	12	33.5	6.47	12	"bfne"	12	12	"asia"	27	40	"some concerns"
"266"	"Stangier, 2003"	"cbt (grp)"	"wlc"	0.27522095312901	0.306574144139411	0.0939877058548124	14.3	8.1	22	16.8	9.7	21	"bai"	17	15	"europe"	38.8	49.3	"high"
"267"	"Stangier, 2003"	"cbt (ind)"	"wlc"	0.624161666839287	0.312689996541811	0.0977750339373178	11.6	6.4	22	16.8	9.7	21	"bai"	17	15	"europe"	38.8	49.3	"high"
"268"	"Stangier, 2003"	"cbt (grp)"	"wlc"	-0.225441694876673	0.306083221855661	0.0936869387015418	38.4	12.4	22	36	7.9	21	"sias"	17	15	"europe"	38.8	49.3	"high"
"269"	"Stangier, 2003"	"cbt (ind)"	"wlc"	-0.00821900300753985	0.305080986451226	0.0930744082940531	36.1	14.8	22	36	7.9	21	"sias"	17	15	"europe"	38.8	49.3	"high"
"270"	"Stangier, 2003"	"cbt (grp)"	"wlc"	0.0296411417221205	0.305097027225758	0.0930841960219949	67.5	16.8	22	68	16.3	21	"spai"	17	15	"europe"	38.8	49.3	"high"
"271"	"Stangier, 2003"	"cbt (ind)"	"wlc"	0.441407903610275	0.308909277259428	0.0954249415769422	59.7	20.3	22	68	16.3	21	"spai"	17	15	"europe"	38.8	49.3	"high"
"272"	"Stangier, 2003"	"cbt (grp)"	"wlc"	0.0699704148589082	0.305176467805558	0.0931326765022768	25.5	15.3	22	26.4	9	21	"sps"	17	15	"europe"	38.8	49.3	"high"
"273"	"Stangier, 2003"	"cbt (ind)"	"wlc"	0.437566574283241	0.308843317354496	0.09538419467453	21.5	12.6	22	26.4	9	21	"sps"	17	15	"europe"	38.8	49.3	"high"
