"Article","Amniotes","animal","Type","Parameters","Statistics","Estimate","df","df.1","SE","Correlation","Direction","Adjusted","Formula","N","Maternal","Offspring","Propagule","Reproduction..0...itero..1...semel.","Environment","Comments","Author","Date","Species","Data.Extraction","Phylum","Class","Order","Family","Genus","X","r","Zr"
116,"Y","Natrix_natrix","r",NA,0.11,NA,NA,NA,NA,"","-","Y",NA,18,"Fecundity","Length","Offspring","0","Captive","","Luiselli, L., Capula, M. & Shine, R.","1997","Natrix_natrix",2,"Chordata","Reptilia","Squamata","Colubridae","Natrix",NA,0.11,0.110446915790097
54,"N","Neolamprologus_pulcher","r",NA,0.24,NA,NA,NA,NA,"0.24","+","Y",NA,10,"Fecundity","Mass","Egg","0","Captive","","Taborsky, B., Skubic, E. & Bruintjes, R.","2007","Neolamprologus_pulcher",1,"Chordata","Actinopterygii","Perciformes","Cichlidae","Neolamprologus",NA,0.24,0.244774112659353
63,"Y","Nerodia_sipedon","r",NA,-0.54,NA,NA,NA,NA,"-0.54","+","Y",NA,49,"Fecundity","Mass","Offspring","0","Wild","","Weatherhead, P.J., Brown, G.P., Prosser, M.R. & Kissner, K.J.","1999","Nerodia_sipedon",1,"Chordata","Reptilia","Squamata","Colubridae","Nerodia",NA,-0.54,-0.604155602962267
63,"Y","Nerodia_sipedon","r",NA,-0.12,NA,NA,NA,NA,"-0.12","+","Y",NA,26,"Fecundity","Mass","Offspring","0","Captive","","Weatherhead, P.J., Brown, G.P., Prosser, M.R. & Kissner, K.J.","1999","Nerodia_sipedon",1,"Chordata","Reptilia","Squamata","Colubridae","Nerodia",NA,-0.12,-0.120581028408444
28,"N","Oncorhynchus_tshawytscha","r",NA,-0.77,NA,NA,NA,NA,"-0.77","+","Y",NA,80,"Fecundity","Mass","Egg","1","Captive","","Heath, D.D., Fox, C.W. & Heath, J.W.","1999","Oncorhynchus_tshawytscha",1,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus",NA,-0.77,-1.02032775832234
135,"Y","Oplurus_cuvieri","r",NA,-0.56,NA,NA,NA,NA,"","-","Y",NA,17,"Fecundity","Mass","Egg","0","Wild","Oplurus_cuvieri_cuvier","Randriamahazo, H & Mori, A","2001","Oplurus_cuvieri",2,"Chordata","Reptilia","Squamata","Opluridae","Oplurus",NA,-0.56,-0.632833186665638
18,"Y","Ovophis_okinavensis","r",NA,-0.63,NA,NA,NA,NA,"-0.63","+","Y",NA,13,"Fecundity","Mass","Egg","0","Captive","","Ford, N.B. & Seigel, R.A.","1989","Ovophis_okinavensis",1,"Chordata","Reptilia","Squamata","Viperidae","Ovophis",NA,-0.63,-0.741416144081269
18,"Y","Ovophis_okinavensis","r",NA,-0.61,NA,NA,NA,NA,"-0.61","+","Y",NA,19,"Fecundity","Mass","Egg","0","Captive","","Ford, N.B. & Seigel, R.A.","1989","Ovophis_okinavensis",1,"Chordata","Reptilia","Squamata","Viperidae","Ovophis",NA,-0.61,-0.708921359427408
4,"Y","Pantherophis_obsoletus","r2",2,0.075,NA,NA,NA,NA,"-0.193","-","Y",NA,52,"Fecundity","Mass","Offspring","0","Wild","","Blouin-Demers, G. & Weatherhead, P.J.","2007","Pantherophis_obsoletus",1,"Chordata","Reptilia","Squamata","Colubridae","Pantherophis",NA,-0.192989372658661,-0.195440338422517
18,"Y","Pantherophis_guttatus","r",NA,-0.36,NA,NA,NA,NA,"-0.36","+","Y",NA,21,"Fecundity","Mass","Egg","0","Captive","","Ford, N.B. & Seigel, R.A.","1989","Pantherophis_guttatus",1,"Chordata","Reptilia","Squamata","Colubridae","Pantherophis",NA,-0.36,-0.37688590118819
142,"N","Pardosa_glacialis","r2",2,0.0526,NA,NA,NA,NA,"","-","Y",NA,45,"Fecundity","Diameter","Egg","0","Wild","Width; 1990","Simpson, M. R.","1993","Pardosa_glacialis",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pardosa",NA,-0.0865200224555814,-0.0867368853724054
142,"N","Pardosa_glacialis","r2",2,0.1072,NA,NA,NA,NA,"","-","Y",NA,55,"Fecundity","Diameter","Egg","0","Wild","Width; 1991","Simpson, M. R.","1993","Pardosa_glacialis",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pardosa",NA,-0.269928765531831,-0.276786988451095
166,"N","Pelobates_cultripes","r",NA,-0.439,NA,NA,NA,NA,"","-","Y",NA,56,"Fecundity","Diameter","Egg","0","Wild","","Marangoni, F., Tejedo, M. & Gomez-Mestre, I.","2008","Pelobates_cultripes",2,"Chordata","Amphibia","Anura","Pelobatidae","Pelobates",NA,-0.439,-0.470991400682336
71,"N","Pirata_sedentarius","r",NA,-0.5,NA,NA,NA,NA,"","-","Y",NA,16,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A., Sanford, B. M. & Swerdon, R. R.","2003","Pirata_sedentarius",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pirata",NA,-0.5,-0.549306144334055
71,"N","Pirata_sedentarius","r",NA,-0.46,NA,NA,NA,NA,"","-","Y",NA,6,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A., Sanford, B. M. & Swerdon, R. R.","2003","Pirata_sedentarius",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pirata",NA,-0.46,-0.497311287572031
71,"N","Pirata_sedentarius","r",NA,-0.65,NA,NA,NA,NA,"","-","Y",NA,18,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A., Sanford, B. M. & Swerdon, R. R.","2003","Pirata_sedentarius",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pirata",NA,-0.65,-0.775298706205583
94,"N","Pirata_piraticus","r",NA,-0.38,NA,NA,NA,NA,"","-","Y",NA,28,"Fecundity","Volume","Egg","0","Captive","","Hendrickx, F. & Maelfait, J. P.","2003","Pirata_piraticus",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pirata",NA,-0.38,-0.400059650056057
104,"Y","Pituophis_catenifer","r",NA,-0.6,NA,NA,NA,NA,"","-","Y",NA,39,"Fecundity","Mass","Egg","0","Wild","Pituophis_catenifer_sayi","Iverson, J. B., Young, C. A., Akre, T. S. B. & Griffiths, C. M.","2012","Pituophis_catenifer",2,"Chordata","Reptilia","Squamata","Colubridae","Pituophis",NA,-0.6,-0.693147180559945
90,"Y","Podarcis_bocagei","r",NA,-0.512,NA,NA,NA,NA,"","-","Y",NA,89,"Fecundity","Volume","Egg","0","Wild","","Galan, P.","1997","Podarcis_bocagei",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,-0.512,-0.565436575443166
91,"Y","Podarcis_hispanica","r",NA,-0.67,NA,NA,NA,NA,"","-","Y",NA,34,"Fecundity","Mass","Egg","0","Captive","","Galan, P.","2007","Podarcis_hispanica",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,-0.67,-0.810743125475137
168,"Y","Podarcis_melisellensis","r",NA,-0.59,NA,NA,NA,NA,"","-","Y",NA,6,"Fecundity","Volume","Egg","0","Wild","","Bejakovic, D., Kalezic, M. Aleksic, I., Dzukic, G. & Crnobrnja-Isalovic, J.","1995","Podarcis_melisellensis",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,-0.59,-0.677666067757962
171,"Y","Podarcis_erhardii","r",NA,0.47,NA,NA,NA,NA,"","+","Y",NA,33,"Fecundity","Volume","Egg","0","Wild","","Maragou, P., Chrondropoulos, B. & Valakos, E.","1999","Podarcis_erhardii",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.47,0.510070336613307
171,"Y","Podarcis_peloponnesiaca","r",NA,-0.14,NA,NA,NA,NA,"","-","Y",NA,19,"Fecundity","Volume","Egg","0","Wild","","Maragou, P., Chrondropoulos, B. & Valakos, E.","1999","Podarcis_peloponnesiaca",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,-0.14,-0.140925576070494
171,"Y","Podarcis_taurica","r",NA,-0.09,NA,NA,NA,NA,"","-","Y",NA,29,"Fecundity","Volume","Egg","0","Wild","","Maragou, P., Chrondropoulos, B. & Valakos, E.","1999","Podarcis_taurica",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,-0.09,-0.0902441878561468
35,"N","Porcellio_laevis","r",NA,-0.051,NA,NA,NA,NA,"-0.051","+","Y",NA,41,"Fecundity","Mass","Offspring","0","Captive","C","Lardies, M.A., Carter, M.J, Bozinovic, F","2004","Porcellio_laevis",1,"Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio",NA,-0.051,-0.0510442861335116
93,"N","Prostephanus_truncatus","r",NA,0.23,NA,NA,NA,NA,"","+","Y",NA,54,"Fecundity","Mass","Egg","0","Captive","","Guntrip, J., Sibly, R. M. & Smith, R. H.","1997","Prostephanus_truncatus",2,"Arthropoda","Insecta","Coleoptera","Bostrichidae","Prostephanus",NA,0.23,0.234189466759367
84,"Y","Psammodromus_algirus","r",NA,-0.515,NA,NA,NA,NA,"","-","Y",NA,54,"Fecundity","Mass","Egg","0","Captive","","Diaz, J. A., Perez-Tris, J., Telleria, J. L., Carbonell, R. & Santos, T.","2005","Psammodromus_algirus",2,"Chordata","Reptilia","Squamata","Lacertidae","Psammodromus",NA,-0.515,-0.569510913502993
120,"Y","Psammodromus_algirus","r",NA,-0.442,NA,NA,NA,NA,"","-","Y",NA,54,"Fecundity","Mass","Egg","0","Wild","Lerma Pop","Diaz, J. A., Perez-Tris, Bauwens, D., Perez-Aranda, D. Carbonell, R., Santos, T &  Telleria, J.","2007","Psammodromus_algirus",2,"Chordata","Reptilia","Squamata","Lacertidae","Psammodromus",NA,-0.442,-0.474713677731792
120,"Y","Psammodromus_algirus","r",NA,-0.416,NA,NA,NA,NA,"","-","Y",NA,22,"Fecundity","Mass","Egg","0","Wild","El Pardo Pop","Diaz, J. A., Perez-Tris, Bauwens, D., Perez-Aranda, D. Carbonell, R., Santos, T &  Telleria, J.","2007","Psammodromus_algirus",2,"Chordata","Reptilia","Squamata","Lacertidae","Psammodromus",NA,-0.416,-0.442845145712719
58,"Y","Pseudemys_floridana","r",NA,-0.18,NA,NA,NA,NA,"-0.18","+","Y",NA,79,"Fecundity","Diameter","Egg","0","Wild","Width","Wilkinson, L.R. & Gibbons, J.W.","2005","Pseudemys_floridana",1,"Chordata","Reptilia","Testudines","Emydidae","Pseudemys",NA,-0.18,-0.181982688600706
72,"N","Pseudouroctonus_apacheanus","r",NA,-0.13,NA,NA,NA,NA,"","-","Y",NA,5,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A.","2003","Pseudouroctonus_apacheanus",2,"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Pseudouroctonus",NA,-0.13,-0.130739850028878
108,"N","Salmo_trutta","r2",2,0.13,NA,NA,NA,NA,"","-","Y",NA,119,"Fecundity","Mass","Egg","0","Captive","","Jonsson, N. & Jonsson, B.","1999","Salmo_trutta",2,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo",NA,-0.339116499156263,-0.353093884509116
108,"N","Salmo_trutta","r2",2,0.16,NA,NA,NA,NA,"","-","Y",NA,150,"Fecundity","Mass","Egg","0","Captive","","Jonsson, N. & Jonsson, B.","1999","Salmo_trutta",2,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo",NA,-0.385449644663773,-0.406444574126726
33,"N","Sastragala_esakii","r",NA,-0.745,NA,NA,NA,NA,"-0.745","+","Y",NA,14,"Fecundity","Mass","Egg","0","Wild","","Kudo, S.","2001","Sastragala_esakii",1,"Arthropoda","Insecta","Hemiptera","Acanthosomatidae","Sastragala",NA,-0.745,-0.961623144739051
33,"N","Sastragala_scutellata","r",NA,-0.821,NA,NA,NA,NA,"-0.821","+","Y",NA,10,"Fecundity","Mass","Egg","0","Wild","","Kudo, S.","2001","Sastragala_scutellata",1,"Arthropoda","Insecta","Hemiptera","Acanthosomatidae","Sastragala",NA,-0.821,-1.15987763694343
1,"Y","Sceloporus_virgatus","r",NA,-0.44,NA,NA,NA,NA,"-0.44","+","Y",NA,21,"Fecundity","Mass","Egg","0","Wild","1993","Abell, A.J.","1999","Sceloporus_virgatus",1,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,-0.44,-0.472230804420426
1,"Y","Sceloporus_virgatus","r",NA,-0.52,NA,NA,NA,NA,"-0.52","+","Y",NA,14,"Fecundity","Mass","Egg","0","Wild","1994","Abell, A.J.","1999","Sceloporus_virgatus",1,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,-0.52,-0.576339754969193
1,"Y","Sceloporus_virgatus","r",NA,-0.48,NA,NA,NA,NA,"-0.48","+","Y",NA,21,"Fecundity","Mass","Offspring","0","Wild","1993","Abell, A.J.","1999","Sceloporus_virgatus",1,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,-0.48,-0.522984277591344
1,"Y","Sceloporus_virgatus","r",NA,-0.47,NA,NA,NA,NA,"-0.47","+","Y",NA,14,"Fecundity","Mass","Offspring","0","Wild","1994","Abell, A.J.","1999","Sceloporus_virgatus",1,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,-0.47,-0.510070336613307
50,"Y","Sceloporus_occidentalis","path coeff",NA,-0.34,NA,NA,NA,NA,"-0.34","+","Y",NA,455,"Fecundity","Mass","Egg","0","Wild","Location 1","Sinervo, B.","1990","Sceloporus_occidentalis",1,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,-0.34,-0.354092528962243
50,"Y","Sceloporus_occidentalis","path coeff",NA,-0.36,NA,NA,NA,NA,"-0.36","+","Y",NA,305,"Fecundity","Mass","Egg","0","Wild","Location 2","Sinervo, B.","1990","Sceloporus_occidentalis",1,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,-0.36,-0.37688590118819
50,"Y","Sceloporus_occidentalis","path coeff",NA,-0.35,NA,NA,NA,NA,"-0.35","+","Y",NA,192,"Fecundity","Mass","Egg","0","Wild","Location 3","Sinervo, B.","1990","Sceloporus_occidentalis",1,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,-0.35,-0.365443754271396
50,"Y","Sceloporus_occidentalis","path coeff",NA,-0.32,NA,NA,NA,NA,"-0.32","+","Y",NA,392,"Fecundity","Mass","Egg","0","Wild","Location 4","Sinervo, B.","1990","Sceloporus_occidentalis",1,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,-0.32,-0.331647108705132
117,"Y","Sceloporus_undulatus","r",NA,-0.76,NA,NA,NA,NA,"","-","Y",NA,28,"Fecundity","Mass","Egg","0","Wild","","Angiletta, M., Sears, M. & Winters, S.","2001","Sceloporus_undulatus",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,-0.76,-0.996215082345103
47,"N","Simochromis_pleurospilus","r",NA,-0.18,NA,NA,NA,NA,"-0.18","+","Y",NA,20,"Fecundity","Mass","Egg","0","Captive","","Segers, F.H.I.D. & Taborsky, B.","2011","Simochromis_pleurospilus",1,"Chordata","Actinopterygii","Perciformes","Cichlidae","Simochromis",NA,-0.18,-0.181982688600706
179,"Y","Spalerosophis_diadema","r",NA,-0.7164,NA,NA,NA,NA,"","-","Y",NA,12,"Fecundity","Mass","Egg","0","Captive","","Ford, N. B. & Seigel, R. A.","2010","Spalerosophis_diadema",2,"Chordata","Reptilia","Squamata","Colubridae","Spalerosophis",NA,-0.7164,-0.900209779229699
179,"Y","Spalerosophis_diadema","r",NA,-0.289,NA,NA,NA,NA,"","-","Y",NA,18,"Fecundity","Mass","Egg","0","Captive","","Ford, N. B. & Seigel, R. A.","2010","Spalerosophis_diadema",2,"Chordata","Reptilia","Squamata","Colubridae","Spalerosophis",NA,-0.289,-0.297474786567973
58,"Y","Sternotherus_odoratus","r",NA,0.03,NA,NA,NA,NA,"0.03","+","Y",NA,46,"Fecundity","Diameter","Egg","0","Wild","Width","Wilkinson, L.R. & Gibbons, J.W.","2005","Sternotherus_odoratus",1,"Chordata","Reptilia","Testudines","Kinosternidae","Sternotherus",NA,0.03,0.0300090048631265
80,"Y","Sternotherus_odoratus","r",NA,0.033,NA,NA,NA,NA,"","+","Y",NA,70,"Fecundity","Elongation ","Egg","0","Wild","Length/width","Clark, P. J., Ewert, M. A. & Nelson, C. E.","2001","Sternotherus_odoratus",2,"Chordata","Reptilia","Testudines","Kinosternidae","Sternotherus",NA,0.033,0.0330119868331721
102,"Y","Sternotherus_carinatus","r",NA,-0.64,NA,NA,NA,NA,"","-","Y",NA,40,"Fecundity","Mass","Egg","0","Wild","","Iverson, J. B.","2002","Sternotherus_carinatus",2,"Chordata","Reptilia","Testudines","Kinosternidae","Sternotherus",NA,-0.64,-0.758173744684044
12,"Y","Takydromus_septentrionalis","r2",2,0.039,NA,NA,NA,NA,"-0.185","-","Y",NA,401,"Fecundity","Mass","Egg","0","Captive","","Du, W.G., Ji, X., Zhang, Y.P., Xu, X.F & Shine, R.","2005","Takydromus_septentrionalis",1,"Chordata","Reptilia","Squamata","Lacertidae","Takydromus",NA,-0.184853602267732,-0.187003388659155
121,"Y","Takydromus_septentrionalis","r",NA,-0.4612,NA,NA,NA,NA,"","-","Y",NA,77,"Fecundity","Mass","Egg","0","Captive","","Du, W. & Shou, L.","2008","Takydromus_septentrionalis",2,"Chordata","Reptilia","Squamata","Lacertidae","Takydromus",NA,-0.4612,-0.498834425192459
22,"Y","Thamnophis_ordinoides","r",NA,-0.61,NA,NA,NA,NA,"-0.61","+","Y",NA,24,"Fecundity","Mass","Offspring","0","Captive","","Gignac, A. & Gregory, P.T.","2005","Thamnophis_ordinoides",1,"Chordata","Reptilia","Squamata","Colubridae","Thamnophis",NA,-0.61,-0.708921359427408
25,"N","Thymallus_thymallus","r2",2,0.38,NA,NA,NA,NA,"-0.59","-","Y",NA,42,"Fecundity","Mass","Egg","0","Wild","GE","Gregerson, F, Haugen, T.O. & Larsen, ø.N.","2006","Thymallus_thymallus",1,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Thymallus",NA,-0.590089084973725,-0.677802733132146
25,"N","Thymallus_thymallus","r2",2,0.38,NA,NA,NA,NA,"-0.265","-","Y",NA,7,"Fecundity","Mass","Egg","0","Wild","KB","Gregerson, F, Haugen, T.O. & Larsen, ø.N.","2006","Thymallus_thymallus",1,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Thymallus",NA,-0.264575131106459,-0.271021547443731
25,"N","Thymallus_thymallus","r2",2,0.2,NA,NA,NA,NA,"-0.369","-","Y",NA,28,"Fecundity","Mass","Egg","0","Wild","KV","Gregerson, F, Haugen, T.O. & Larsen, ø.N.","2006","Thymallus_thymallus",1,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Thymallus",NA,-0.368781778291715,-0.387012386418982
25,"N","Thymallus_thymallus","r2",2,0.41,NA,NA,NA,NA,"-0.613","-","Y",NA,37,"Fecundity","Mass","Egg","0","Wild","MG","Gregerson, F, Haugen, T.O. & Larsen, ø.N.","2006","Thymallus_thymallus",1,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Thymallus",NA,-0.612612534680004,-0.713092720322706
25,"N","Thymallus_thymallus","r2",2,0.31,NA,NA,NA,NA,"-0.517","-","Y",NA,35,"Fecundity","Mass","Egg","0","Wild","SG","Gregerson, F, Haugen, T.O. & Larsen, ø.N.","2006","Thymallus_thymallus",1,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Thymallus",NA,-0.516599457994296,-0.571690159689725
72,"N","Tityus_sp","r",NA,-0.54,NA,NA,NA,NA,"","-","Y",NA,30,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A.","2003","Tityus_sp",2,"Arthropoda","Arachnida","Scorpiones","Buthidae","Tityus",NA,-0.54,-0.604155602962267
72,"N","Tityus_sp","r",NA,-0.56,NA,NA,NA,NA,"","-","Y",NA,31,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A.","2003","Tityus_sp",2,"Arthropoda","Arachnida","Scorpiones","Buthidae","Tityus",NA,-0.56,-0.632833186665638
151,"Y","Trachemys_scripta","r",NA,-0.21,NA,NA,NA,NA,"","-","Y",NA,782,"Fecundity","Mass","Egg","0","Wild","Trachemys_scripta_elegans","Tucker, J. K., Paukstis, G. L. & Janzen, F. J.","1998","Trachemys_scripta",2,"Chordata","Reptilia","Testudines","Emydidae","Trachemys",NA,-0.21,-0.21317134656486
6,"Y","Tropidonophis_mairii","path coeff",NA,-0.69,NA,NA,NA,NA,"-0.69","+","Y",NA,318,"Fecundity","Mass","Egg","0","Wild","","Brown, G.P. & Shine, R.","2005","Tropidonophis_mairii",1,"Chordata","Reptilia","Squamata","Colubridae","Tropidonophis",NA,-0.69,-0.847955755218963
118,"Y","Tropidonophis_mairii","r",NA,-0.28,NA,NA,NA,NA,"","-","Y",NA,207,"Fecundity","Mass","Egg","0","Wild","","Brown, G. & Shine, R.","2002","Tropidonophis_mairii",2,"Chordata","Reptilia","Squamata","Colubridae","Tropidonophis",NA,-0.28,-0.287682072451781
43,"Y","Urocitellus_armatus","r",NA,-0.73,NA,NA,NA,NA,"-0.73","+","Y",NA,44,"Fecundity","Mass","Offspring","0","Wild","1989","Rieger, J.F.","1996","Urocitellus_armatus",1,"Chordata","Mammalia","Rodentia","Sciuridae","Urocitellus",NA,-0.73,-0.928727364246725
43,"Y","Urocitellus_armatus","r",NA,-0.63,NA,NA,NA,NA,"-0.63","+","Y",NA,36,"Fecundity","Mass","Offspring","0","Wild","1987","Rieger, J.F.","1996","Urocitellus_armatus",1,"Chordata","Mammalia","Rodentia","Sciuridae","Urocitellus",NA,-0.63,-0.741416144081269
51,"Y","Urocitellus_columbianus","path coeff",NA,-0.34,NA,NA,NA,NA,"-0.34","+","Y",NA,90,"Fecundity","Mass","Offspring","0","Wild","","Skibiel, A.L., Dobson, F.S. & Murie, J.O.","2009","Urocitellus_columbianus",1,"Chordata","Mammalia","Rodentia","Sciuridae","Urocitellus",NA,-0.34,-0.354092528962243
7,"Y","Ursus_arctos","t",NA,-1.851,-0.527,8,NA,0.285,"-0.125","-","Y",NA,226,"Fecundity","Length","Offspring","0","Wild","","Dahle, B., Zedrosser, A. & Swenson, J.E.","2006","Ursus_arctos",1,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",NA,-0.54758997537372,-0.614932621255584
7,"Y","Ursus_arctos","t",NA,-4.181,-2.481,8,NA,0.593,"-0.274","-","Y",NA,224,"Fecundity","Mass","Offspring","0","Wild","","Dahle, B., Zedrosser, A. & Swenson, J.E.","2006","Ursus_arctos",1,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",NA,-0.828273888537655,-1.18261336899448
72,"N","Vaejovis_sp","r",NA,0.05,NA,NA,NA,NA,"","+","Y",NA,19,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A.","2003","Vaejovis_sp",2,"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Vaejovis",NA,0.05,0.0500417292784913
72,"N","Vaejovis_sp","r",NA,-0.49,NA,NA,NA,NA,"","-","Y",NA,12,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A.","2003","Vaejovis_sp",2,"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Vaejovis",NA,-0.49,-0.536060336610567
72,"N","Vaejovis_sp","r",NA,-0.1,NA,NA,NA,NA,"","-","Y",NA,19,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A.","2003","Vaejovis_sp",2,"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Vaejovis",NA,-0.1,-0.100335347731076
72,"N","Vaejovis_sp","r",NA,0.78,NA,NA,NA,NA,"","+","Y",NA,10,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A.","2003","Vaejovis_sp",2,"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Vaejovis",NA,0.78,1.04537054846688
72,"N","Vaejovis_sp","r",NA,-0.09,NA,NA,NA,NA,"","-","Y",NA,17,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A.","2003","Vaejovis_sp",2,"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Vaejovis",NA,-0.09,-0.0902441878561468
72,"N","Vaejovis_sp","r",NA,5e-04,NA,NA,NA,NA,"","+","Y",NA,15,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A.","2003","Vaejovis_sp",2,"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Vaejovis",NA,5e-04,0.000500000041666637
72,"N","Vaejovis_sp","r",NA,-0.46,NA,NA,NA,NA,"","-","Y",NA,13,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A.","2003","Vaejovis_sp",2,"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Vaejovis",NA,-0.46,-0.497311287572031
72,"N","Vaejovis_sp","r",NA,0.58,NA,NA,NA,NA,"","+","Y",NA,6,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A.","2003","Vaejovis_sp",2,"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Vaejovis",NA,0.58,0.662462707371799
72,"N","Vaejovis_sp","r",NA,0.06,NA,NA,NA,NA,"","+","Y",NA,36,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A.","2003","Vaejovis_sp",2,"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Vaejovis",NA,0.06,0.0600721559210317
72,"N","Vaejovis_sp","r",NA,-0.18,NA,NA,NA,NA,"","-","Y",NA,35,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A.","2003","Vaejovis_sp",2,"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Vaejovis",NA,-0.18,-0.181982688600706
72,"N","Vaejovis_sp","r",NA,0.39,NA,NA,NA,NA,"","+","Y",NA,44,"Fecundity","Mass","Offspring","0","Captive","","Brown, C. A.","2003","Vaejovis_sp",2,"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Vaejovis",NA,0.39,0.41180003447869
59,"Y","Vipera_aspis","r",NA,-0.17,NA,NA,NA,NA,"-0.17","+","Y",NA,132,"Fecundity","Mass","Offspring","0","Wild","","Bonnet, X., Naulleau, G., Shine, R. & Lourdais, O.","2001","Vipera_aspis",1,"Chordata","Reptilia","Squamata","Viperidae","Vipera",NA,-0.17,-0.171666663500579
55,"N","Zoarces_viviparus","r",NA,-0.43,NA,NA,NA,NA,"-0.43","+","Y",NA,27,"Fecundity","Length","Offspring","0","Wild","","Vetemaa, M., Neuman, E., Thoresson, G. & Pihlak, M","2006","Zoarces_viviparus",1,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces",NA,-0.43,-0.459896681212679
55,"N","Zoarces_viviparus","r",NA,-0.57,NA,NA,NA,NA,"-0.57","+","Y",NA,49,"Fecundity","Length","Offspring","0","Wild","","Vetemaa, M., Neuman, E., Thoresson, G. & Pihlak, M","2006","Zoarces_viviparus",1,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces",NA,-0.57,-0.647522844827373
55,"N","Zoarces_viviparus","r",NA,-0.34,NA,NA,NA,NA,"-0.34","+","Y",NA,47,"Fecundity","Length","Offspring","0","Wild","","Vetemaa, M., Neuman, E., Thoresson, G. & Pihlak, M","2006","Zoarces_viviparus",1,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces",NA,-0.34,-0.354092528962243
55,"N","Zoarces_viviparus","r",NA,-0.54,NA,NA,NA,NA,"-0.54","+","Y",NA,32,"Fecundity","Length","Offspring","0","Wild","","Vetemaa, M., Neuman, E., Thoresson, G. & Pihlak, M","2006","Zoarces_viviparus",1,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces",NA,-0.54,-0.604155602962267
