"article" "author" "year" "species" "amniotes" "environment" "reprounit" "ri" "ni"
198 "Ljubisavljevic, K., Dzukic, G. & Kalezic, M. L." "2008" "Darevskia_praticola" "yes" "captive" "single" -0.07 12
199 "Ljubisavljevic, K., Glasnovic, P., Kalan, K. & Krystufek, B." "2012" "Iberolacerta_horvathi" "yes" "captive" "single" 0.53 16
201 "Luddecke, H." "2002" "Hyla_labialis" "no" "captive" "single" 0.08 85
201 "Luddecke, H." "2002" "Hyla_labialis" "no" "captive" "single" 0.071 25
201 "Luddecke, H." "2002" "Hyla_labialis" "no" "captive" "single" 0.245 15
202 "Luiselli, L., Capula, M. & Shine, R." "1997" "Natrix_natrix" "yes" "captive" "single" 0.07 18
207 "Brown, G. & Shine, R." "2002" "Tropidonophis_mairii" "yes" "wild" "single" 0.175 207
211 "Diaz-Paniagua, C., Keller, C. & Andreu, D." "1996" "Testudo_graeca" "yes" "wild" "single" 0.606 30
215 "Hepp, G & Kennamer, R." "1993" "Aix_sponsa" "yes" "wild" "single" 0.582 93
218 "Jones, H., Todd, C & Lambert, W." "1996" "Adalaria_proxima" "no" "wild" "single" 0.219 59
219 "Klingenberg, C. & Spence, J." "1997" "Gerris_buenoi" "no" "wild" "single" 0.134 195
220 "Macip-Ri_os, R. Cisneros, M.,  Aguilar-Miguel X., & Casas-Andreu, G." "2009" "Kinosternon_integrum" "yes" "wild" "single" 0.166 20
221 "Mallory, M., McNicol, D. & Weatherhead, P." "1994" "Bucephala_clangula" "yes" "wild" "single" 0.11 23
222 "Mappes, J., Kaitala, A. & Rinne, V. " "1996" "Elasmostethus_interstinctus" "no" "captive" "single" 0.14 17
229 "Miller, B. & Sinervo, B." "2007" "Ariolimax_dolichophallus" "no" "captive" "single" -0.19 37
231 "Murphy, M." "2004" "Tyrannus_tyrannus" "yes" "wild" "single" 0.299 60
233 "Nieuwolt-Dacanay, P. M." "1997" "Terrapene_ornata" "yes" "wild" "single" 0.034 203
234 "Nilsson, J. & Svensson, E." "1993" "Parus_caeruleus" "yes" "wild" "single" 0.03 48
236 "Nol, E., Blanken, M. S. & Flynn, L." "1997" "Charadrius_semipalmatus" "yes" "wild" "single" 0.33 35
239 "Peillon, J., Puzin, C., Acou, A. & Outreman, Y." "2009" "Arctosa_fulvolineata" "no" "wild" "single" 0.208 28
241 "Platt, S., Rainwater, T., Thorbjarnarson, J. & McMurry, S." "2008" "Crocodylus_moreletii" "yes" "wild" "single" 0.73 15
244 "Potti, J." "1993" "Ficedula_hypoleuca" "yes" "wild" "single" 0.14 103
246 "Radder, R. & Shanbhag, B." "2003" "Sitana_ponticeriana" "yes" "wild" "single" -0.096 29
249 "Ramirez-Bautista, A. & Rosa, D." "2002" "Cnemidophorus_communis" "yes" "wild" "single" 0.43 17
250 "Ramirez-Bautista, A. & Vitt, L." "1997" "Anolis_nebulosus" "yes" "wild" "single" 0.244 23
251 "Randriamahazo, H & Mori, A" "2001" "Oplurus_cuvieri" "yes" "wild" "single" 0.33 17
252 "Robinson, T., Siefferman, L. & Risch, T." "2010" "Sialia_sialis" "yes" "wild" "single" 0.219 59
254 "Roosenburg, W. & Dunham, A." "1997" "Malaclemys_terrapin" "yes" "wild" "single" 0.108 92
254 "Roosenburg, W. & Dunham, A." "1997" "Malaclemys_terrapin" "yes" "wild" "single" 0.046 95
258 "Rowe, J." "1992" "Emydoidea_blandingii" "yes" "wild" "single" 0.52 17
259 "Rutstein, A., Gilbert, L., Slater, J. & Graves, J." "2004" "Taeniopygia_guttata" "yes" "captive" "single" 0.582 39
260 "Salvante, K., Walzem, R. & Williams, T." "2007" "Taeniopygia_guttata" "yes" "captive" "single" 0.429 56
261 "Salvante, K. & Williams, T." "2003" "Taeniopygia_guttata" "yes" "captive" "single" 0.421 35
263 "Schwarzkopf, L." "1992" "Eulamprus_tympanum" "yes" "captive" "single" 0.335 48
263 "Schwarzkopf, L." "1992" "Eulamprus_tympanum" "yes" "captive" "single" 0.1 45
264 "Segers, F. H. I .D. & Taborsky, B." "2012" "Eretmodus_cyanostictus" "no" "captive" "single" 0.01 10
266 "Shanbhag, B. A.,Radder, R. S. & Saidapur, S. K." "2000" "Calotes_versicolor" "yes" "wild" "single" -0.098 131
270 "Smith, H. G., Ottosson, U. & Ohlsson, T." "1993" "Sturnus_vulgaris" "yes" "wild" "single" -0.06 106
270 "Smith, H. G., Ottosson, U. & Ohlsson, T." "1993" "Sturnus_vulgaris" "yes" "wild" "single" 0.1 129
271 "Takagi, M." "2003" "Lanius_bucephalus" "yes" "wild" "single" 0.08 30
272 "Tanaka, K. & Mori, A." "2011" "Elaphe_quadrivirgata" "yes" "captive" "single" -0.33 43
272 "Tanaka, K. & Mori, A." "2011" "Elaphe_quadrivirgata" "yes" "captive" "single" -0.16 12
274 "Thorbjarnarson, J. B." "1994" "Caiman_crocodilus" "yes" "wild" "single" 0.22 25
274 "Thorbjarnarson, J. B." "1994" "Caiman_crocodilus" "yes" "wild" "single" 0.67 25
275 "Thorbjarnarson, J. B." "1996" "Alligator_mississippiensis" "yes" "wild" "single" 0.39 5
275 "Thorbjarnarson, J. B." "1996" "Caiman_crocodilus" "yes" "wild" "single" 0.64 12
275 "Thorbjarnarson, J. B." "1996" "Caiman_latirostris" "yes" "wild" "single" 0.15 4
275 "Thorbjarnarson, J. B." "1996" "Crocodylus_niloticus" "yes" "wild" "single" 0.68 4
275 "Thorbjarnarson, J. B." "1996" "Crocodylus_porosus" "yes" "wild" "single" 0.56 6
275 "Thorbjarnarson, J. B." "1996" "Crocodylus_acutus" "yes" "wild" "single" 0.77 4
276 "Thorbjarnarson, J. B. & Hernandez, G." "1993" "Crocodylus_intermedius" "yes" "captive" "single" 0.804 53
277 "Timi, J. T., Lanfranchi, A. L. & Poulin, R." "2005" "Lernanthropus_cynoscicola" "no" "wild" "single" 0.657 54
280 "Tucker, J. K., Paukstis, G. L. & Janzen, F. J." "1998" "Trachemys_scripta" "yes" "wild" "single" 0.41 789
281 "Uller, T. & Olsson, M." "2005" "Zootoca_vivipara" "yes" "captive" "single" 0.34 25
281 "Uller, T. & Olsson, M." "2005" "Zootoca_vivipara" "yes" "wild" "single" 0.25 45
285 "Wallace, B. P., Sotherland, P. R., Tomillo, P. S., Reina, R. D., Spotila, J. R. & Paladino, F. V." "2007" "Dermochelys_coriacea" "yes" "wild" "single" 0.284 99
286 "Wehrtmann, I. S. & Lardies, M. A." "1999" "Austropandalus_grayi" "no" "wild" "single" 0.177 46
287 "Williams, T. D." "1996" "Taeniopygia_guttata" "yes" "captive" "single" 0.21 56
292 "Tiwari, M. & Bjorndal, K." "2000" "Caretta_caretta" "yes" "wild" "single" -0.046 12
292 "Tiwari, M. & Bjorndal, K." "2000" "Caretta_caretta" "yes" "wild" "single" -0.018 47
292 "Tiwari, M. & Bjorndal, K." "2000" "Caretta_caretta" "yes" "wild" "single" -0.112 26
293 "Van-Damme, R., Bauwens, D., Brana, F. & Verheyen, R." "1992" "Podarcis_muralis" "yes" "captive" "single" 0.224 14
295 "Mand, R. & Tilgar, V." "2003" "Ficedula_hypoleuca" "yes" "wild" "single" 0.26 177
297 "O'Dwyer, T., Buttemer, W., Priddel, D. & Downing, J." "2006" "Pterodroma_leucoptera" "yes" "wild" "single" 0.273 62
298 "Rauter, C., Mcguire, M., Gwartney, M. & Space, J." "2010" "Nicrophorus_pustulatus" "no" "captive" "single" 0.318 120
299 "Robb, L., Martin, K. & Hannon, S." "1992" "Lagopus_lagopus" "yes" "wild" "single" 0.266 21
300 "Wendeln, H." "1997" "Sterna_hirundo" "yes" "wild" "single" 0.534 34
304 "Cichon, M" "1997" "Ficedula_albicollis" "yes" "wild" "single" 0.01 29
304 "Cichon, M" "1997" "Ficedula_albicollis" "yes" "wild" "single" 0.27 28
305 "Galan, P. & Vicente, L." "2003" "Teira_dugesii" "yes" "wild" "single" 0.413 25
306 "Jarvinen, A." "1991" "Ficedula_hypoleuca" "yes" "wild" "single" 0.177 262
306 "Jarvinen, A." "1991" "Poecile_cinctus" "yes" "wild" "single" 0.421 22
308 "Marangoni, F., Tejedo, M. & Gomez-Mestre, I." "2008" "Epidalea_calamita" "no" "wild" "single" 0.629 165
308 "Marangoni, F., Tejedo, M. & Gomez-Mestre, I." "2008" "Pelobates_cultripes" "no" "wild" "single" 0.45 61
309 "Naimi, M., Znari, M., Lovich, J., Feddadi, Y. & Baamrane, M." "2012" "Mauremys_leprosa" "yes" "wild" "single" 0.51 28
311 "Rua, M. & P., Galan" "2002" "Iberolacerta_monticola" "yes" "captive" "single" -0.14 54
312 "Pignati, M. & Pezzuti, C." "2012" "Podocnemis_unifilis" "yes" "wild" "single" 0.822 11
318 "Tinkle, D. & Ballinger, R." "1972" "Sceloporus_undulatus" "yes" "wild" "single" 0.66 194
324 "Bejakovic, D., Kalezic, M. Aleksic, I., Dzukic, G. & Crnobrnja-Isalovic, J." "1995" "Podarcis_melisellensis" "yes" "captive" "single" 0.394 38
325 "Campos, Z., Magnusson, W., Sanaiotti, T. & Coutinho, M." "2008" "Caiman_crocodilus" "yes" "wild" "single" 0.283 63
325 "Campos, Z., Magnusson, W., Sanaiotti, T. & Coutinho, M." "2008" "Caiman_crocodilus" "yes" "wild" "single" 0.502 84
330 "Adamopoulou, C. & Valakos, E." "2000" "Podarcis_milensis" "yes" "wild" "single" 0.152 126
332 "Arribas, O. & Galan, P." "2005" "Iberolacerta_bonnali" "yes" "captive" "single" 0.05 9
332 "Arribas, O. & Galan, P." "2005" "Iberolacerta_aranica" "yes" "captive" "single" 0.29 66
332 "Arribas, O. & Galan, P." "2005" "Iberolacerta_aurelioi" "yes" "captive" "single" 0.33 11
333 "Busack, S." "1987" "Atlantolacerta_andreanszkyi" "yes" "wild" "single" 0.964 8
339 "Das, I." "1996" "Rana_hexadactyla" "no" "wild" "single" 0.444 126
341 "Purse, B. & Thompson, D." "2003" "Coenagrion_mercuriale" "no" "wild" "single" 0.39 32
343 "Ramirez-Bautista, A. & Olivera-Becerril, V." "2004" "Sceloporus_pyrocephalus" "yes" "wild" "single" 0.527 21
344 "Ramirez-Bautista, A., Luja, V. H., Balderas-Valdivia, C. & Ortiz-Pulido, R." "2006" "Sceloporus_melanorhinus" "yes" "wild" "single" 0.441 30
345 "Ramirez-Bautista, A., Stephenson, B. P., Hernandez-Ibarra, X.,  Hernandez-Salinas, U.,  Cruz-Elizalde, R., Lozano, A. & Geoffrey, R.S." "2012" "Sceloporus_spinosus" "yes" "wild" "single" 0.33 12
349 "de Oliveira, R. B., Pontes, G. M. F., Maciel, A. P., Gomes, L. R. & Di-Bernardo, M." "2011" "Xenodon_dorbignyi" "yes" "wild" "single" 0.417 26
350 "Brown, G. & Shine, R." "2007" "Tropidonophis_mairii" "yes" "wild" "single" 0.068 830
351 "Potti, J." "2008" "Ficedula_hypoleuca" "yes" "wild" "single" 0.351 1244
352 "Rollinson, N. & R. Brooks" "2008" "Chrysemys_picta" "yes" "wild" "single" 0.519 168
353 "Lardner, B. & Loman, J." "2003" "Rana_temporaria" "no" "captive" "single" 0.308 39
354 "Milanovich, J. R., Trauth, S. E., Saugey, D. A. & Jordan, R. R." "2006" "Plethodon_albagula" "no" "wild" "single" 0.402 48
355 "Jones, P." "unpub" "Galaxias_anomalus" "no" "wild" "single" 0.615 25
355 "Jones, P." "unpub" "Galaxias_depressiceps" "no" "wild" "single" 0.566 19
355 "Jones, P." "unpub" "Galaxias_eldoni" "no" "wild" "single" 0.569 22
355 "Jones, P." "unpub" "Galaxias_pullus" "no" "wild" "single" 0.575 17
355 "Jones, P." "unpub" "Galaxias_gollumoides" "no" "wild" "single" 0.683 18
355 "Jones, P." "unpub" "Galaxias_southern" "no" "wild" "single" 0.629 20
355 "Jones, P." "unpub" "Galaxias_D." "no" "wild" "single" 0.838 8
355 "Jones, P." "unpub" "Galaxias_vulgaris" "no" "wild" "single" 0.461 15
356 "Lyapkov, S. M., Kornilova, M. B. & Severtsov, A. S." "2002" "Rana_temporaria" "no" "captive" "single" 0.439 290
357 "Dolenec, Z., Kralj, J., Mustafic, P. & Dolenec, P." "2008" "Sturnus_vulgaris" "yes" "wild" "single" 0.07 45
358 "Qu, Y. F., Li, H., Gao, J. F. & Ji, X." "2011" "Elaphe_carinata" "yes" "wild" "single" 0.05 17
358 "Qu, Y. F., Li, H., Gao, J. F. & Ji, X." "2011" "Elaphe_carinata" "yes" "wild" "single" 0.59 65
358 "Qu, Y. F., Li, H., Gao, J. F. & Ji, X." "2011" "Elaphe_carinata" "yes" "wild" "single" 0.62 37
