comp_ID,study_ID,dam_ID,animal_ID,Reference,species,strain,manip_type,manip_direction,nom_manip_val,exp,control,manip_parameter,vitmin_eql,adlib_con,adlib_exp,diet_con,diet_exp,dam_diet_start_dPC,dam_diet_end_dPC,diet_label,age_mating,n_con_dam,n_exp_dam,multi_use_con,dam_housing,temperature,photoperiod,litter_size,litter_size_equalized,crossfostered,sex,housing,bodymass_mean_contr,bodymass_SE_contr,bodymass_mean_exp,bodymass_SE_exp,bm_N_contr,bm_N_exp,bm_dPP,offspring_diet,offspring_con_adlib,offspring_diet_level,offspring_diet_end_dPP,post_diet_adlib,response_age_dPP,authors_behaviour_classification,our_behaviour_classification,response_test,time_trial,measure,unit,high_better,night/day,comparison,exp_mean,exp_se,exp_n,con_mean,con_se,con_n,con_ID,percentage,Data_source,measure_comments,SE_imputed,Comments
comp_203,s_17,D_30,A_40,Watkins et al. (2008a),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,0,22,pre,56,19,19,yes,single,NA,12,6,yes,no,f,group,31.85,0.73,32.4,0.36,50,52,98,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Distance,cm,yes,day,NPD_LPD_females,256.67,16.67,52,205,15,50,con_86,no,Fig. 2,NA,no,NA
comp_204,s_17,D_30,A_40,Watkins et al. (2008a),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,0,22,pre,56,19,19,yes,single,NA,12,6,yes,no,f,group,31.85,0.73,32.4,0.36,50,52,98,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Resting,sec,no,day,NPD_LPD_females,105,3.33,52,115,3.33,50,con_87,no,Fig. 2,NA,no,NA
comp_205,s_17,D_30,A_40,Watkins et al. (2008a),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,0,22,pre,56,19,19,yes,single,NA,12,6,yes,no,f,group,31.85,0.73,32.4,0.36,50,52,98,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Velocity,cm/3 mins,yes,day,NPD_LPD_females,128.33,18.33,52,193.33,28.33,50,con_88,no,Fig. 2,NA,no,NA
comp_206,s_17,D_30,A_40,Watkins et al. (2008a),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,0,22,pre,56,19,19,yes,single,NA,12,6,yes,no,f,group,31.85,0.73,32.4,0.36,50,52,98,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,EXPLORATION,Open_Field,3,Rears,#,yes,day,NPD_LPD_females,16.95,1.18,52,14.14,1.76,50,con_89,no,Fig. 2,NA,no,NA
comp_207,s_17,D_30,A_40,Watkins et al. (2008a),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,0,22,pre,56,19,19,yes,single,NA,12,6,yes,no,f,group,31.85,0.73,32.4,0.36,50,52,98,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Jumps,#,yes,day,NPD_LPD_females,2.22,0.42,52,1.74,0.46,50,con_90,no,Fig. 2,NA,no,NA
comp_208,s_17,D_31,A_41,Watkins et al. (2008a),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,0,3.5,pre,56,19,19,yes,single,NA,12,6,yes,no,m,group,40.82,0.34,41.67,0.34,46,62,98,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Distance,cm,yes,day,NPD_emb_LPD_males,245.97,18.48,62,213.27,17.06,46,con_81,no,Fig. 2,NA,no,NA
comp_209,s_17,D_31,A_41,Watkins et al. (2008a),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,0,3.5,pre,56,19,19,yes,single,NA,12,6,yes,no,m,group,40.82,0.34,41.67,0.34,46,62,98,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Resting,sec,no,day,NPD_emb_LPD_males,102.37,2.84,62,109.48,1.42,46,con_82,no,Fig. 2,NA,no,NA
comp_210,s_17,D_31,A_41,Watkins et al. (2008a),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,0,3.5,pre,56,19,19,yes,single,NA,12,6,yes,no,m,group,40.82,0.34,41.67,0.34,46,62,98,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Velocity,cm/3 mins,yes,day,NPD_emb_LPD_males,113.75,12.8,62,123.7,22.75,46,con_83,no,Fig. 2,NA,no,NA
comp_211,s_17,D_31,A_41,Watkins et al. (2008a),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,0,3.5,pre,56,19,19,yes,single,NA,12,6,yes,no,m,group,40.82,0.34,41.67,0.34,46,62,98,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,EXPLORATION,Open_Field,3,Rears,#,yes,day,NPD_emb_LPD_males,17.7,2.13,62,15.3,1.66,46,con_84,no,Fig. 2,NA,no,NA
comp_212,s_17,D_31,A_41,Watkins et al. (2008a),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,0,3.5,pre,56,19,19,yes,single,NA,12,6,yes,no,m,group,40.82,0.34,41.67,0.34,46,62,98,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Jumps,#,yes,day,NPD_emb_LPD_males,1.63,0.3,62,1.75,0.43,46,con_85,no,Fig. 2,NA,no,NA
comp_213,s_17,D_31,A_42,Watkins et al. (2008a),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,0,3.5,pre,56,19,19,yes,single,NA,12,6,yes,no,f,group,31.85,0.73,34.72,0.42,50,50,98,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Distance,cm,yes,day,NPD_emb_LPD_females,290,18.33,50,205,15,50,con_86,no,Fig. 2,NA,no,NA
comp_214,s_17,D_31,A_42,Watkins et al. (2008a),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,0,3.5,pre,56,19,19,yes,single,NA,12,6,yes,no,f,group,31.85,0.73,34.72,0.42,50,50,98,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Resting,sec,no,day,NPD_emb_LPD_females,103.33,3.33,50,115,3.33,50,con_87,no,Fig. 2,NA,no,NA
comp_215,s_17,D_31,A_42,Watkins et al. (2008a),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,0,3.5,pre,56,19,19,yes,single,NA,12,6,yes,no,f,group,31.85,0.73,34.72,0.42,50,50,98,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Velocity,cm/3 mins,yes,day,NPD_emb_LPD_females,150,23.33,50,193.33,28.33,50,con_88,no,Fig. 2,NA,no,NA
comp_216,s_17,D_31,A_42,Watkins et al. (2008a),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,0,3.5,pre,56,19,19,yes,single,NA,12,6,yes,no,f,group,31.85,0.73,34.72,0.42,50,50,98,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,EXPLORATION,Open_Field,3,Rears,#,yes,day,NPD_emb_LPD_females,22.7,2.06,50,14.14,1.76,50,con_89,no,Fig. 2,NA,no,NA
comp_217,s_17,D_31,A_42,Watkins et al. (2008a),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,0,3.5,pre,56,19,19,yes,single,NA,12,6,yes,no,f,group,31.85,0.73,34.72,0.42,50,50,98,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Jumps,#,yes,day,NPD_emb_LPD_females,3.46,0.42,50,1.74,0.46,50,con_90,no,Fig. 2,NA,no,NA
comp_218,s_18,D_32,A_43,Watkins et al. (2008b),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,-3.5,0,pregestation,54.5,19,19,no,single,NA,12,6,yes,no,m,group,37.3,NA,37.3,NA,60,52,14,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Distance,cm,yes,day,NPD_LPD_males,189.61,15.13,52,238.61,20.81,60,con_91,no,Fig. 3a,NA,no,Affective behaviour data not shown.
comp_219,s_18,D_32,A_43,Watkins et al. (2008b),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,-3.5,0,pregestation,54.5,19,19,no,single,NA,12,6,yes,no,m,group,37.3,NA,37.3,NA,60,52,14,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Resting,sec,no,day,NPD_LPD_males,114.6,3.78,52,114.41,3.78,60,con_92,no,Fig. 3a,NA,no,Affective behaviour data not shown.
comp_220,s_18,D_32,A_43,Watkins et al. (2008b),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,-3.5,0,pregestation,54.5,19,19,no,single,NA,12,6,yes,no,m,group,37.3,NA,37.3,NA,60,52,14,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Velocity,cm/3 mins,yes,day,NPD_LPD_males,260.94,32.16,52,171.83,26.48,60,con_93,no,Fig. 3a,NA,no,Affective behaviour data not shown.
comp_221,s_18,D_32,A_43,Watkins et al. (2008b),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,-3.5,0,pregestation,54.5,19,19,no,single,NA,12,6,yes,no,m,group,37.3,NA,37.3,NA,60,52,14,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,EXPLORATION,Open_Field,3,Rears,#,yes,day,NPD_LPD_males,14.24,1.46,52,17.07,1.78,60,con_94,no,Fig. 3a,NA,no,Affective behaviour data not shown.
comp_222,s_18,D_32,A_43,Watkins et al. (2008b),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,-3.5,0,pregestation,54.5,19,19,no,single,NA,12,6,yes,no,m,group,37.3,NA,37.3,NA,60,52,14,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Jumps,#,yes,day,NPD_LPD_males,1.82,0.38,52,2.74,0.59,60,con_95,no,Fig. 3a,NA,no,Affective behaviour data not shown.
comp_223,s_18,D_32,A_44,Watkins et al. (2008b),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,-3.5,0,pregestation,54.5,19,19,no,single,NA,12,6,yes,no,f,group,32.23,0.64,33.63,0.51,54,57,14,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Distance,cm,yes,day,NPD_LPD_females,211.46,15.38,57,241.92,15.38,54,con_96,no,Fig. 3b,NA,no,Affective behaviour data not shown.
comp_224,s_18,D_32,A_44,Watkins et al. (2008b),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,-3.5,0,pregestation,54.5,19,19,no,single,NA,12,6,yes,no,f,group,32.23,0.64,33.63,0.51,54,57,14,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Resting,sec,no,day,NPD_LPD_females,117.17,1.54,57,110.7,1.54,54,con_97,no,Fig. 3b,NA,no,Affective behaviour data not shown.
comp_225,s_18,D_32,A_44,Watkins et al. (2008b),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,-3.5,0,pregestation,54.5,19,19,no,single,NA,12,6,yes,no,f,group,32.23,0.64,33.63,0.51,54,57,14,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Velocity,cm/3 mins,yes,day,NPD_LPD_females,215.17,26.15,57,137.93,10.77,54,con_98,no,Fig. 3b,NA,no,Affective behaviour data not shown.
comp_226,s_18,D_32,A_44,Watkins et al. (2008b),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,-3.5,0,pregestation,54.5,19,19,no,single,NA,12,6,yes,no,f,group,32.23,0.64,33.63,0.51,54,57,14,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,EXPLORATION,Open_Field,3,Rears,#,yes,day,NPD_LPD_females,12.25,1.29,57,19.08,1.55,54,con_99,no,Fig. 3b,NA,no,Affective behaviour data not shown.
comp_227,s_18,D_32,A_44,Watkins et al. (2008b),mice,MF1,protein,-,50%,9%,18%,protein content,yes,yes,yes,Sigma_Special_Diet_Service_Casein_18%,Sigma_Special_Diet_Service_Casein_9%,-3.5,0,pregestation,54.5,19,19,no,single,NA,12,6,yes,no,f,group,32.23,0.64,33.63,0.51,54,57,14,control,yes,Sigma_Special_Diet_Service_Casein_18%,0,yes,98,ANXIETY,ACTIVITY,Open_Field,3,Jumps,#,yes,day,NPD_LPD_females,1.64,0.31,57,3.14,0.49,54,con_100,no,Fig. 3b,NA,no,Affective behaviour data not shown.
comp_251,s_23,D_38,A_57,"Raygada, Cho & Hilakivi-Clarke (1998)",mice,Balb/c,calorie,+,2.8,19.40%,7.00%,% fat in diet,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,NA,NA,NA,NA,no,m,NA,NA,NA,NA,NA,NA,NA,NA,control,yes,Purina_Chow_5001_12%fat,0,yes,90,ACTIVITY,ACTIVITY,Open_Field,3,Square_crossed,#,yes,day,con_Balb/c_m,118.13,10.47,8,106.19,6.7,8,con_101,no,Fig. 1,"No C3H males, ""most of the mice were exposed to only one test""",no,Range of sample size for all groups given instead of true sample size per group.
comp_252,s_23,D_38,A_58,"Raygada, Cho & Hilakivi-Clarke (1998)",mice,Balb/c,calorie,+,2.8,19.40%,7.00%,% fat in diet,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,NA,NA,NA,NA,no,m,NA,NA,NA,NA,NA,NA,NA,NA,control,yes,Purina_Chow_5001_12%fat,0,yes,90,ANXIETY,ANXIETY,Forced_swim_test,6,Time_spent_immobile,sec,yes,day,con_Balb/c_m,104.3,7.89,10,175.44,9.01,10,con_102,no,Fig. 2,"No C3H males, ""most of the mice were exposed to only one test""",no,Range of sample size for all groups given instead of true sample size per group.
comp_254,s_23,D_38,A_60,"Raygada, Cho & Hilakivi-Clarke (1998)",mice,Balb/c,calorie,+,2.8,19.40%,7.00%,% fat in diet,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,NA,NA,NA,NA,no,f,NA,NA,NA,NA,NA,NA,NA,NA,control,yes,Purina_Chow_5001_12%fat,0,yes,90,ACTIVITY,ACTIVITY,Open_Field,3,Square_crossed,#,yes,day,con_Balb/c_f,115.89,8.22,8,109.91,4.49,8,con_103,no,Fig. 1,"No C3H males, ""most of the mice were exposed to only one test""",no,Range of sample size for all groups given instead of true sample size per group.
comp_255,s_23,D_38,A_61,"Raygada, Cho & Hilakivi-Clarke (1998)",mice,Balb/c,calorie,+,2.8,19.40%,7.00%,% fat in diet,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,NA,NA,NA,NA,no,f,NA,NA,NA,NA,NA,NA,NA,NA,control,yes,Purina_Chow_5001_12%fat,0,yes,90,ANXIETY,ANXIETY,Forced_swim_test,6,Time_spent_immobile,sec,yes,day,con_Balb/c_f,109.88,14.65,10,160.7,15.77,10,con_104,no,Fig. 2,"No C3H males, ""most of the mice were exposed to only one test""",no,Range of sample size for all groups given instead of true sample size per group.
comp_257,s_23,D_39,A_63,"Raygada, Cho & Hilakivi-Clarke (1998)",mice,C3H/HeOuj,calorie,+,2.8,19.40%,7.00%,% fat in diet,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,NA,NA,NA,NA,no,f,NA,NA,NA,NA,NA,NA,NA,NA,control,yes,Purina_Chow_5001_12%fat,0,yes,365,ACTIVITY,ACTIVITY,Open_Field,3,Square_crossed,#,yes,day,con_C3H_f,20.93,2.99,8,30.65,5.23,8,con_105,no,Fig. 1,"No C3H males, ""most of the mice were exposed to only one test""",no,Range of sample size for all groups given instead of true sample size per group.
comp_258,s_23,D_39,A_64,"Raygada, Cho & Hilakivi-Clarke (1998)",mice,C3H/HeOuj,calorie,+,2.8,19.40%,7.00%,% fat in diet,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,NA,NA,NA,NA,no,f,NA,NA,NA,NA,NA,NA,NA,NA,control,yes,Purina_Chow_5001_12%fat,0,yes,365,ANXIETY,ANXIETY,Forced_swim_test,6,Time_spent_immobile,sec,yes,day,con_C3H_f,17.82,5.63,10,73.13,16.9,10,con_106,no,Fig. 2,"No C3H males, ""most of the mice were exposed to only one test""",no,Range of sample size for all groups given instead of true sample size per group.
comp_260,s_23,D_40,A_66,"Raygada, Cho & Hilakivi-Clarke (1998)",mice,CD-1,calorie,+,2.8,19.40%,7.00%,% fat in diet,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,NA,NA,NA,NA,no,m,NA,NA,NA,NA,NA,NA,NA,NA,control,yes,Purina_Chow_5001_12%fat,0,yes,60,ACTIVITY,ACTIVITY,Open_Field,3,Square_crossed,#,yes,day,con_CD1_m,112.9,7.48,8,84.49,5.23,8,con_107,no,Fig. 1,"No C3H males, ""most of the mice were exposed to only one test""",no,Range of sample size for all groups given instead of true sample size per group.
comp_261,s_23,D_40,A_67,"Raygada, Cho & Hilakivi-Clarke (1998)",mice,CD-1,calorie,+,2.8,19.40%,7.00%,% fat in diet,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,NA,NA,NA,NA,no,m,NA,NA,NA,NA,NA,NA,NA,NA,control,yes,Purina_Chow_5001_12%fat,0,yes,60,ANXIETY,ANXIETY,Forced_swim_test,6,Time_spent_immobile,sec,yes,day,con_CD1_m,72.26,22.54,10,181.73,30.42,10,con_108,no,Fig. 2,"No C3H males, ""most of the mice were exposed to only one test""",no,Range of sample size for all groups given instead of true sample size per group.
comp_263,s_23,D_40,A_69,"Raygada, Cho & Hilakivi-Clarke (1998)",mice,CD-1,calorie,+,2.8,19.40%,7.00%,% fat in diet,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,NA,NA,NA,NA,no,f,NA,NA,NA,NA,NA,NA,NA,NA,control,yes,Purina_Chow_5001_12%fat,0,yes,60,ACTIVITY,ACTIVITY,Open_Field,3,Square_crossed,#,yes,day,con_CD1_f,128.6,5.98,8,86.73,6.73,8,con_109,no,Fig. 1,"No C3H males, ""most of the mice were exposed to only one test""",no,Range of sample size for all groups given instead of true sample size per group.
comp_264,s_23,D_40,A_70,"Raygada, Cho & Hilakivi-Clarke (1998)",mice,CD-1,calorie,+,2.8,19.40%,7.00%,% fat in diet,yes,yes,yes,AIN93_isocal_16%fat,PUFA_isocal_43%fat,-7,22,pre,49,8,8,no,single,NA,NA,NA,NA,no,f,NA,NA,NA,NA,NA,NA,NA,NA,control,yes,Purina_Chow_5001_12%fat,0,yes,60,ANXIETY,ANXIETY,Forced_swim_test,6,Time_spent_immobile,sec,yes,day,con_CD1_f,29.57,11.27,10,140.1,23.66,10,con_110,no,Fig. 2,"No C3H males, ""most of the mice were exposed to only one test""",no,Range of sample size for all groups given instead of true sample size per group.
comp_269,s_25,D_42,A_73,Tonkiss & Smart (1983),rats,Wistar,calorie,-,50%,50%,100%,intake,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,NA,6,8,no,single,NA,12,8,yes,no,m,group,382,13,272,4,10,10,187,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,EXPLORATION,EXPLORATION,Open_Field,6,Rear_frequency,#,yes,day,Wcon_Wundernourished,4.57,NA,10,5.92,NA,10,con_111,no,Fig. 1a,"No S.D. or S.E.M., researchers cannot be reached.",yes,Extracted data for first trial only.
comp_270,s_25,D_42,A_73,Tonkiss & Smart (1983),rats,Wistar,calorie,-,50%,50%,100%,intake,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,NA,6,8,no,single,NA,12,8,yes,no,m,group,382,13,272,4,10,10,187,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,EXPLORATION,EXPLORATION,Open_Field,6,Sniff_frequency,#,yes,day,Wcon_Wundernourished,48.32,NA,10,44.3,NA,10,con_112,no,Fig. 1c,"No S.D. or S.E.M., researchers cannot be reached.",yes,Extracted data for first trial only.
comp_271,s_25,D_42,A_73,Tonkiss & Smart (1983),rats,Wistar,calorie,-,50%,50%,100%,intake,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,NA,6,8,no,single,NA,12,8,yes,no,m,group,382,13,272,4,10,10,187,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ACTIVITY,ACTIVITY,Open_Field,6,Pause_frequency,#,no,day,Wcon_Wundernourished,15.71,NA,10,16.78,NA,10,con_113,no,Fig. 1e,"No S.D. or S.E.M., researchers cannot be reached.",yes,Extracted data for first trial only.
comp_272,s_25,D_42,A_73,Tonkiss & Smart (1983),rats,Wistar,calorie,-,50%,50%,100%,intake,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,NA,6,8,no,single,NA,12,8,yes,no,m,group,382,13,272,4,10,10,187,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,EXPLORATION,EXPLORATION,Open_Field,6,%_time_rearing,%,yes,day,Wcon_Wundernourished,1.77,NA,10,2.19,NA,10,con_114,yes,Fig. 1b,"No S.D. or S.E.M., researchers cannot be reached.",yes,Extracted data for first trial only.
comp_273,s_25,D_42,A_73,Tonkiss & Smart (1983),rats,Wistar,calorie,-,50%,50%,100%,intake,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,NA,6,8,no,single,NA,12,8,yes,no,m,group,382,13,272,4,10,10,187,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,EXPLORATION,EXPLORATION,Open_Field,6,%_time_sniffing,%,yes,day,Wcon_Wundernourished,36.64,NA,10,31.03,NA,10,con_115,yes,Fig. 1d,"No S.D. or S.E.M., researchers cannot be reached.",yes,Extracted data for first trial only.
comp_274,s_25,D_42,A_73,Tonkiss & Smart (1983),rats,Wistar,calorie,-,50%,50%,100%,intake,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,NA,6,8,no,single,NA,12,8,yes,no,m,group,382,13,272,4,10,10,187,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ANXIETY,ACTIVITY,Open_Field,6,%_time_immobile,%,no,day,Wcon_Wundernourished,20.94,NA,10,26.52,NA,10,con_116,yes,Fig. 1f,"No S.D. or S.E.M., researchers cannot be reached.",yes,Extracted data for first trial only.
comp_275,s_25,D_42,A_73,Tonkiss & Smart (1983),rats,Wistar,calorie,-,50%,50%,100%,intake,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,NA,6,8,no,single,NA,12,8,yes,no,m,group,382,13,272,4,10,10,187,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ANXIETY,EXPLORATION,Open_Field,6,Latency_rear,sec,no,day,Wcon_Wundernourished,198.05,NA,10,59.47,NA,10,con_117,no,Fig. 2a,"No S.D. or S.E.M., researchers cannot be reached.",yes,Extracted data for first trial only.
comp_276,s_25,D_42,A_73,Tonkiss & Smart (1983),rats,Wistar,calorie,-,50%,50%,100%,intake,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,NA,6,8,no,single,NA,12,8,yes,no,m,group,382,13,272,4,10,10,187,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ACTIVITY,ACTIVITY,Open_Field,6,Square_crossed,#,yes,day,Wcon_Wundernourished,258.75,NA,10,202.92,NA,10,con_118,no,Fig. 2c,"No S.D. or S.E.M., researchers cannot be reached.",yes,Extracted data for first trial only.
comp_277,s_25,D_42,A_73,Tonkiss & Smart (1983),rats,Wistar,calorie,-,50%,50%,100%,intake,no,yes,no,Porton_mouse_diet_Labsure_Animal_Foods,Half_Porton_mouse_diet_Labsure_Animal_Foods,0,47,pre+lact,NA,6,8,no,single,NA,12,8,yes,no,m,group,382,13,272,4,10,10,187,control,yes,Porton_mouse_diet_Labsure_Animal_Foods,25,yes,101,ANXIETY,ANXIETY,Open_Field,6,Latency_enter_center,sec,no,day,Wcon_Wundernourished,55.82,NA,10,50.58,NA,10,con_119,no,Fig. 2b,"No S.D. or S.E.M., researchers cannot be reached.",yes,Extracted data for first trial only.
